you,toi
pontoons,pontons
ogi,ogi
cathay,foin de chat
breda,breda
jeweled,orné de bijoux
behoove,il convient
immersive,immersif
encrypt,chiffrer
camisole,camisole
pili,pili
knott,nœud
herculean,herculéen
deactivation,désactivation
wolfowitz,Wolfowitz
tonsil,amygdale
rothwell,Rothwell
predate,antidater
hillard,Hillard
hamel,Hamel
fiendishly,diaboliquement
indulges,se fait plaisir
stabilizes,stabilise
noddy,noddy
velocities,vitesses
joffre,joffre
force-field,champ de force
imps,diablotins
assi,assi
hobnob,fréquenter
jerk-offs,branleurs
calving,vêlage
inflates,gonfle
palmas,palmiers
caffe,café
kem,kem
jetting,jet d'eau
slotted,à fentes
meted,mesuré
kombucha,kombucha
mikel,Mikel
conservationists,les défenseurs de l'environnement
perrault,Perrault
konig,konig
eldritch,occulte
psyching,psychothérapie
casio,casio
brod,brod
peritoneum,péritoine
endocrine,endocrine
soluble,soluble
ploys,stratagèmes
guilds,guildes
radio-controlled,radiocommandé
heterosexuals,hétérosexuels
sayest,dire
cowhand,vacher
moffatt,moffatt
patroness,patronne
yippie,Hourra !
alderson,Alderson
maglev,lev magnétique
leaner,plus maigre
derailment,déraillement
incongruous,incongru
conscientiously,consciencieusement
factually,factuellement
antipas,antipas
ensnared,pris au piège
close-minded,fermé d'esprit
grasps,saisit
hoch,haut
estrangement,éloignement
devane,devane
crooning,chanter
rollover,rouler sur
wiggled,gigotait
niel,Niel
rationalizing,rationalisation
pleasured,plaisir
estonians,Estoniens
microwaved,passé au micro-ondes
platte,assiette
grapefruits,pamplemousses
joop,Joop
kalia,kalia
databank,banque de données
strove,s'efforça
waddling,se dandiner
ocr,ocr
gyula,gyula
chauvinism,chauvinisme
chequered,à carreaux
inheritor,héritier
rupp,rupp
pompoms,pompons
boomtown,ville champignon
berliners,Berlinois
frontrunner,favori
elbowed,coude
opossum,opossum
anthems,hymnes
inara,inara
daro,daro
prefabricated,préfabriqué
benita,Benita
inchon,Incheon
habsburg,Habsbourg
observatories,observatoires
trp,trp
catastrophically,catastrophiquement
centro,centre
shrilly,strident
screamers,hurleurs
menfolk,hommes
milgram,Milgram
sophy,Sophie
sodomites,sodomites
deliriously,délirant
palmers,Palmers
goldfinch,chardonneret
fara,fara
alim,alim
eastwick,Eastwick
highborn,noble-née
expanses,étendues
ticketing,billetterie
kartik,kartik
bourget,bourget
allred,tout rouge
lowercase,minuscule
f-14,f-14
veni,veni
stepchild,beau-fils
relinquishing,renoncer
egalitarian,égalitariste
unroll,dérouler
honeymoons,lunes de miel
vaporizer,vaporisateur
mosely,Mosely
narcoleptic,narcoleptique
encircling,encerclant
schell,Schell
chippie,friterie
poznan,Poznań
muni,municipal
chamonix,Chamonix
uninsured,non assuré
teetotaler,abstinent
dimwitted,imbécile
greenaway,Greenaway
rehydrate,réhydrater
meerkats,suricates
glendon,Glendon
akbari,akbari
vilas,villas
rollout,dérouler
tickler,chatouilleur
risers,montants
micrograms,microgrammes
ditz,ditz
sorkin,Sorkin
zealanders,Néo-zélandais
wingo,aile
viney,vigne
berating,réprimander
strong-armed,bras forts
predominant,prédominant
dehydrate,déshydrater
toughened,renforcé
danse,danse
zionism,sionisme
gussied,gussied
cummerbund,ceinture de smoking
idf,FDI
sceptics,sceptiques
parenthesis,parenthèse
disorganised,désorganisé
totalitarianism,totalitarisme
annan,Annan
grievously,gravement
bifocals,lunettes bifocales
haight,Haight
atlantean,atlantean
overworking,surmenage
renshaw,Renshaw
knightsbridge,Knightsbridge
riling,irritant
chicanery,chicanerie
naturals,naturels
holborn,Holborn
memoriam,mémorial
chik,chik
bucolic,bucolique
paladins,paladins
supposes,suppose
mazurka,mazurka
overact,charger son rôle
yin-yang,yin-yang
powdering,poudrer
tagline,slogan
threefold,triple
unpleasantly,désagréablement
scurrilous,grossier
crag,escarpé
whined,gémit
tesseract,tesseract
queensboro,Queensboro
conductive,conducteur
mohican,mohican
unprincipled,sans scrupules
rodeos,rodéos
umph,umph
gratia,gratia
moksha,moksha
menacingly,menaçant
presumptive,présomptif
alphabetized,alphabétique
turi,turi
compounding,composition
imax,IMAX
mynah,mainate
dumbstruck,sidéré
neuropathy,neuropathie
misreading,erreur de lecture
graciousness,grâce
blow-dry,brushing
malabar,Malabar
antichrist,Antéchrist
piggott,cochon
dutifully,consciencieusement
playwrights,dramaturges
goldblum,Goldblum
unobserved,non observé
rumpled,froissé
recused,récusé
poltergeists,poltergeists
stane,pierre
townies,les citadins
unendurable,insupportable
loverly,amoureux
durrant,durrant
aguas,eaux
bafta,bafta
judeo-christian,judéo-chrétien
duty-bound,tenu par le devoir
melatonin,mélatonine
iis,iis
whippoorwill,engoulevent
hypermarket,hypermarché
egyptologist,égyptologue
rell,rell
beebe,abeille
semaphore,sémaphore
putrefaction,putréfaction
manes,mânes
secretes,secrets
southend,Southend
dry-cleaner,pressing
moisturizing,hydrater
neuilly,Neuley
menlo,menlo
tbd,à déterminer
ogilvie,Ogilvie
alp,Alpes
conical,conique
shiite,chi'ite
malcom,Malcolm
passaic,passaïque
blotting,buvardage
embellishment,embellissement
evictions,expulsions
lindemann,Lindemann
cinta,cinta
gondor,Gondor
ral,ral
loons,huards
master-at-arms,maître d'armes
hoppin,saut
pancetta,pancetta
on-ramp,bretelle d'accès
forethought,prévoyance
wickes,Wickes
featherweight,poids plume
hildebrand,Hildebrand
ramblers,randonneurs
marshalls,marshals
shortcoming,défaut
abb,abb
perestroika,perestroïka
down-home,à la maison
bougainville,bougainville
silencers,silencieux
pipi,pipi
scrips,bons
scrapbooks,albums de coupures
consigliere,conseiller
postcode,code postal
pekka,pekka
tactfully,avec tact
whinging,gémissements
thickheaded,borné
lurie,Lurie
statler,Statler
kagoshima,kagoshima
trestle,chevalet
planing,planification
shuffles,mélanges
mcmurdo,Mcmurdo
gw,gw
missoula,Missoula
coinage,monnaie
puli,puli
allard,Allard
leiter,leiter
spindler,brocheur
jeopardizes,met en péril
mccray,McCray
infringe,enfreindre
indonesians,Indonésiens
rigger,gréeur
tailgating,pique-nique d'avant-match
christenings,baptêmes
supercars,supercars
breslin,Breslin
bricklayers,maçons
maho,maho
brazos,bras
phinney,Phinney
crisco,Crisco
vainly,vainement
stockpiled,stockés
captaincy,grade de capitaine
castanets,castagnettes
cesspit,cloaque
franko,Franko
anticlimactic,anticlimatique
fili,fili
thicke,épais
braganza,fanfaronnade
crematory,crématorium
ataman,ataman
scavenged,récupéré
poona,pune
halfling,halfelin
occidental,occidental
whitewashed,blanchi
gre,gre
dauphine,dauphine
maneuverability,maniabilité
fascia,fascia
bio-weapon,arme biologique
stymied,bloqué
fleek,fleek
bek,bek
prioritise,prioriser
straggler,traînard
cassino,casino
reshaped,remodelé
ecumenical,œcuménique
dreamworks,DreamWorks
gammas,gammas
cliched,cliché
rabe,rage
flesh-and-blood,chair et sang
seamstresses,couturières
saccharine,saccharine
venusian,Vénusienne
accession,accession
fiefdom,fief
crypts,cryptes
updike,updike
overexposed,surexposé
fernie,fernie
plebeian,plébéien
khans,khans
bobbies,les policiers
carbohydrate,glucides
ingo,ingo
nijinsky,nijinsky
heartsick,le cœur brisé
doff,enlever
specialising,spécialisation
abbreviated,abrégé
surratt,surratt
squibs,amorces
foulest,le plus immonde
korda,Korda
nascimento,naissance
kieren,kieren
bated,appâté
inarticulate,inarticulé
magyar,magyar
unbeaten,invaincu
reagent,réactif
lae,lae
puka,puka
ximena,Ximena
crossbar,barre transversale
legionaries,légionnaires
doro,doro
minho,minho
c5,c5
jadwiga,Jadwiga
tomar,demain
culp,coupable
mcewen,McEwen
vellum,vélin
flaunted,exhibé
prowse,prouesses
kyrie,Kyrie
thisbe,thisbe
ponchos,ponchos
gravesend,Gravesend
tilak,tilak
sobel,Sobel
sables,sables
payers,payeurs
cybernetics,cybernétique
bare-knuckle,à mains nues
prefects,préfets
nerva,nerf
repayments,remboursements
berkshires,Berkshires
falsehoods,mensonges
autos,voitures
tikal,tikal
pyke,pyke
slumbering,endormi
acharya,acharya
filigree,filigrane
blunts,blunts
audios,audios
oban,oban
seemly,convenable
piccata,piccata
blaspheming,blasphème
perot,pérot
microfiche,microfiche
overexcited,surexcité
elderberry,sureau
ignominy,ignominie
horticultural,horticole
pretension,prétention
mtr,mtr
saami,saami
epidermal,épidermique
bullen,bullen
rads,radiations
patricio,Patrick
heedless,inattentif
housecoat,peignoir
dunstan,Dunstan
gorton,Gorton
bachmann,Bachmann
colonizing,colonisation
ruy,ruy
prizefighter,boxeur
cut-up,découpé
saturate,saturer
symonds,Symonds
lavigne,lavigne
primavera,primavera
nex,suivant
slaughterhouses,abattoirs
allude,faire allusion
smokestack,cheminée
muc,muc
nonsmoker,non-fumeur
raeburn,Raeburn
humus,humus
humbleness,humilité
well-lit,bien éclairé
off-the-record,hors-série
puebla,puebla
alessi,Alessi
guitarists,guitaristes
abreu,abreu
self-harm,l'automutilation
encoder,encodeur
envisaged,envisagé
arp,arp
shamelessness,impudence
lesbianism,lesbianisme
angelos,Angelos
debase,avilir
isl,île
weiwei,Weiwei
quadrupled,quadruplé
irby,irby
unmasking,démasquage
gainsborough,Gainsborough
roomed,chambre
discarding,jeter
elfin,elfe
directories,annuaires
ih,je
tranquilize,tranquilliser
convivial,convivial
nearsighted,myope
siebert,Siebert
galilei,Galilée
deconstruct,déconstruire
outflow,sortie
prynne,prynne
pruned,élagué
portage,portage
posthaste,au plus vite
cassava,manioc
gondolas,gondoles
showcases,vitrines
militaristic,militariste
hominid,hominidé
bullheaded,têtu
ringling,ringling
roundabouts,ronds-points
lior,lior
rra,rra
rockville,Rockville
screensaver,économiseur d'écran
clumsily,maladroitement
narcos,narcos
specificity,spécificité
sterner,plus sévère
constriction,constriction
refrained,s'abstenir
birnbaum,Birnbaum
drakes,drakes
hartland,Hartland
fogies,vieux
tuc,tuc
bola,bola
anke,anke
dunks,dunks
czerny,Czerny
ahmedabad,Ahmedabad
layup,layup
argentinians,argentins
hito,hito
morden,moderne
ias,ias
refuted,réfuté
rosemont,Rosemont
farooq,Farooq
wingfield,champ de ailes
lyricist,parolier
alford,alford
altamira,Altamira
mohicans,mohicans
monolithic,monolithique
preemie,prématuré
acclimate,acclimater
venerate,vénérer
insuring,assurance
egotism,égotisme
rappelling,rappel
aways,toujours
bootstraps,bottes
defensible,défendable
caetano,caetano
ould,pourrait
sriracha,Sriracha
rammstein,Rammstein
conservancy,protection
castello,château
mikaela,Mikaela
devil-may-care,insouciance
emoticon,émoticône
gordan,Gordon
knowhow,savoir comment
breastfed,allaité
numbs,engourdissements
hanford,Hanford
galindo,galindo
toscanini,toscanini
dst,dst
underbrush,sous-bois
paps,papilles
bruja,sorcière
oliveira,oliveira
bollard,bollard
tributaries,affluents
souther,sud
birthstone,pierre de naissance
boomed,boomed
herniated,hernie
sparkplug,bougie d'allumage
jarred,bocal
tattling,délation
myerson,Myerson
junkers,ferrailleurs
risque,risqué
larval,larvaire
morpho,morpho
lakeview,vue sur le lac
tinged,teinté
exporter,exportateur
giraud,Giraud
maneuverable,maniable
skybox,Skybox
perpetrating,perpétrer
andro,andro
albuterol,albutérol
lasik,LASIK
transponders,transpondeurs
dullard,lourdaud
mciver,McIver
meru,meru
biters,mordeurs
bypasses,contournements
detract,diminuer
sanitize,désinfecter
embalmer,embaumeur
collapsible,pliant
longford,Longford
reiser,reiser
chippewa,Chippewa
auster,austère
feets,pieds
idiosyncrasies,idiosyncrasies
succinctly,succinctement
ovid,ovide
buffing,polissage
skyward,vers le ciel
perilously,dangereusement
yugi,Yugi
terrorise,terroriser
fleecing,escroquerie
inflammable,inflammable
kinross,Kinross
airsick,le mal de l'air
brax,brax
subdermal,sous-cutané
ws,ws
recidivism,récidive
peevish,maussade
dts,dts
davin,Davin
riverfront,bord de rivière
warfarin,warfarine
throwers,lanceurs
gladden,réjouir
foshan,Foshan
gaultier,Gaultier
colchester,Colchester
tik,tik
tael,tael
testers,testeurs
roberson,roberson
capon,chapon
edification,édification
supernovae,supernovae
schizoid,schizoïde
cornfields,champs de maïs
shiksa,shiksa
generalization,généralisation
nostrum,panacée
workout,entraînement
firebomb,bombe incendiaire
concave,concave
flattens,aplatit
prudhomme,prudhomme
impaler,empaleur
retrain,recycler
v-2,v-2
dissenters,dissidents
resonator,résonateur
guesser,devineur
outrages,outrages
hebdo,semaine
boudreaux,boudreaux
freakshow,spectacle de monstres
tootsies,orteils
simulators,simulateurs
downstate,sud de l'État
cisneros,cisneros
elsinore,Elseneur
godolphin,godolphin
dribbled,dribblé
mcdonnell,McDonnell
indefatigable,infatigable
grimaces,grimaces
fogey,vieux
watered-down,dilué
longshoreman,débardeur
mw,mw
famines,famines
great-grandpa,arrière-grand-père
coordinate,coordonner
arching,arches
cavour,saveur
censured,censuré
suffragettes,suffragettes
beauvais,beauvais
kickers,botteurs
throttling,étranglement
newland,Nouvelle-Angleterre
tented,tente
first-timers,les nouveaux venus
third-generation,troisième génération
inquisitors,inquisiteurs
tie-in,lien
disengaging,désengagement
yara,yara
acquiesce,acquiescer
smelter,fonderie
sportswriter,journaliste sportif
christiansen,chrétiens
hackensack,Hackensack
hokey-pokey,hokey-pokey
sub-saharan,subsaharienne
belo,ci-dessous
romping,gambader
proportionate,proportionné
cordite,cordite
ferragamo,Ferragamo
astounds,stupéfiants
livermore,Livermore
hulu,Hulu
sailboats,voiliers
brachial,brachial
supremo,suprême
devalue,dévaluer
waxer,cireuse
sebastiano,Sébastien
muezzin,muezzin
sunbeams,rayons de soleil
afoul,fautif
asquith,Asquith
tristram,tristram
truitt,truitt
shouldst,devrait
pampa,pampa
macready,Macready
hillock,butte
civilize,civiliser
collude,comploter
accompanist,accompagnateur
schnook,schnook
boheme,bohème
leman,Léman
egoism,égoïsme
halve,réduire de moitié
zowie,zowie
fencer,escrimeur
dois,dois
mele,mele
guttersnipe,sniper de gouttière
intimidates,intimide
rarefied,raréfié
yaa,yaa
red-faced,rouge de colère
parachutist,parachutiste
outsides,extérieurs
writs,brefs
gunslingers,pistoleros
welby,bien-être
hb,hb
coptic,copte
callo,callo
wailers,gémisseurs
flav,saveur
common-law,common law
amani,amani
precludes,empêche
kamo,kamo
dilantin,Dilantin
purported,prétendu
action-packed,plein d'action
bil,bil
unseasonably,hors saison
impious,impie
seven-day,sept jours
unrewarded,non récompensé
rooter,rooter
knacker,équarrisseur
deadhead,tête morte
muncher,mangeur
bantu,bantou
tatu,tatouage
hissed,sifflé
kennington,Kennington
nikolaus,Nikolaus
kenai,kenai
about-face,demi-tour
countertops,comptoirs
transact,traiter
life-affirming,qui célèbre la vie
sparkled,étincelant
gingrich,Gingrich
suitability,pertinence
castoff,rejet
herve,Hervé
stomachache,maux d'estomac
deconstructed,déconstruit
antidotes,antidotes
scarper,fuyard
squib,pétard
wrap-up,conclure
cel,cellule
rothschilds,Rothschild
galling,exaspérant
governesses,gouvernantes
quechua,Quechua
evacuations,évacuations
vaporised,vaporisé
4-h,4 heures
hadassah,Hadassah
debunk,discréditer
luchino,luchino
policewomen,policières
aldermen,échevins
harrier,harrier
wetherby,Wetherby
spitball,boulette de papier
cubbies,casiers
adorning,orner
parkland,parc
polyethylene,polyéthylène
seabrook,Seabrook
redirecting,redirection
undeterred,imperturbable
articulation,articulation
winemaker,vigneron
searle,Searle
oceanographic,océanographique
masaya,masaya
luh,luh
thalers,thalers
dwarfed,nanifié
overdosing,surdosage
quitman,démissionnaire
trant,trans
vers,vers
reprint,réimpression
antifascist,antifasciste
oeuvre,œuvre
infomercials,publicités télévisées
filch,chiper
shula,shula
gearshift,levier de vitesse
fiber-optic,fibre optique
undernourished,sous-alimenté
loge,loge
grassing,gazonnage
defensively,défensivement
has-beens,has-been
panacea,panacée
disjointed,décousu
dicing,couper en dés
cranmer,Cranmer
unoriginal,sans originalité
feedings,alimentation
mair,mair
hoodwink,frauder
reliefs,reliefs
industrialization,industrialisation
fundamentalism,fondamentalisme
wetbacks,les clandestins
puente,pont
kann,kann
azim,azim
gcses,GCSE
lily-livered,poltron
space-age,l'ère spatiale
muscling,musculature
milagros,milagros
whitelaw,Whitelaw
litten,litten
wedderburn,wedderburn
slideshow,diaporama
brut,brut
donegan,Donégan
besiege,assiéger
oth,l'autre
miter,mitre
outmatched,surclassé
debi,debi
dermis,derme
disruptors,perturbateurs
collages,collages
mabry,mabry
ploughs,charrues
slithered,glissa
fizzes,pétilles
penzance,Penzance
lightens,éclaircit
muh,muh
hermine,hermine
coruscant,Coruscant
destabilized,déstabilisé
nitpick,pinailler
buisson,buisson
ramshackle,délabré
terek,Terek
amiodarone,amiodarone
specious,spécieux
pui,pui
talking-to,parler à
koro,koro
sla,sla
upstarts,parvenus
gleeful,joyeux
vigils,veillées
nightwatchman,veilleur de nuit
blankly,vide
marke,marché
erring,erreur
percolator,percolateur
necrophiliac,nécrophile
traditionalist,traditionaliste
powerlessness,impuissance
distrusted,méfiance
namo,namo
serbians,Serbes
myna,mainate
royalists,royalistes
bruni,bruni
inkwell,encrier
bmws,BMW
flatiron,fer à lisser
proclamations,proclamations
misappropriation,détournement
semolina,semoule
megalomania,mégalomanie
tuxes,smokings
shawls,châles
narrowest,le plus étroit
sandbagged,sacs de sable
afters,après
roughneck,voyou
eam,eam
hocking,houssage
cablegram,câblogramme
armagnac,armagnac
girders,poutres
nonbeliever,incroyant
sf,sf
classless,sans classe
gruyere,gruyère
willems,Willems
newsprint,papier journal
affirmations,affirmations
reverberate,retentir
yokota,yokota
headbands,bandeaux
mandingo,mandingue
tailbone,coccyx
insecticides,insecticides
biggy,grand
ironical,ironique
