a back answer,逆答え
sound off,音声を出力
sound out,音を出す
sound pollution,騒音公害
sound recorder,音声レコーダー
sound recording,音声録音
sound spectrogram,音響スペクトログラム
sound stage,サウンドステージ
sound technician,音響技術者
sound track,サウンドトラック
sound truck,サウンドトラック
sound volume,音量
sound wave,音波
sounding balloon,観測気球
sounding board,相談相手
sounding lead,音の出る鉛
sounding line,測線
soup dish,スープ料理
soup kitchen,スープキッチン
soup plate,スープ皿
soup spoon,スープスプーン
soup tureen,スープチューリン
sour grapes,酸っぱいブドウ
sour one’s cheeks,頬をすぼめる
source book,ソースブック
source directory,ソースディレクトリ
source document,ソースドキュメント
source field,ソースフィールド
source file,ソースファイル
source language,ソース言語
source listing,ソース一覧
source material,原資料
southend-on-sea,サウスエンド・オン・シー
southern cross,南十字星
southern hemisphere,南半球
southern lights,南のオーロラ
southern-central,中南部
souvenir picture,記念写真
souvenir shop,お土産屋
sovereign state,主権国家
soviet russia,ソビエト連邦
soviet union,ソビエト連邦
soviet-afghan,ソ連アフガニスタン
soviet-era,ソ連時代
soviet-style,ソビエト式
sow dragon’s teeth,ドラゴンの歯
sow one’s wild oats,若気の至りでバカなことをする
sow thistle,ノゲシ
sowordsmen film,ソーズメン映画
soy milk,豆乳
soy sauce,しょうゆ
soya bean,大豆
soya-bean milk,豆乳
soybean milk,豆乳
soybean sprout,大豆もやし
sozolic acid,ソゾリック酸
spa-francorchamps,スパ・フランコルシャン
space available,空きスペースあり
space bar,スペースバー
space between,スペース
space between columns,列間のスペース
space capsule,宇宙カプセル
space charge,スペースチャージ
space fiction,スペースフィクション
space flight,宇宙飛行
space mark,スペースマーク
space medicine,宇宙医学
space opera,スペースオペラ
space out,ぼーっとする
space probe,宇宙探査機
space rocket,宇宙ロケット
space shuttle,スペースシャトル
space station,宇宙ステーション
space suit,宇宙服
space time,時空
space travel,宇宙旅行
space vehicle,宇宙船
space writer,宇宙ライター
space-based,宇宙ベース
space-filling,空間を埋める
space-time,時空
spacing adjustment,間隔調整
spade husbandry,シャベルを使った農業
spanish armada,スペイン無敵艦隊
spanish athlete,スペインのアスリート
spanish bayonet,スペインの銃剣
spanish fly,スパニッシュフライ
spanish inquisition,スペイン異端審問
spanish main,スペイン語メイン
spanish-american,スペイン系アメリカ人
spanish-american war,米西戦争
spanish-born,スペイン生まれ
spanish-language,スペイン語
spanish-speaking,スペイン語を話す
spar buoy,スパーブイ
spar deck,スパーデッキ
spare hand,予備の手
spare no effort,努力を惜しまない
spare no pains,あらゆる努力を惜しまない
spare part,スペアパーツ
spare the rod spoil the child,鞭を惜しむと子供はダメになる
spare wheel,スペアタイヤ
spark arrester,火花防止器
spark gap,スパークギャップ
spark off,点火
spark plug,スパークプラグ
sparking plug,点火プラグ
sparkling water,炭酸水
sparring partner,スパーリングパートナー
sparrow hawk,ハイタカ
spatchcock into,スパッチコックを
spatial aliasing,空間エイリアシング
spatial data management system,空間データ管理システム
speak by the book,マニュアル通りに話す
speak by the card,カードで話す
speak daggers to sb.,誰かに悪意のある言葉をかける。
speak down to sb.,相手を見下すような話し方をする。
speak evil of sb.,誰かの悪口を言う。
speak for,代弁する
speak for itself,それ自体が物語る
speak for oneself,自分自身で話す
speak highly of,高く評価する
speak ill of,悪口を言う
speak in one’s beard,あごひげで話す
speak in superlatives,最上級で話す
speak like a book,本のように話す
speak of,について話す
speak one’s pieces,自分の意見を述べる
speak out,声を上げる
speak sb. fair,誰かに話す。公平
speak the same language,同じ言語を話す
speak through one’s nose,鼻声で話す
speak to,話す
speak up,声を上げる
speak volumes,多くを物語る
speak volumes for,多くを語る
speak well for,よく話す
speak with a lisp,舌足らずな話し方をする
speaking trumpet,スピーキングトランペット
speaking tube,スピーキングチューブ
special character,特殊文字
special constable,特別巡査
special correspondent,特別特派員
special delivery,速達
special dividend,特別配当
special effects,特撮
special internet connections,特別なインターネット接続
special plane,特別機
special pleading,特別弁論
special time,特別な時間
special-purpose,特殊用途
specialize in,専門とする
specialized worker,専門職
specie point,種別ポイント
species-rich,種が豊富な
species-specific,種特異的
specific duty,具体的な職務
specific gravity,比重
specific heat,比熱
specific medicine,特効薬
specific name,特定の名前
specific printer,特定のプリンター
specific votume,特定の投票
spectral analysis,スペクトル分析
spectral colors,スペクトルカラー
spectroscopic analysis,分光分析
speculate in,推測する
speculate on,推測する
speech center,スピーチセンター
speech clinic,言語クリニック
speech day,スピーチの日
speech generator,音声生成器
speech organs,発声器官
speech recognition,音声認識
speech synthesizer,音声合成装置
speech-language,音声言語
speed boat,スピードボート
speed cop,スピード違反取り締まり
speed indicator,速度表示
speed limit,制限速度
speed skating,スピードスケート
speed trap,スピード違反取り締まり
speed up,スピードを上げる
spell backward,逆から綴る
spell binding,呪文拘束
spell checker,スペルチェッカー
spell down,スペルダウン
spell out,綴る
spell over,魔法は解けた
spelling bee,スペリングビー
spelling book,スペリングブック
spelling match,スペル一致
spelling mistake,スペルミス
spelling pronunciation,綴りの発音
spend a small fortune,かなりの金額を費やす
spend money like water,水のようにお金を使う
spend money on,お金を使う
spend the pack,パックを使う
spend time doing,時間を割いて
spending money,小遣い
spenserian stanza,スペンサー詩節
sperm oil,精子油
sperm whale,マッコウクジラ
spermatic fluid,精液
spherical aberration,球面収差
spherical bush,球状の低木
spherical geometry,球面幾何学
spherical surface,球面
spherical triangle,球面三角形
spherical trigonometry,球面三角法
spherical valve,球形弁
spherical wave,球面波
sphincter ani,肛門括約筋
spice box,スパイスボックス
spider crab,クモガニ
spider line,クモの巣
spider monkey,クモザル
spider web,クモの巣
spider-girl,スパイダーガール
spider-man,スパイダーマン
spider-man’s,スパイダーマンの
spider-woman,スパイダーウーマン
spiel off,スピーチオフ
spike heel,ピンヒール
spike lavender,スパイク・ラベンダー
spike sb.‘s guns,スパイクSBの銃
spiked heel,ピンヒール
spiked shoes,スパイクシューズ
spill blood,血を流す
spill money,お金をこぼす
spill one’s guts,胸の内を吐露する
spill out,こぼれる
spill over,溢れ出る
spill salt,こぼれた塩
spill the beans,秘密を漏らす
spill the blood of,血を流す
spin drier,脱水機
spin dryer,脱水機
spin out,スピンアウト
spin-off,スピンオフ
spin-offs,スピンオフ
spin-orbit,スピン軌道
spinal column,脊柱
spinal cord,脊髄
spinal marrow,脊髄
spindle tree,スピンドルツリー
spindle-shaped,紡錘形
spinning jenny,紡績機
spinning machine,紡績機
spinning mill,紡績工場
spinning top,回転するコマ
spinning wheel,糸車
spiny lobster,イセエビ
spiral galaxy,渦巻銀河
spiral nebula,渦巻星雲
spirit away,スピリットアウェイ
spirit gauge,水準器
spirit lamp,スピリットランプ
spirit level,水準器
spirit rapper,スピリットラッパー
spirit rapping,スピリットラップ
spirit stove,アルコールストーブ
spirit up,気分を高揚させる
spirits of turpentine,テレピン油
spirits of wine,ワインの蒸留酒
spiritual court,霊的法廷
spirlt level,スピリットレベル
spit in the eye of,目に唾を吐く
spit on,唾を吐きかける
spit out,吐き出す
spitting image,そっくり
splash down,水面に着水
splash guard,飛沫防止ガード
splash headline,見出し
splash one’s money about,お金を惜しみなく使う
splice the main brace,メインブレースを接合する
splinter bar,破片棒
splinter bone,骨片
splinter party,分派政党
split chums,友達を分ける
split hairs over sth.,些細なことにこだわる。
split infinitive,分離不定詞
split off,分割
split on a rock,岩に割れた
split personality,多重人格
split second,ほんの一瞬
split skirt,スリットスカート
split straws,ストローを割る
split the bill,割り勘
split the difference,折衷案
split ticket,分割チケット
split up,別れた
split-screen,画面分割
splitting headache,激しい頭痛
splurge on,贅沢をする
spoken english,会話英語
spoken-word,スポークンワード
sponge bath,スポンジバス
sponge cake,スポンジケーキ
sponge cucumber,スポンジキュウリ
sponge gourd,ヘチマ
sponge on,スポンジで塗る
sponge out,スポンジで拭く
sponge rubber,スポンジゴム
sponge up,スポンジアップ
sponging house,スポンジングハウス
spontaneous combustion,自然発火
spontaneous generation,自然発生
spoon bait,スプーンベイト
spoon meat,スプーンミート
spoon net,スプーンネット
spoon-shaped,スプーン型
sporadic cholera,散発性コレラ
spore-bearing,胞子形成
sport shirt,スポーツシャツ
sport suit,スポーツスーツ
sporting house,スポーツハウス
sporting page,スポーツページ
sporting woman,スポーツをする女性
sports car,スポーツカー
sports coat,スポーツコート
sports editor,スポーツ編集者
sports page,スポーツページ
sports section,スポーツ欄
sports shirt,スポーツシャツ
