11 Downing Street,唐寧街11
wild out,放縱
wild-goose chase,徒勞無功
wile out,偷偷
wilful ignorance,故意的無知
willing and able,願意且有能力
willing horse,願意
willow in the wind,風中搖曳
wily beguily,狡猾
wimp out,退縮
win around,獲勝
win back,重新贏得
win by a nose,險勝
win one for the Gipper,為了葛瑞格而戰
win or lose,勝或敗
win out,獲勝
win over,戰勝
win round,取得勝利
win the day,度過一天
win the lottery,中樂透
win through,獲勝
win up,成功
wind at one's back,順風
wind back,倒退
wind back the clock,倒退時光
wind down,逐漸平靜
wind off,風力減緩
wind tunnel testing,風洞測試
wind up,纏繞
wind up one's bottoms,坐在椅子上
window down,車窗打開
window on the world,對世界的視窗
window out,窗外
window over,窗戶
window up,打開窗戶
windward of the law,法律的迎風面
wine and dine,款待
wine tosser,酒醉者
wine up,收緊
winged word,帶翅的詞
wink at,眨眼
wink out,眨眼
winkle out,顯現
winning is a great deodorant,獲勝是一種很棒的除臭劑
winning ways,成功的策略
winnow down,篩選
winnow up,篩選
winter rat,冬季老鼠
winter wonderland,冬季奇幻世界
wipe away,擦乾
wipe down,擦乾
wipe off,擦掉
wipe out,徹底摧毀
wipe someone's eye,擦去某人的眼淚
wipe someone's nose,幫別人擦鼻
wipe the floor with someone,徹底擊敗
wipe the slate clean,重新開始
wipe up,擦乾
wire away,切斷
wire in,電線
wire off,切斷
wise apple,聰明蘋果
wise beyond one's years,超出年齡
wise head on young shoulders,年輕人身上懷著成熟的智慧
wise off,嘲諷
wise up,提高警覺
wish away,消失
wish one joy of it,祝你開心
wishful thinking,幻想
with a bang,聲中
with a bullet,用子彈
with a bump,加上
with a grain of salt,持懷疑態度
with a high arm,手臂高
with a high hand,輕描淡寫
with a hint of,帶著一絲
with a hook,帶有鉤子
with a quickness,迅速地
with a vengeance,更加猛烈
with a view to,為了
with a wet finger,用濕的指尖
with a will,有決心
with ages,隨著年齡
with all due respect,儘管如此
with all of one's heart,竭盡全力
with all one's ears,全神貫注
with all one's eyes,用盡全力
with all one's heart,竭盡全力
with all one's might,竭盡全力
with an eye to,考慮到
with an eye towards,從...方面考慮
with any luck,萬一
with apologies to,抱歉
with arms wide open,雙臂張開
with bad grace,不優雅地
with bated breath,屏住呼吸
with bells on,帶有鈴鐺
with blackjack and hookers,與二十一點遊戲和妓女
with both hands,雙手
with brass knobs on,帶有黃銅把手
with cause,因為
with child,懷孕的
with childe,與孩子
with closed doors,門關著
with dispatch,迅速地
with due respect,理所當然
with effect from,自
with every bone in one's body,身體的每一根骨頭
with every breath,每一次呼吸
with every fiber of one's being,用盡全力
with every fibre of one's being,用盡全力
with every ounce of one's being,用盡全力
with extra steps,額外步驟
with flying colors,一鳴驚人
with flying colours,旗開得勝
with foal,與小馬
with God,與上帝
with God as my witness,在神面前
with good grace,優雅地
with good reason,有充分理由
with ill grace,不情願地
with knobs on,帶有旋鈕
with leaden wings,像鉛一樣沉重的翅膀
with no further ado,不廢話
with one consent,單一同意
with one shoulder,單肩
with one voice,同聲同氣
with one's bare hands,用雙手
with one's chest,用胸
with one's dick in one's hand,用手裡拿著自己的陰莖
with one's dying breath,在生命垂危時
with one's finger in one's mouth,用手指在嘴裡
with one's finger up one's ass,用手指插入肛門
with one's head held high,挺直腰板
with one's jaw in one's lap,雙手抱胸
with one's last breath,在最後一刻
with one's own eyes,親眼
with one's pants down,光著身
with one's tail up,心情愉快
with one's tongue in one's cheek,故作姿態
with open arms,熱情地
with pleasure,很樂意
with prejudice,帶有偏見
with reason,有道理
with reference to,參考
with regard to,關於
with regards to,關於
with respect,以尊重的態度
with respect to,關於
with that in mind,考慮到這點
with the best,最好的
with the best of them,與眾不同
with the exception of,除...之外
with the Lord,與主
with the manner,以某種方式
with the passage of time,隨著時間的推移
with the passing of time,隨著時間的推移
with the skin of one's teeth,僅靠牙齒
with the spin,隨著旋轉
with this in mind,考慮到這一點
with time,隨著時間
with tongue in cheek,戲弄地
with whole skin,完整皮膚
with young,與年輕人
wither away,凋零
wither on the vine,在葡萄藤上枯萎
within a bull's roar,在公牛咆哮之中
within a whisker of,差之毫髮
within ames ace,在艾姆斯
within an ace of,在...的極近
within an inch of one's life,差強為命
within an inch of one's skin,幾乎要付出一切
within arm's reach,在伸手可及的範圍內
within call,在電話中
within cry,在...內
within living memory,在人們還記得的時期
within one sigma,在一個標準差內
within one's fingers,在自己的指尖
within one's means,在自身能力範圍內
within one's rights,在法律允許的範圍內
within reach,在可及範圍內
within reason,在合理範圍內
within the agreed time,在約定時間內
within the four seas,在四面海
within the pale,在傳統或規範的範圍內
within touching distance,觸及範圍內
without a by your leave,不經您的允許
without a by-your-leave,事先徵詢
without a doubt,毫無疑問
without a hitch,毫無問題
without a murmur,沒有任何聲音
without a shadow of a doubt,毫無疑問
without a trace,毫無蹤跡
without a word of a lie,沒有任何謊言
without accident,避免意外
without batting an eye,毫無顧慮
without biscuits,沒有餅乾
without book,沒有書
without cause,沒有原因
without cease,不停地
without coffee,沒有咖啡
without day,沒有一天
without doubt,毫無疑問
without end,永無止境
without exception,沒有例外
without fail,一定
without fear or favor,不偏袒
without fear or favour,不偏袒
without further ado,不廢話
without hesitation,毫不猶豫
without incident,毫無問題
without loss of generality,在沒有損失的情況下
without number,不指定數量
without prejudice,不帶偏見
without price,不設價格
without question,毫無疑問
without recourse,沒有任何可訴求
without so much as a by-your-leave,毫無預告
without tea and biscuits,沒有茶和餅乾
without tears,不流淚
without trace,毫無蹤跡
without troubling the scorers,不擾害裁判
without welt or guard,沒有護墊或保護裝置
woe betide,天不負苦者
woe to,可悲
wolf back,狼
wolf down,狼吞虎嚥
wolf guarding the sheep,狼守護羊群
wolf in one's stomach,心裡有狼
wolf in sheep's clothing,披羊而虎
wolf of Wall Street,華爾街之狼
wolf up,膽大
wolve down,降低
woman among women,女性之間的女性
woman of few words,不愛說話的女人
woman of the hour,當之無愧
woman of the people,人民的女性
woman on the street,街上的女人
woman up,展現堅強
women and children first,女性和兒童優先
won't someone think of the children,不會有人考慮到孩子們嗎
wonders never cease,奇蹟不斷
wonk out,搞定
wooden ear,木製耳
wooden spoon,木製湯匙
wooden spoonist,用木勺的人
word gets around,消息傳開
word has it,據說
word is,詞
word is bond,言出於人
word it,措辭
word of finger,手指
word of mouth,口碑
word on the street,街頭傳言
word on the wire,最新消息
word to the wise,請注意
word up,沒錯
words cut deep,言辭傷人
words fail someone,語言無法表達
words of one syllable,單音節詞
work around,尋找替代方案
work at,工作
work away,工作
work back,重新開始
work in,工作
work into the ground,徹底失敗
work it,處理
work it out on the remix,在混音中嘗試
work its magic,發揮作用
work like a dog,像狗一樣努力
work like a dream,像做夢一樣順暢
work like a horse,像馬一樣努力
work like hell,拼命工作
work of art,藝術作品
work off,消耗體力
work on,工作
work one's fingers to the bone,拼命工作
work one's magic,施展魔法
work out,鍛鍊
work over,擊敗
work round,尋找替代方案
work someone's arse off,使某人非常勞累
work someone's ass off,拼盡全力
work spouse,同事
work the crowd,與觀眾互動
work the room,與人互動
work through,逐步完成
work to rule,遵守工作規則
work together,共同努力
work up,努力
work up to,逐步完成
work with one's hands,用雙手工作
work wonders,發揮奇蹟
worked up,努力工作
working girl,職場女性
working hard or hardly working,努力工作 或 很少工作
world of difference,巨大的差異
world record,世界紀錄
worlds apart,天差地遠
worlds away,遙遠
worm food,蚯蚓飼料
worm has turned,態度變了
worm out,逃脫
worm turns,壞人遭報復
worm's-eye view,從低處看
worry along,擔憂
worry back,擔憂
worry down,擔憂
worse and worse,越來越糟
worse for liquor,對威士忌不利
worse for wear,狀況不佳
worse things happen at sea,在海上會發生更糟的事情
worship the ground someone walks on,過分讚美
worship the porcelain god,崇拜瓷娃娃
worship the porcelain goddess,崇拜瓷娃娃
worst comes to worst,最壞的情況
worst of both worlds,兩者皆有
worst-kept secret,最為隱密的秘密
worth a Jew's eye,值一百萬
worth every penny,物超所值
worth one's salt,有價值
worth one's weight in gold,價值連金
worth one's while,值得
would give a Jew's eye,給猶太人一個
would it hurt,會痛嗎
would it kill someone,會殺死人嗎
would you believe,你會相信嗎
would you believe it,你會相信嗎
wouldn't be seen dead,絕對不會
wouldn't you know,不會吧
wouldn't you know it,果然
wouldn't you say,不會吧
wowie kazowie,哇喔
wowie zowie,哇喔 喔
wrack and ruin,破敗和毀滅
wrap around,環繞
wrap around one's little finger,輕易地控制
wrap in cotton wool,用棉花包裹
wrap in the flag,在旗幟中包裹
wrap it before you tap it,在敲擊之前先包好
wrap up,總結
wreathed in smiles,笑容滿面
wrestle with,搏鬥
wrestle with a pig,與豬搏鬥
wriggle out of,脫身
wring one's hands,焦慮地搓手
wring out,擠乾
write checks one can't cash,無法兌現的支票
write down,寫下來
write for the drawer,為...準備
write in,寫
write off,撇清
write one's own ticket,自行申請
write oneself into a corner,把自己逼入困境
write out,寫出
write over,寫上
write the book,寫這本書
write up,撰寫
writer's cramp,寫手痙攣
writing on the wall,暗示
written all over someone's face,佈滿某人的臉上
written in blood,用血寫的
written in someone's face,在某人的臉上寫
written in the stars,命運已定
wrong crowd,錯誤的人群
wrong number,錯誤的號碼
wrong side of the tracks,貧民區
wuss out,退縮
X factor,獨特之處
X marks the spot,X標示地點
X out,關閉
X's and O's,X和O
y'all means all,你們
yabba dabba doo,哇喔
yack on,喋喋不休
yada yada yada,等等等等
yadi yadi yada,雅迪 雅迪 雅迪
yak on,牦牛
yammer on,滔滔不絕
yank around,隨意地
yank off,脫掉
yank someone's chain,欺騙
Yankee dime,美國一美分硬幣
yard out,清除
yard up,佔據
yardarm it,桅桿
yardarm to,桅
yardarm to yardarm,桅桿到桅桿
yarn on,閒聊
yaya papaya,雅雅 芭樂
ye gods,天啊
ye of little faith,缺乏信心的人
ye olde,老式的
year dot,年份
yeastie beastie,酵母
yeasty beasty,蓬鬆又可愛
yell out,大聲喊
yell silently,默默地大喊
yellow brick road,黃色的磚路
yellow grease,黃油
yellow journalism,黃色新聞
yellow journalist,黃色記者
yellow light,黃光
yellow off,黃色
yellow out,變黃
yellow press,黃色媒體
yellow state,黃色州
yellow up,變黃
yeoman's service,傭人服務
yes and amen,是的，以及
yes and no,是和否
yes man,好的
yes to death,是的，直到死亡
