you,Bạn
aed,aed
environmentalism,chủ nghĩa môi trường
elderflower,hoa cơm cháy
upstaging,lấn át
portentous,điềm báo
denunciations,sự tố cáo
kedar,kedar
extravagances,sự xa hoa
four-by-four,bốn nhân bốn
underpinning,nền tảng
differentiating,phân biệt
ridder,người cưỡi ngựa
ridgway,đường mòn
phosphor,phốt pho
wriggles,ngoe ngoe
cheesecloth,vải lọc phô mai
recommence,bắt đầu lại
npc,NPC
konya,Konya
sula,sula
goonie,goonie
middleburg,Middleburg
cpi,cpi
gimmicky,chiêu trò
tight-assed,người keo kiệt
pdq,pdq
write-in,viết vào
cardinale,hồng y
galois,galois
mix-ups,nhầm lẫn
cyrene,cyrene
infallibility,bất khả sai lầm
beersheba,Beersheba
orval,orval
weirds,những kẻ kỳ quặc
brasses,đồng thau
chided,bị khiển trách
bloxham,bloxham
catalysts,chất xúc tác
annotated,chú thích
horsewoman,người cưỡi ngựa
harmer,kẻ gây hại
pcc,pcc
breadbox,hộp đựng bánh mì
xe,xe
boffo,tuyệt vời
mcdonough,mcdonough
dinette,bàn ăn
concurrence,sự đồng thuận
exemplars,ví dụ
bhaji,bhaji
soloing,độc tấu
specie,loài
mccarran,McCarran
lingua,ngôn ngữ
solus,solus
lumpectomy,phẫu thuật cắt bỏ khối u
quartets,tứ tấu
ultramarine,màu xanh lam đậm
sayre,nói
chastain,trinh tiết
alphabetizing,sắp xếp theo thứ tự bảng chữ cái
marshaling,tập hợp
christiania,Cơ đốc giáo
coldbloodedly,một cách máu lạnh
fincham,chim sẻ
mannie,mannie
baleful,không may
ruiner,kẻ phá hoại
woburn,woburn
staunton,Staunton
wraparound,bao quanh
reactivation,tái kích hoạt
keening,tiếng than khóc
deoxyribonucleic,deoxyribonucleic
honkers,còi xe
pathogenic,gây bệnh
lookalikes,người giống nhau
gyrus,hồi não
tortoiseshell,mai rùa
pokers,bài poker
noninvasive,không xâm lấn
barkers,người rao hàng
laconic,vắn tắt
furstenberg,Furstenberg
videocassette,băng video
lucite,nhựa acrylic
nautica,nautica
fare-thee-well,tạm biệt
homogeneous,đồng nhất
thanes,các lãnh chúa
stanislaus,stanislaus
shakedowns,kiểm tra đột xuất
employable,có thể tuyển dụng
herron,con cò
demoting,hạ cấp
showbusiness,ngành giải trí
indi,indi
hubei,Hồ Bắc
ayer,ayer
timorese,người Timor
idem,tương tự
olney,olney
envisions,hình dung
altarpiece,bàn thờ
condi,điều kiện
surtees,người bảo lãnh
honor-bound,ràng buộc danh dự
leff,leff
crash-landing,hạ cánh khẩn cấp
sublimating,thăng hoa
cottrell,cotrell
zar,vua
tryptophan,tryptophan
bywater,bên bờ nước
first-string,đội hình chính
kanu,kanu
french-fried,khoai tây chiên
kalan,kalan
marshlands,vùng đầm lầy
safecracking,phá két sắt
puna,puna
trotskyist,người theo chủ nghĩa Trotsky
jojoba,dầu jojoba
androcles,androcles
caber,khúc gỗ
stenciled,được in bằng khuôn
moderating,điều hành
coote,coote
couriered,chuyển phát nhanh
airedale,chó săn airedale
forelegs,chân trước
rehydration,bù nước
predominately,chủ yếu
self-healing,tự chữa lành
chardin,chardin
exacta,chính xác
ald,ald
blowflies,ruồi nhặng
pando,pando
debridement,loại bỏ mô hoại tử
ramazan,Ramadan
wahab,wahab
norberg,norberg
surpluses,thặng dư
preciously,quý giá
moderated,được điều chỉnh
street-smart,thông minh đường phố
broadbent,rộng
downpayment,khoản tiền đặt cọc
prejudge,định kiến
grea,tuyệt vời
badmouthed,nói xấu
spiralled,xoắn ốc
seddon,seddon
starches,tinh bột
augments,tăng cường
cardozo,cardozo
tass,tass
refracting,khúc xạ
royalton,Royalton
hundredweight,trăm cân
irgun,súng irgun
appel,kháng cáo
shirtsleeves,tay áo sơ mi
kanak,kanak
eternities,vĩnh hằng
khat,khat
grell,Grell
aleks,aleks
oiler,người bôi dầu
revivals,sự hồi sinh
redoubtable,đáng gờm
zal,zal
pek,pek
debauch,sự trụy lạc
interludes,những đoạn xen kẽ
unrolled,đã được trải ra
submersion,sự chìm
massapequa,massapequa
acquiesced,đồng ý
straus,straus
backlot,hậu trường
straight-line,đường thẳng
resins,nhựa
ocala,ocala
fatback,mỡ lưng
linford,linford
saavedra,savedra
non-hodgkin,không phải Hodgkin
keynesian,trường phái Keynes
beswick,beswick
titu,titu
bendel,bendel
mth,tháng
planchette,bảng cầu cơ
fumed,tức giận
schweppes,Schweppes
mispronouncing,phát âm sai
ascites,cổ trướng
denoted,được biểu thị
hexagons,hình lục giác
unbolt,tháo bu lông
enslaves,nô dịch
subordination,sự phụ thuộc
mattering,quan trọng
spirituals,tâm linh
orsay,hoặc nói
swerves,chuyển hướng
bair,bair
deare,thân mến
exuding,tiết ra
grinnell,Grinnell
gleneagles,gleneagles
pennines,dãy núi Pennines
agis,agis
knighton,hiệp sĩ
snapdragon,hoa mõm chó
hydrazine,hydrazin
kresge,kresge
aphorisms,châm ngôn
windblown,bị gió thổi
paule,Paule
merry-go-rounds,vòng quay ngựa gỗ
shies,những kẻ nhút nhát
bretagne,Bretagne
mawkish,ủy mị
repairer,thợ sửa chữa
jurists,luật gia
unwelcoming,không thân thiện
annuities,niên kim
wea,mặc
nagaoka,nagaoka
eyeballed,nhìn bằng mắt thường
havemeyer,Havemeyer
surreptitious,lén lút
druce,druce
dougan,dougan
fuzzball,quả cầu lông
viale,lọ
plausibility,tính hợp lý
lawry,luật sư
homebrew,bia tự nấu
wellspent,đã sử dụng hiệu quả
reith,Reith
ahu,ahu
snoopers,những kẻ rình mò
elana,Elana
chirring,tiếng chim hót
roskilde,roskilde
fernwood,gỗ dương xỉ
taber,taber
fata,ảo ảnh
orals,bài phát biểu miệng
subcontracted,thuê ngoài
episodic,từng tập
faria,faria
corrals,chuồng gia súc
megillah,Megillah
sensually,gợi cảm
waziristan,waziristan
jewelled,đính đá quý
dehumanize,phi nhân tính
mattison,Mattison
strictness,sự nghiêm khắc
pre-interview,trước phỏng vấn
acquiescence,sự đồng thuận
armistead,armistead
indices,chỉ số
nme,tên
alceste,alceste
recursive,đệ quy
tilghman,tilghman
immer,đắm chìm
goony,goony
peo,người
phe,phe
quick-change,thay đổi nhanh chóng
canuck,người Canada
lukin,lukin
warnock,warnock
stemware,ly rượu
planeload,hàng máy bay
virginians,người Virginia
hair-do,kiểu tóc
sprigs,cành cây
satu,satu
pinkett,hồng
disneyworld,Disneyworld
humanists,những người theo chủ nghĩa nhân văn
uncommitted,chưa cam kết
augury,bói toán
punctuate,chấm câu
sadr,sadr
epicurean,người sành ăn
pekoe,pekoe
subdivisions,phân khu
cost-of-living,chi phí sinh hoạt
encumbrance,gánh nặng
cunard,cunard
spatulas,thìa
bilirubin,bilirubin
sun-baked,phơi nắng
morphs,biến hình
cratered,miệng núi lửa
rangel,phạm vi
moores,Moores
lalita,lalita
interlocked,lồng vào nhau
repugnance,sự ghê tởm
lead-up,sự dẫn dắt
orangemen,người đàn ông cam
monarchists,những người theo chế độ quân chủ
fanon,fanon
playland,khu vui chơi
flavorless,không thơm
leg-up,sự hỗ trợ
castlemaine,Castlemaine
gand,gand
rationalism,chủ nghĩa duy lý
expediter,người điều phối
photostats,bản sao chụp
sipe,nhấp một ngụm
warily,thận trọng
e-book,sách điện tử
sags,sự chùng xuống
descents,xuống dốc
juts,chỉ
choler,sự nóng nảy
smalley,Smalley
imc,imc
bateson,bateson
toshiba,Toshiba
hoagland,hoagland
kilwa,kilwa
dayne,ngày
freehand,tự do
light-sensitive,nhạy sáng
tay-sachs,tay-sachs
zamboanga,Zamboanga
in-service,đang hoạt động
mackenzies,mackenzies
imperium,đế chế
waypoint,điểm tham chiếu
sawn-off,cưa ngắn
guilts,tội lỗi
libres,tự do
neuronal,tế bào thần kinh
conlin,conlin
springville,Springville
critiqued,bị chỉ trích
dsr,dsr
folktale,truyện dân gian
pop-ups,cửa sổ bật lên
regen,tái tạo
lowrider,xe độ thấp
newsletters,bản tin
rashers,thịt xông khói
ariza,Ariza
xix,xix
koren,Hàn Quốc
newfield,newfield
abbeville,Abbeville
innuendoes,ám chỉ
nonces,nonces
persuader,người thuyết phục
filthiness,sự bẩn thỉu
tedder,máy xới cỏ
millenniums,thiên niên kỷ
high-top,giày cao cổ
lamington,bánh lamington
commutation,giao hoán
bootless,không có giày
deflates,xẹp xuống
hypochondriacs,người mắc chứng bệnh tưởng
mayra,mayra
brutalised,bị tàn bạo
peloponnesian,Peloponnese
equerry,người hầu cận
habana,habana
cyprian,người Síp
even-tempered,tính khí ôn hòa
seaweeds,rong biển
half-pound,nửa pound
leaper,người nhảy
mehr,thêm
choya,choya
middles,phần giữa
chinwag,trò chuyện
ambiguities,sự mơ hồ
griz,gấu xám
bisons,bò rừng
haulers,người vận chuyển
haran,haran
whitewashing,tẩy trắng
ure,ure
hammill,hammill
vamping,ma cà rồng
innkeepers,chủ quán trọ
beaux-arts,nghệ thuật Beaux-arts
isotopic,đồng vị
belabor,lao động
anthracite,than đá
dyne,dyne
herniation,thoát vị
xingu,xingu
magnetite,nam châm
dolomites,đá dolomit
erv,erv
charterhouse,nhà điều lệ
satisfactions,sự hài lòng
scriptwriters,người viết kịch bản
left-field,cánh trái
alehouse,quán rượu
student-teacher,sinh viên-giáo viên
tubas,kèn tuba
draven,Draven
drizzly,mưa phùn
dilutes,pha loãng
weeklies,hàng tuần
camouflaging,ngụy trang
decompressing,giải nén
wildling,người hoang dã
devonport,Devonport
boulton,Boulton
outerwear,áo khoác ngoài
deducing,suy luận
flashover,sự phóng điện
unsentimental,không ủy mị
rainstorms,mưa bão
ossetia,ossetia
qualitative,chất lượng
suba,suba
gallants,dũng cảm
chaman,chaman
re-edit,chỉnh sửa lại
soane,soane
myasthenia,nhược cơ
moraine,đồi băng tích
nomen,tên
sabir,Sabir
grubb,grubb
hymnal,sách thánh ca
pip-pip,pip-pip
lodestone,đá nam châm
restrains,hạn chế
jdc,jdc
suggestively,gợi ý
sign-out,đăng xuất
mildness,sự nhẹ nhàng
nijmegen,nijmegen
liguori,liguori
sulawesi,Sulawesi
sprog,con
mutsu,mutsu
saltier,mặn hơn
refinancing,tái tài trợ
saharan,sa mạc sa mạc
shivs,dao găm
trans-siberian,xuyên Siberia
teatime,giờ trà
rosanne,Rosanne
bitchiness,sự khó chịu
anglaise,tiếng Anh
wpa,wpa
torn-up,bị xé rách
carre,carre
recapping,tóm tắt
inured,đã quen
egg-shaped,hình quả trứng
kimani,kimani
lieutenant-general,trung tướng
polygamists,những người đa thê
gamelin,gamelin
horniest,ham muốn nhất
sauntering,đi dạo thong thả
deflowering,mất trinh
open-mindedness,sự cởi mở
day-by-day,từng ngày
weiler,chó săn
saiki,saiki
headbutting,húc đầu
she-goat,con dê cái
cavin,hang động
supping,ăn tối
knicker,quần lót
pivots,trục xoay
kolhapur,Kolhapur
sence,cảm giác
banting,banting
jlo,jlo
bowdoin,Bowdoin
overpriced,quá đắt
fru,trái cây
vesalius,vesalius
bedstead,giường ngủ
bidets,bồn vệ sinh
firebombs,bom xăng
arabians,người Ả Rập
bluebottle,cây mua
braless,không mặc áo ngực
chirrup,tiếng hót
reconfirmed,xác nhận lại
handhold,tay cầm
kron,kron
kookie,cookie
gorden,gorden
mannerism,phong cách
debilitated,suy nhược
foodies,những người sành ăn
eme,eme
liquefies,hóa lỏng
cafeterias,nhà ăn
interceptions,chặn bắt
hollie,hollie
burd,chim
dixons,dixons
kariya,Kariya
hussey,hussey
thorney,gai góc
summonses,giấy triệu tập
wallah,wallah
thwacks,đập
scherer,scherer
concisely,một cách ngắn gọn
sherrington,Sherrington
constanze,Constanze
rol,cuộn
leopard-skin,da báo
cotten,bông
diaphragmatic,cơ hoành
oinks,tiếng kêu oink
whitten,whitten
tlingit,tlingit
memoranda,bản ghi nhớ
bhatti,bhatti
egg-white,lòng trắng trứng
pritch,pritch
two-sided,hai mặt
andromache,Andromache
perspicacity,sự sáng suốt
fourthly,thứ tư
sequestering,cô lập
hard-to-reach,khó tiếp cận
principe,nguyên tắc
mickle,mickle
penetrator,kẻ xâm nhập
eking,eking
fishmongers,người bán cá
hardcase,hộp cứng
lemoyne,Lemoyne
narmada,Narmada
adelman,adelman
sharjah,Sharjah
self-described,tự mô tả
dark-colored,màu tối
despairs,tuyệt vọng
necessitated,cần thiết
brights,sáng sủa
slumbered,ngủ say
vagueness,sự mơ hồ
ataxia,mất điều hòa
spd,tốc độ
senors,thượng nghị sĩ
silkwood,gỗ lụa
consequential,hậu quả
granton,Granton
embarrassments,những điều đáng xấu hổ
headhunted,săn đón nhân tài
cheapens,làm giảm giá
think-tank,viện nghiên cứu
iras,iras
malleus,búa
beaman,beaman
woodcocks,chim dẽ giun
futurity,tương lai
vosper,vosper
platonically,tình bạn thuần khiết
creepy-crawlies,côn trùng đáng sợ
leverett,đòn bẩy
toccata,toccata
negating,phủ định
wheelock,bánh xe
soundness,sự lành mạnh
bohunk,bohunk
requiescat,cầu mong linh hồn được yên nghỉ
postproduction,hậu kỳ
impotency,bất lực
albumin,albumin
tractor-trailer,xe đầu kéo
hornpipe,ống kèn sừng
majdanek,majdanek
palmistry,xem chỉ tay
scuffing,trầy xước
komo,komo
zeit,thời gian
kipp,kipp
generalizations,khái quát hóa
shivery,rùng mình
telecoms,viễn thông
melia,melia
vra,vra
bellicose,hiếu chiến
materialists,những người duy vật
ariake,ariake
toombs,lăng mộ
buttes,đồi
snowdonia,Snowdonia
tootles,còi
al-qaida,al-qaida
contributory,đóng góp
twe,twe
drooped,rũ xuống
jumpstarted,khởi động
binny,binny
moorpark,công viên moorpark
biathlon,biathlon
mcwilliams,mcwilliams
complexions,sắc mặt
dance-hall,phòng khiêu vũ
nihil,nihil
lungfish,cá phổi
babby,em bé
paramecium,trùng roi
lifetime,suốt đời
pestilential,dịch bệnh
orientations,định hướng
appointees,người được bổ nhiệm
hurtado,bị thương
teashop,quán trà
emos,emos
dibber,người đào đất
brigg,Brigg
casal,casal
subscribing,đăng ký
suribachi,suribachi
nembutal,nembutal
intriguingly,thú vị
barger,người mặc cả
welsher,người xứ Wales
leprous,bệnh phong
yearlings,ngựa một tuổi
dykstra,dykstra
gustavus,Gustavus
untrusting,không tin tưởng
redact,biên tập
mid-way,giữa chừng
crabmeat,thịt cua
hellraiser,kẻ gây rối
rejuvenates,trẻ hóa
mitsui,mitsui
javelins,lao
ignoramuses,những kẻ ngu dốt
intermix,trộn lẫn
unifies,thống nhất
beebee,ong ong
permanganate,permanganat
evocation,sự gợi nhớ
maloof,maloof
otway,otway
time-release,phát hành theo thời gian
foreknowledge,tiên tri
snowbird,chim mùa đông
dovey,chim bồ câu
unblinking,không chớp mắt
garrisoned,đồn trú
bistros,quán ăn nhỏ
depressives,người trầm cảm
corven,corven
quintuple,năm lần
magdala,magdala
dickman,người đàn ông
discotheques,vũ trường
takaoka,takaoka
plz,làm ơn
breakouts,nổi mụn
antiperspirant,chất khử mùi mồ hôi
graphical,đồ họa
noway,không đời nào
downdraft,luồng gió xuống
dns,DNS
abhorrence,sự ghê tởm
firefights,các cuộc đấu súng
compline,đêm
picayune,picayune
grandfathered,được bảo hộ theo luật cũ
sloppily,một cách cẩu thả
straitjackets,áo bó
ensor,cảm biến
grimsley,Grimsley
athenaeum,athenaeum
heth,đất đai
lindner,lindner
spurted,phun trào
revelatory,tiết lộ
mccarthyism,chủ nghĩa McCarthy
mantell,mái che
twirly,xoay tròn
usi,usi
fairing,vỏ bọc
boyko,cậu bé
rabble-rousing,kích động quần chúng
koop,koop
cortot,cortot
neorealism,chủ nghĩa tân hiện thực
tovar,tovar
shroff,Shroff
wiebe,wiebe
kars,kars
alvar,alvar
ironwood,gỗ sắt
befouled,bị ô uế
unfeasible,không khả thi
pinscher,chó săn
yamanashi,Yamanashi
schlemiel,schlemiel
gorp,hỗn hợp
voisin,hàng xóm
hereabout,ở đây
reformat,định dạng lại
de-escalate,giảm leo thang
guilting,gây cảm giác tội lỗi
standouts,những người nổi bật
snubs,sự khinh miệt
freakier,quái dị hơn
inka,người Inka
mused,suy ngẫm
liger,liger
walkover,đi bộ qua
tranquillizers,thuốc an thần
onomatopoeia,từ tượng thanh
bettor,người đặt cược
atef,atef
underpinnings,nền tảng
aftercare,chăm sóc sau điều trị
apple-pie,bánh táo
dishpan,chậu rửa bát
high-tension,căng thẳng cao
guillen,Guillen
botheration,sự phiền toái
powe,sức mạnh
weisman,Weisman
kelleher,kelleher
elaboration,sự giải thích chi tiết
omega-3,omega-3
sackful,bao tải
kerf,vết cắt
hurdling,vượt rào
availing,tận dụng
hobbyists,người đam mê
foully,bẩn thỉu
drabs,những kẻ tầm thường
betroth,hôn phu
scorches,cháy xém
questioner,người đặt câu hỏi
personne,người
elwell,elwell
speciale,đặc biệt
parce,phần
syllogism,tam đoạn luận
bradlee,Bradlee
brisson,brisson
tows,kéo
pois,đậu
fim,phim
spay,triệt sản
cataclysms,thảm họa
liveable,đáng sống
multiplayer,nhiều người chơi
gauged,đo
iselin,iselin
montoneros,người leo núi
babylonia,Babylon
riis,riis
abajo,abajo
mayhap,có lẽ
uptempo,nhịp điệu nhanh
ftp,ftp
expeditious,nhanh chóng
cuerpo,cơ thể
corroborative,xác nhận
caudillo,lãnh chúa
adu,người lớn
wulff,wulff
sull,ô uế
slants,độ nghiêng
washer-dryer,máy giặt sấy
hatters,thợ làm mũ
agonal,hấp hối
besmirching,làm ô uế
strad,strad
forewarning,cảnh báo trước
rida,rida
edta,edta
muddying,làm bùn
peninsular,bán đảo
balmain,Balmain
folie,sự điên rồ
