you,คุณ
dishonestly,อย่างไม่ซื่อสัตย์
thrawn,กุ้ง
caterham,แคเทอร์แฮม
adenauer,อาเดนาวเออร์
orellana,โอเรลลานา
finnigan,ฟินนิแกน
bjs,บีเจ
candyfloss,ขนมสายไหม
lingard,ลิงการ์ด
pagano,ปาแกโน
gur,กูร์
oxygenate,ออกซิเจนเนต
mccurdy,แมคเคอร์ดี
okeechobee,โอเคโชบี
leka,เลก้า
ceremoniously,อย่างเป็นทางการ
freighting,การขนส่งสินค้า
amici,อามิซี
divinities,เทพเจ้า
sodbuster,ซอดบัสเตอร์
burkas,บุรก้า
top-flight,ระดับสูงสุด
bellhops,พนักงานยกกระเป๋า
extinguishes,ดับไฟ
eye-patch,ผ้าปิดตา
burgling,การลักทรัพย์
haro,ฮาโร
oer,โอเออร์
aspca,แอสพีซีเอ
kyrgyzstan,คีร์กีซสถาน
headsman,เพชฌฆาต
vallance,ผ้าม่าน
worksite,สถานที่ทำงาน
catcalls,การส่งเสียงแซว
haggled,ต่อรองราคา
brinker,บริงเกอร์
uplands,ที่ราบสูง
norge,นอร์เวย์
entrant,ผู้เข้าร่วม
brownell,บราวน์เนลล์
panis,ปานิส
silkworms,หนอนไหม
interrelated,เกี่ยวข้องกัน
uae,สหรัฐอาหรับเอมิเรตส์
divvying,การแบ่งปัน
rampages,การอาละวาด
internals,ภายใน
larus,ลารัส
quaalude,ควาลูด
dunker,นักดังก์เกอร์
kopeks,โคเป็กส์
playgroup,กลุ่มเล่น
underachieving,ผลการเรียนต่ำกว่าเกณฑ์
unpopulated,ไม่มีประชากร
mesothelioma,มะเร็งเยื่อหุ้มปอด
cutaneous,ผิวหนัง
qo,qo
cura,คูรา
daunt,น่าเกรงขาม
balls-up,ลูกบอลหลุด
ziff,ซิฟฟ์
leaderless,ไร้ผู้นำ
preproduction,ขั้นตอนก่อนการผลิต
subplot,พล็อตย่อย
humored,อารมณ์ขัน
incise,ตัด
ganapati,พระพิฆเนศ
quadruped,สัตว์สี่ขา
hasbro,แฮสโบร
amylase,อะไมเลส
one-sixth,หนึ่งในหก
test-driving,การทดลองขับ
haye,เฮย์
mincer,เครื่องบดเนื้อ
flyweight,รุ่นฟลายเวท
lockout,ล็อกเอาต์
remarry,แต่งงานใหม่
jerez,เฆเรซ
hmp,กัญชา
ackley,แอคลีย์
foundered,ล่มสลาย
smoothes,เรียบ
haffner,แฮฟฟ์เนอร์
underlining,ขีดเส้นใต้
unchartered,ยังไม่ได้สำรวจ
yess,ใช่
allocating,การจัดสรร
dalzell,ดัลเซลล์
sino-japanese,จีน-ญี่ปุ่น
montpelier,มงเปอลิเยร์
guenther,กุนเธอร์
bousquet,ช่อดอกไม้
whippets,วิปเพ็ต
modifies,แก้ไข
giveaways,ของแจกฟรี
klatch,คลัตช์
whirlybird,เฮลิคอปเตอร์
gashed,บาดแผล
almada,อัลมาดา
sellafield,เซลลาฟิลด์
rfk,อาร์เอฟเค
bannockburn,แบนน็อคเบิร์น
colloquialism,ภาษาพูด
blindman,คนตาบอด
permaculture,เพอร์มาคัลเจอร์
all-expenses-paid,ออกค่าใช้จ่ายทั้งหมด
spanish-speaking,ผู้พูดภาษาสเปน
bary,บารี
storrs,สตอร์ส
shipload,บรรทุกสินค้าลงเรือ
backbeat,จังหวะหลัง
clamshell,เปลือกหอย
whirligig,กังหันลม
slaughterer,คนฆ่าสัตว์
chr,chr
aco,อะโค
paratroops,พลร่ม
polyglot,หลายภาษา
basti,บาสตี
up-to-the-minute,ทันสมัยที่สุด
sanda,ซานดา
hufflepuff,ฮัฟเฟิลพัฟ
vaginally,ช่องคลอด
theoretician,นักทฤษฎี
agitates,ก่อกวน
handpick,คัดสรรด้วยมือ
rucksacks,กระเป๋าเป้สะพายหลัง
paves,ปูทาง
palpate,คลำตรวจ
milian,มิลเลียน
molnar,มอลนาร์
rbi,อาร์บีไอ
sheehy,ชีฮี
eustis,ยูสติส
priggish,หยิ่งยโส
nachi,นาชี
nagara,นาการา
mirabilis,มิราบิลิส
mcevoy,แมควอย
outlives,มีอายุยืนยาวกว่า
sinless,ไร้บาป
anak,เด็กๆ
nonthreatening,ไม่เป็นภัยคุกคาม
carouse,งานเลี้ยงสังสรรค์
maces,กระบอง
koons,คูนส์
wahine,วาฮีน
structuring,การจัดโครงสร้าง
non-combatants,พลเรือน
boe,โบ
anca,อันกา
amram,อัมราม
disenchantment,ความผิดหวัง
kawanishi,คาวานิชิ
phantasmagoria,ภาพลวงตา
deeming,ถือว่า
varden,วาร์เดน
breathalyser,เครื่องตรวจวัดลมหายใจ
bn,บn
biofuel,เชื้อเพลิงชีวภาพ
tenaciously,อย่างแน่วแน่
endor,รับรอง
subcontract,สัญญาจ้างช่วง
mady,แมดี้
detoxify,ล้างพิษ
cetus,วาฬ
noire,นัวร์
dampener,ตัวลดแรงสั่นสะเทือน
picton,พิคตัน
fui,ฟุย
bloody-minded,ใจโหด
twelves,สิบสอง
bloodcurdling,น่าขนลุก
stratum,ชั้น
roofed,มีหลังคา
commonsense,สามัญสำนึก
non-military,ไม่ใช่ทหาร
go-karting,โกคาร์ท
merino,เมริโน
incontestable,ไม่อาจโต้แย้งได้
coren,โคเรน
webmaster,เว็บมาสเตอร์
casters,ล้อเลื่อน
lapdogs,สุนัขตัก
umbra,อัมบรา
thankfulness,ความกตัญญู
alginate,อัลจิเนต
iconoclast,ผู้ทำลายรูปเคารพ
abbreviate,ย่อ
ticonderoga,ทิคอนเดอโรกา
electrocardiogram,คลื่นไฟฟ้าหัวใจ
denys,ปฏิเสธ
hellenistic,สมัยเฮลเลนิสติก
pylos,ไพโลส
sonatas,โซนาต้า
signy,ซิกนี่
murayama,มูรายามะ
ridgely,อย่างเป็นสัน
forewoman,หัวหน้าคนงานหญิง
catullus,คาตูลลัส
blue-eyes,ตาสีฟ้า
cokie,โคกี้
lampe,แลมป์
acetic,กรดอะซิติก
reenacted,จำลองเหตุการณ์
strong-arming,การข่มขู่
nimr,นิมร์
butterman,บัตเตอร์แมน
bawls,ร้องไห้
wreathed,สวมพวงหรีด
pounders,ค้อน
bullfinch,นกฟินช์
backroom,ห้องด้านหลัง
top-ranked,อันดับสูงสุด
neustadt,เมืองใหม่
kock,ค็อก
procreating,การสืบพันธุ์
top-selling,ขายดีที่สุด
nidal,นิดัล
sabbat,ซับบาต
holstered,ซองปืน
north-northwest,ทิศเหนือ-ตะวันตกเฉียงเหนือ
woofer,วูฟเฟอร์
jangled,เสียงดังกรัง
kins,ญาติ
oversimplification,การทำให้ง่ายเกินไป
burgundian,เบอร์กันดี
saginaw,ซากินอว์
rebates,ส่วนลด
revellers,ผู้ร่วมเฉลิมฉลอง
scripps,สคริปส์
florio,ฟลอริโอ
creatives,นักสร้างสรรค์
mendelsohn,เมนเดลโซห์น
system-wide,ทั่วทั้งระบบ
tromp,ทรอมป์
sidon,ไซดอน
moaner,คนขี้บ่น
admissibility,การยอมรับ
divined,ทำนาย
cobden,คอบเดน
tonality,โทนเสียง
neurotoxins,สารพิษต่อระบบประสาท
airframe,โครงเครื่องบิน
staplers,เครื่องเย็บกระดาษ
rundstedt,รุนด์สเตดท์
ramsden,แรมส์เดน
tavernier,โรงเตี๊ยม
muzz,ขนปุย
troublemaking,การก่อปัญหา
snowbound,ติดหิมะ
sealy,ซีลี่
secondaries,มัธยมศึกษา
waw,ว้าว
evaders,ผู้หลบหนี
nhi,nhi
moselle,โมเซลล์
metastases,การแพร่กระจาย
goldin,โกลดิน
amari,อามารี
self-examination,การตรวจร่างกายตนเอง
blat,บลาท
kadesh,กาเดช
gann,แกนน์
sleepwalks,ละเมอเดิน
chickadees,นกกระจิบ
superintendents,ผู้กำกับการ
greystone,หินสีเทา
