you,ты
carpools,совместные поездки на автомобиле
deuced,двоюродный
taung,таунг
gaa,гаа
weh,вех
buttoned-up,застегнутый на все пуговицы
morphia,морфия
romford,Ромфорд
tsh,тш
overlaid,наложенный
garba,гарба
rutabagas,брюква
soundings,зондирования
bethink,мыслить
hydrocortisone,гидрокортизон
peelings,кожура
garnishes,гарниры
shofar,шофар
analyser,анализатор
sandhill,песчаная дятла
gestating,вынашивающийся
chads,чады
soundtracks,саундтреки
montenegrin,черногорский
pipkin,пипкин
cash-strapped,испытывающий нехватку денежных средств
abdelkader,абделькадер
limburg,Лимбург
bialy,бялы
wasser,вассер
pseudomonas,псевдомона
escape-proof,неуязвимый
ragusa,рагуса
multiple-choice,множественный выбор
vaillant,вайян
untarnished,незапятнанным
unctuous,маслянистый
flinches,вздрагивает
leafed,листовой
chocked,задохнулся
trevithick,тревитик
otherworldly,потусторонний
ulbricht,Ульбрихт
cunha,кунья
lambing,окоти
atocha,аточа
dreamily,мечтательно
purplish,фиолетовый
deloused,обработанный от вшей
magnetised,намагниченный
superpowered,сверхсильный
lade,лейд
funnelled,воронкообразный
olay,олай
snuffs,нюхательный табак
kula,кула
ju-ju,джу-джу
catbird,кошачья птица
knavish,кнавиш
fatales,роковые женщины
zagged,зигзагообразный
carpooled,совместное использование автомобиля
stylised,стилизованный
discoloured,обесцвеченный
coverlet,покрывало
ferber,Фербер
bathhouse,баня
poseurs,позёры
phoenicia,Финикия
guffaw,смех
esthetic,эстетический
hasenpfeffer,хазенпфеффер
alans,аланы
thuggery,бандитизм
felt-tip,фломастер
avoir,avoir
hexagram,гексаграмма
all-pro,все-про
lulz,лолз
curbing,бордюр
trackless,безрельсовый
discontinuing,прекращение
cadaveric,трупный
benchmarks,контрольные показатели
doxycycline,доксициклин
accordions,аккордеоны
helpmate,помощник
menno,менно
roseville,Роузвилль
scours,чистки
chortle,хихикать
hemolytic,гемолитический
revie,обзор
azur,лазурный
albers,Альберс
evesham,Ившем
cannabinoid,каннабиноид
housebound,прикован к дому
debunking,развенчание
godmother,крестная мать
primp,прихапка
big-picture,общая картина
euphemistically,эвфемистически
reboots,перезагрузки
hawing,рытье
pugliese,пулийезе
whalley,Уолли
ratbag,крыса
perching,сидя
wontons,вонтоны
re-set,перезагрузить
embolden,эмболден
zacatecas,сакатекас
white-eye,белоглазый
avenges,мстит
bahn,бан
bog-standard,стандартный
rosser,россер
comprehends,понимает
fiancees,невесты
masterclass,мастер-класс
snowsuit,зимний комбинезон
schmaltzy,сентиментально
undecideds,нерешительные
ambassadorship,посольство
ferd,ферд
manoeuvrable,маневренный
googles,гуглы
baume,баум
kiang,кианг
borgnine,боргнин
guatemalans,гватемальцы
wholemeal,цельнозерновые
washcloths,мочалки
frisian,фризский
recalibration,перекалибровка
ewen,Эвен
evildoers,злодеи
two-party,двухпартийная
causalities,причинно-следственные связи
cut-and-dry,просто и понятно
mailers,почтовые рассылки
allover,повсюду
ostler,конюх
borderlands,приграничные территории
skinners,скиннеры
battened,с рейками
haight-ashbury,Хейт-Эшбери
psychoanalyzed,психоанализированный
standley,Стэнли
tobogganing,катание на санях
foppish,щеголеватый
houseplant,комнатное растение
ladykiller,ледикиллер
acland,акланд
trotta,тротт
gargan,гарган
mesosphere,мезосфера
great-grandchild,правнук
jigging,джиггинг
willys,Уиллис
oneliner,однострочный
undreamed,немыслимое
sobolev,соболев
utsunomiya,уцуномия
salade,салат
massif,массив
north-northeast,северо-северо-восток
saguaro,сагуаро
saxophonist,саксофонист
contort,искажение
dislocations,дислокации
hadad,хадад
guildhall,гильдия
dessau,Дессау
barings,подшипники
melodically,мелодически
treeless,бездеревенский
