you,Jij
scuba-diving,duiken
heliotrope,heliotroop
ranker,ranglijster
pfeffer,pfeffer
jacobin,jakobin
overheats,oververhitting
styrene,styreen
intoxicants,bedwelmende middelen
crofts,crofts
battenberg,Battenberg
hemsworth,Hemsworth
mujahid,mujahid
touch-ups,retouches
stanchion,steunpaal
obliquely,schuin
mottola,motto
unpaved,onverhard
fishhook,vishaak
ligatures,ligaturen
bul,bul
vernal,lente-
sako,sako
sedating,kalmerend
heartrending,hartverscheurend
honeymooned,huwelijksreis
swigs,slokjes
wineglass,wijnglas
shaanxi,Shaanxi
bloodletting,aderlating
hybridization,hybridisatie
deadpool,Deadpool
kingsbury,Kingsbury
refusals,weigeringen
lunsford,Lunsford
nail-biter,nagelbijter
cornerback,hoekverdediger
country-club,countryclub
jackknifed,geklapt
keizer,keizer
tosi,tosi
nonexistence,niet-bestaan
arrowsmith,pijlensmid
schacht,schacht
encapsulate,inkapselen
self-driving,zelfrijdend
rockabye,slaapliedje
worryingly,zorgwekkend
coagulant,stollingsmiddel
triplett,drieling
macmurray,MacMurray
frazzle,uitputting
panko,panko
homogenized,gehomogeniseerd
phylum,stam
lilas,seringen
tempos,tempo's
reggaeton,reggaeton
octogenarian,tachtigjarige
shutdown,afsluiten
rostock,rostock
encryptions,versleutelingen
beautifying,verfraaien
eiderdown,eiderdown
replays,herhalingen
polluters,vervuilers
glenlivet,Glenlivet
blabbers,kletskoppen
kudzu,kudzu
rousting,opzwepend
multidimensional,multidimensionaal
skipjack,skipjack
healings,genezingen
antipodes,antipoden
rovira,rovira
rsd,rsd
rosenblum,rosenblum
afton,afton
extrapolation,extrapolatie
leftovers,restjes
blok,blok
nayar,nayar
katzenjammer,katzenjammer
bioengineering,bio-engineering
rahu,rahu
elixirs,elixirs
spoony,dom
wigmore,wigmore
strutted,paradeerde
tight-fitting,nauwsluitend
compartmented,gecompartimenteerd
self-destructed,zelfvernietiging
postmarks,poststempels
avidly,gretig
outcrops,ontsluitingen
mistreats,mishandelt
padraig,padraig
misanthropic,misantropisch
winwood,winwood
remixed,remix
utilised,gebruikt
economise,bezuinigen
huta,huta
harrah,harrah
inclines,hellingen
gimbel,cardanische ophanging
stalagmites,stalagmieten
broadhurst,Broadhurst
griner,grinner
nucleotide,nucleotide
well-cooked,goed gaar
kurth,Kurth
disseminating,verspreiden
sacchi,sacchi
cbe,cbe
egremont,Egremont
splendors,pracht
mee-maw,mee-maw
kiernan,Kiernan
gimli,gimli
adipose,vet
icebreaker,ijsbreker
photosensitive,lichtgevoelig
hyperthermia,hyperthermie
sumit,Sumit
gratuities,fooien
barnier,barnier
headley,Headley
vicuna,vicuña
begrudgingly,met tegenzin
pinson,pinson
glossed,glanzend
mazatlan,Mazatlan
redistricting,herindeling van kiesdistricten
undersold,ondergewaardeerd
sarawak,Sarawak
placerville,Placerville
longhouse,langhuis
decentralized,gedecentraliseerd
albus,albus
psychopathology,psychopathologie
fabia,fabia
kikuyu,kikuyu
overachieving,overpresteren
sarno,sarno
tetrazzini,tetrazzini
timecard,urenkaart
cypresses,cipressen
wre,wre
bsa,bsa
principia,principia
khadi,khadi
inset,inset
wykeham,Wykeham
pdas,pdas
bekker,bekker
palefaces,bleekgezichten
gehry,gehry
sheedy,sheedy
bummers,balen
cns,cns
gse,gse
baphomet,baphomet
mullahs,mullahs
queensbury,Queensbury
emulated,nagebootst
splotches,vlekken
overrunning,overlopen
fleshed,vlezig
angelico,engeltje
redeployment,herplaatsing
cleaving,splijten
woodburn,houtbrand
cockalorum,cockalorum
fettered,geketend
half-track,halfrups
cross-validation,kruisvalidatie
amable,vriendelijk
guesstimate,schatting
chepstow,Chepstow
wallowed,wentelde zich
notaries,notarissen
stirrer,roerder
yeomen,boeren
politicos,politici
vivacity,levendigheid
ecchymosis,ecchymose
queenstown,Queenstown
flix,flix
stengel,stal
ad-libbing,improviseren
put-up,ophangen
socio,sociaal
lra,lra
assignations,toewijzingen
grandfather,grootvader
astrodome,astrodome
klutzy,onhandig
toothed,getand
okays,oké
mox,mox
manoeuvred,gemanoeuvreerd
waitlist,wachtlijst
walleye,snoekbaars
doorjamb,deurkozijn
unbowed,ongebogen
scourged,gegeseld
parti,partij
co-parent,mede-ouderschap
deferential,eerbiedig
loughlin,Loughlin
moneyed,geld
picklock,inbreker
tsk-tsk,tsk-tsk
malus,malus
fed-up,het zat zijn
realignment,heroriëntatie
bullshitted,onzin
proles,proletariërs
undemocratic,ondemocratisch
coupes,coupés
vice-consul,vice-consul
pynchon,pynchon
quinta,quinta
kindles,aanstekers
ppd,ppd
wizened,verschrompeld
destabilization,destabilisatie
hutter,hutter
codified,gecodificeerd
leben,leven
gerlach,gerlach
fisch,vis
countesses,gravinnen
dishonestly,oneerlijk
thrawn,thrawn
caterham,Caterham
adenauer,Adenauer
orellana,orellana
finnigan,Finnigan
bjs,bjs
candyfloss,suikerspin
lingard,Lingard
pagano,pagano
gur,gur
oxygenate,zuurstof
mccurdy,McCurdy
okeechobee,Okeechobee
leka,leka
ceremoniously,ceremonieel
freighting,vrachtvervoer
amici,amici
divinities,godheden
sodbuster,graszodenverpletteraar
burkas,boerka's
top-flight,topklasse
bellhops,piccolo's
extinguishes,dooft uit
eye-patch,ooglapje
burgling,inbraak
haro,haro
oer,oer
aspca,aspca
kyrgyzstan,Kirgizië
headsman,beul
vallance,valance
worksite,werkterrein
catcalls,catcalls
haggled,onderhandeld
brinker,Brinker
uplands,hooglanden
norge,Noorwegen
entrant,deelnemer
brownell,Brownell
panis,panis
silkworms,zijwormen
interrelated,onderling verbonden
uae,VAE
divvying,verdelen
rampages,plunderingen
internals,inwendige
larus,Larus
quaalude,quaalude
dunker,onderdompelaar
kopeks,kopeks
playgroup,speelgroep
underachieving,onderpresteren
unpopulated,onbewoond
mesothelioma,mesothelioom
cutaneous,huid
qo,qo
cura,cura
daunt,ontmoedigend
balls-up,ballen-op
ziff,ziff
leaderless,leiderloos
preproduction,preproductie
subplot,subplot
humored,geamuseerd
incise,insnijden
ganapati,ganapati
quadruped,viervoeter
hasbro,Hasbro
amylase,amylase
one-sixth,een zesde
test-driving,proefrijden
haye,hooi
mincer,vleesmolen
flyweight,vlieggewicht
lockout,uitsluiting
remarry,hertrouwen
jerez,Jerez
hmp,hmp
ackley,Ackley
foundered,gestrand
smoothes,gladmaken
haffner,haffner
underlining,onderstrepen
unchartered,onbekend gebied
yess,ja
allocating,toewijzing
dalzell,Dalzell
sino-japanese,Chinees-Japans
montpelier,Montpelier
guenther,Guenther
bousquet,boeket
whippets,whippets
modifies,wijzigt
giveaways,weggeefacties
klatch,kletsen
whirlybird,draaimolen
gashed,gesneden
almada,Almada
sellafield,Sellafield
rfk,rfk
bannockburn,bannockburn
colloquialism,spreektaal
blindman,blinde man
permaculture,permacultuur
all-expenses-paid,alle kosten betaald
spanish-speaking,Spaanssprekend
bary,bary
storrs,Storrs
shipload,scheepslading
backbeat,rugslag
clamshell,schelpvormige verpakking
whirligig,draaimolen
slaughterer,slachter
chr,chr
aco,aco
paratroops,parachutisten
polyglot,polyglot
basti,basti
up-to-the-minute,actueel
sanda,sanda
hufflepuff,Hufflepuff
vaginally,vaginaal
theoretician,theoreticus
agitates,agiteert
handpick,handpick
rucksacks,rugzakken
paves,bestrating
palpate,betasten
milian,milian
molnar,molnar
rbi,rbi
sheehy,sheehy
eustis,eustis
priggish,pedant
nachi,nachi
nagara,nagara
mirabilis,mirabilis
mcevoy,McEvoy
outlives,overleeft
sinless,zondeloos
anak,anak
nonthreatening,niet bedreigend
carouse,zuipen
maces,knotsen
koons,koons
wahine,wahine
structuring,structurering
non-combatants,niet-strijders
boe,boe
anca,anca
amram,amram
disenchantment,ontgoocheling
kawanishi,kavanishi
phantasmagoria,fantasmagorie
deeming,achten
varden,varden
breathalyser,ademtest
bn,bn
biofuel,biobrandstof
tenaciously,hardnekkig
endor,endor
subcontract,onderaanneming
mady,Mady
detoxify,ontgiften
cetus,cetus
noire,noire
dampener,demper
picton,picton
fui,fui
bloody-minded,koppig
twelves,twaalf
bloodcurdling,bloedstollend
stratum,laag
roofed,overdekt
commonsense,gezond verstand
non-military,niet-militair
go-karting,karten
merino,merino
incontestable,onbetwistbaar
coren,Coren
webmaster,webmaster
casters,wielen
lapdogs,schoothondjes
umbra,schaduw
thankfulness,dankbaarheid
alginate,alginaat
iconoclast,iconoclast
abbreviate,afkorten
ticonderoga,ticonderoga
electrocardiogram,elektrocardiogram
denys,ontkent
hellenistic,hellenistisch
pylos,pylos
sonatas,sonates
signy,teken
murayama,Murayama
ridgely,ribbelig
forewoman,voorvrouw
catullus,catullus
blue-eyes,blauwe ogen
cokie,cokie
lampe,lamp
acetic,azijnzuur
reenacted,nagespeeld
strong-arming,dwang
nimr,nimr
butterman,boterman
bawls,gehuil
wreathed,krans
pounders,ponders
bullfinch,goudvink
backroom,achterkamer
top-ranked,hoogst gerangschikt
neustadt,Neustadt
kock,klop
procreating,voortplanting
top-selling,best verkochte
nidal,nidal
sabbat,sabbat
holstered,holster
north-northwest,noord-noordwest
woofer,woofer
jangled,rammelden
kins,verwanten
oversimplification,oversimplificatie
burgundian,Bourgondisch
saginaw,Saginaw
rebates,kortingen
revellers,feestvierders
scripps,scripps
florio,Florio
creatives,creatievelingen
mendelsohn,Mendelsohn
system-wide,systeemwijd
tromp,stampen
sidon,Sidon
moaner,zeurder
admissibility,toelaatbaarheid
divined,geraden
cobden,Cobden
tonality,tonaliteit
neurotoxins,neurotoxinen
airframe,romp
staplers,nietmachines
rundstedt,Rundstedt
ramsden,ramsden
tavernier,herbergier
muzz,muilkorf
troublemaking,lastpakken
snowbound,ingesneeuwd
sealy,zee
secondaries,secundaire
waw,waw
evaders,ontwijkers
nhi,nhi
moselle,Moezel
metastases,metastasen
goldin,goud
amari,amari
self-examination,zelfonderzoek
blat,blat
kadesh,kadesh
gann,gann
sleepwalks,slaapwandelen
chickadees,mezen
superintendents,superintendents
greystone,grijze steen
keenness,scherpte
workaround,omweg
qutb,qutb
preservers,conserveringsmiddelen
hanrahan,hanrahan
wallflowers,muurbloemen
ex-prisoners,ex-gevangenen
unlearned,afgeleerd
globalized,geglobaliseerd
salwar,salwar
eberhardt,eberhardt
tippet,tippet
guiness,guineas
spirulina,spirulina
nct,nct
basso,bas
dumbing,domheid
backlogged,achterstand
antagonized,geprovoceerd
hoody,hoodie
oakville,Oakville
presences,aanwezigheden
efren,efren
vindictiveness,wraakzucht
mapp,kaart
bluejay,blauwe gaai
bako,bako
zoroastrian,zoroastrisch
ealdorman,ealdorman
aragonese,Aragonees
bulldogging,bulldogging
upcountry,hoogland
nose-ring,neusring
hexham,Hexham
intrudes,dringt binnen
haltingly,aarzelend
wolfbane,wolfsbane
dewayne,Dewayne
genoese,genoeïs
batt,slag
tsugaru,tsugaru
wolter,wolter
buchwald,boekwald
duping,bedrog
derisively,spottend
muscleman,krachtpatser
breyer,Breyer
eagle-eyed,arendsogen
nubbins,nubbins
allergist,allergoloog
frats,studentenverenigingen
bombo,bombo
sultanate,sultanaat
receptacles,bakjes
french-speaking,Franssprekend
travelogue,reisverslag
navratilova,navratilova
ladysmith,Ladysmith
returnable,retourneerbaar
outfielder,buitenvelder
hse,huis
spiker,spiker
facilitation,facilitatie
first-floor,eerste verdieping
preece,preece
ten-inch,tien inch
weezer,Weezer
hands-down,zonder twijfel
habit-forming,gewoontevormend
dead-set,vastberaden
bourgogne,Bourgogne
geopolitics,geopolitiek
lorrain,Lorrain
skopje,Skopje
vaporizes,verdampt
vocalizations,vocalisaties
whalebone,balein
backus,backus
silver-plated,verzilverd
smoke-filled,rookgevuld
curwen,Curwen
guignol,guignol
mcauley,McAuley
postmortems,autopsies
scuppered,gedumpt
swellings,zwellingen
skedaddled,ervandoor
untiring,onvermoeibaar
by-laws,statuten
thoroughfares,doorgaande wegen
kafkaesque,kafkaësk
humpy,bult
idiosyncrasy,eigenaardigheid
flagrantly,flagrant
lla,lla
streptococcus,streptokokken
dynamited,opgeblazen
wolverton,Wolverton
filched,gestolen
postnatal,postnataal
sockeye,sockeye
bemis,bemis
aprile,april
doubleheaded,dubbelkoppig
knitter,breister
braggy,opschepperig
dogleg,dogleg
stoneham,Stoneham
gide,gids
happed,gebeurde
nasi,nasi
campout,kampeerterrein
pusey,poesje
gentles,zachtaardige
basileus,basileus
t-cells,t-cellen
add-ons,add-ons
alprazolam,alprazolam
time-bomb,tijdbom
acrylics,acryl
outbuilding,bijgebouw
kit-kat,kit-kat
schramm,schramm
pag,pagina
krane,kraan
repton,Repton
nebel,nebel
whitacre,whitacre
overruns,overschrijdingen
lichens,korstmossen
eyeteeth,hoektanden
saphenous,saphenous
meanly,gemeen
oxbow,hoefijzerboog
dalmatia,Dalmatië
mothball,mottenbal
reexamined,opnieuw onderzocht
erasure,wissen
beyer,beyer
campania,Campania
latin-american,Latijns-Amerikaans
salcedo,salcedo
sapsucker,sapzuiger
contortions,verdraaiingen
necessitate,noodzakelijk maken
eradicator,uitroeier
shirttail,shirtstaart
kunstler,kunstler
twi,twee
black-and-whites,zwart-wit
raptured,verrukt
bandying,slingeren
creat,creëren
postoperative,postoperatief
midsummer,midzomer
dairies,zuivelbedrijven
hilaire,Hilaire
arica,arica
rcs,rcs
aur,aur
contaminates,verontreinigt
cobbling,schoenmakerswerk
amenity,voorziening
stoped,gestopt
katowice,Katowice
charcuterie,charcuterie
macedon,Macedonië
troposphere,troposfeer
meda,meda
pion,pion
simplex,simplex
unfurnished,ongemeubileerd
wineries,wijnhuizen
spumoni,spumoni
waterholes,waterpoelen
ball-peen,kogelpen
steam-powered,stoomgedreven
swinburne,Swinburne
ligo,ligo
fitton,fitton
ugly-looking,lelijk uitziend
tulum,tulum
draftsman,tekenaar
comprehensively,uitgebreid
landor,landor
teton,Teton
westernized,verwesterd
involvements,betrokkenheid
finger-painting,vingerverven
gooses,ganzen
deigns,keurt
flemings,Flemings
pflp,pflp
infra,infra
boppers,boppers
unrecorded,niet geregistreerd
walk-off,walk-off
spaceflight,ruimtevaart
lawbreaker,wetsovertreder
hangdog,treurige hond
busse,bus
redistributed,herverdeeld
beseeching,smekend
extol,prijzen
wallpapered,behangen
energised,energiek
formers,voormalige
inflow,instroom
perret,perret
supe,super
spritzing,verstuiven
electrochemical,elektrochemisch
riddling,raadselachtig
remakes,remakes
stand-alone,zelfstandig
bonelli,bonelli
long-running,langdurig
marinas,jachthavens
eklund,eklund
naxalite,naxalieten
persnickety,kieskeurig
headhunting,headhunting
pyrotechnic,pyrotechnisch
epp,epp
dianna,Diana
bromberg,Bromberg
downe,omlaag
belittles,vernedert
bookmarks,bladwijzers
fraternise,verbroederen
reveled,onthuld
hernias,hernia's
urticaria,urticaria
movie-star,filmster
shadowless,schaduwloos
scalawag,rakker
deafen,doof
nabs,vangsten
workingman,werkman
steffan,steffan
amol,amol
pharmacological,farmacologisch
reacquire,herverwerven
ondine,ondine
focaccia,focaccia
populi,populi
lockstep,synchroon
reveres,keert om
humbler,nederiger
relativistic,relativistisch
galla,galla
mccleary,McCleery
co-owners,mede-eigenaren
sheringham,sheringham
clamming,schelpen vangen
zep,zep
sickie,ziek
dowel,deuvel
prudential,voorzichtig
parkas,parka's
strachey,aardbeiachtig
unpick,uitpakken
intangibles,immateriële activa
bootlegs,bootlegs
frights,schrik
coining,munt maken
booby-traps,valstrikken
ill-informed,slecht geïnformeerd
propos,voorstellen
subsidised,gesubsidieerd
trenchcoat,trenchcoat
lower-class,lagere klasse
hous,huis
calo,calo
winnemucca,Winnemucca
lanchester,Lanchester
repurpose,hergebruiken
groff,groff
wotcha,wotcha
f-stop,f-stop
corsages,corsages
stone-age,steentijd
spectrograph,spectrograaf
ebbed,ebde
accessorizing,accessoires
hayter,hooier
beachcomber,strandjutter
mcneill,McNeill
putts,putts
medicus,medicus
errs,fouten
educates,onderwijst
toeing,tenen
ssg,ssg
unwinds,ontspant
pontificating,hoogdravend
factoid,weetje
skirted,rok
mutineer,muiter
kick-started,op gang gebracht
designates,duidt aan
charleroi,charleroi
oakdale,Oakdale
ramus,tak
janissaries,janitsjaren
misdemeanours,misdrijven
revelled,vierden feest
scats,uitwerpselen
dissembling,veinzen
prostration,uitputting
bengtsson,bengtsson
latvians,Letten
womanizers,vrouwenversierders
browsed,bekeken
jiggered,gemanipuleerd
fraudsters,fraudeurs
hypospray,hypospray
victimization,slachtofferschap
unbidden,ongevraagd
dilution,verdunning
one-star,één ster
distil,distilleren
expander,expander
hamstrung,verlamd
magne,magne
k-pax,k-pax
prostrated,neergeknield
framer,lijstenmaker
primark,Primark
elmwood,iepenhout
bunko,bunko
sympathizes,heeft medeleven
naser,naser
nebulizer,vernevelaar
bradstreet,bradstreet
whigs,Whigs
signer,ondertekenaar
selectman,selectman
abortive,mislukt
low-born,laaggeboren
longshot,kleine kans
outdraw,outdraw
mandrill,mandril
eliana,eliana
unitas,unitas
coffman,Coffman
germanium,germanium
sardis,sardis
esq,esq
unalterable,onveranderlijk
enmeshed,verstrengeld
saddening,droevig
transvaal,transvaal
demigods,halfgoden
socking,sokken
blustering,opschepperig
triumphing,zegevierend
hellmuth,hellmuth
tunisians,Tunesiërs
portmanteau,samenvoeging
paraguayans,Paraguayanen
radicalised,geradicaliseerd
depressant,kalmerend middel
self-published,zelf uitgegeven
sauerbraten,zuurbraten
tagus,tagus
nz,Nieuw-Zeeland
overachievers,overpresteerders
fairburn,fairburn
regulus,regulus
galvanize,galvaniseren
ancora,ancora
townsmen,stadsbewoners
fruited,vruchten
imbibing,innemen
scaffolds,steigers
o-ring,o-ring
carapace,rugschild
smoke-free,rookvrij
saxophones,saxofoons
michaux,Michaux
backdrops,achtergronden
whatley,Whatley
foreskins,voorhuiden
dup,duplicaat
mischance,toeval
kallio,kallio
cavalrymen,cavaleristen
sentimentally,sentimenteel
yorkshireman,Yorkshireman
collaborations,samenwerkingen
reining,temmen
caretaking,zorg
teetotaller,geheelonthouder
goebel,Goebel
hoth,hoth
equalled,gelijk aan
heure,uur
uncannily,griezelig
superscript,superscript
nanotubes,nanobuisjes
integrates,integreert
sandcastles,zandkastelen
screener,screener
aerate,beluchten
hirsh,hirsh
heartbeat,hartslag
ground-based,grondgebonden
dullards,domkoppen
coty,coty
wistfully,weemoedig
candidature,kandidatuur
mds,artsen
impinging,hinderen
tajikistan,Tadzjikistan
nutley,Nutley
thimbles,vingerhoeden
bazin,bazin
sangster,sangster
tranter,tranter
knorr,Knorr
celebrant,feestvierder
refractive,breking
britannic,Britannic
hymnals,liedbundels
coady,coady
haeckel,haeckel
enumerate,opsommen
gipsies,zigeuners
palmerston,Palmerston
mouldering,verrotting
xxl,XXL
tines,tanden
uncorroborated,niet bevestigd
danker,danker
chadwell,chadwell
abid,abid
a-z,a-z
spooned,lepel
hidey-hole,schuilplaats
novello,novelle
hair-trigger,licht ontvlambaar
louvain,Louvre
angleton,Angleton
slacked,verslapt
conks,schelpen
dosimeter,dosimeter
sulaiman,Sulaiman
chitchatting,kletsen
dentsu,dentsu
sublevel,subniveau
tiu,tiu
saltpetre,salpeter
exhaled,uitgeademd
trocar,trocar
splurging,veel geld uitgeven
diffuser,diffuser
back-to-front,van achter naar voren
garnets,granaten
kazakhs,Kazachen
tai-pan,tai-pan
trebled,verdrievoudigd
irc,irc
bilking,oplichting
taiyuan,taiyuan
locker-room,kleedkamer
agnelli,agnelli
bellatrix,bellatrix
simmers,sudders
dro,dro
foresees,voorspelt
dangler,vrouwengek
carcinogen,kankerverwekkende stof
pilloried,aan de schandpaal genageld
counterinsurgency,contra-insurgentie
rss,rss
exchanger,warmtewisselaar
tatra,tatra
rhinebeck,Rijnbeck
sullying,bezoedelen
permeable,doorlaatbaar
steadying,stabiliseren
gamy,pikant
miniseries,miniserie
lic,lic
replanting,herbeplanting
ahchoo,ahchoo
trow,gooien
aberystwyth,Aberystwyth
