you,너
privet,쥐똥나무
amd,AMD
revitalizing,활력을 되찾다
condensing,응축
swishy,휙휙
preeclampsia,전자간증
anaerobic,혐기성
oas,오아스
timberline,수목한계선
fry-up,튀김 요리
riven,riven
construe,직역
moviegoers,영화 관람객들
tantalize,애타게 하다
interdependent,상호의존적인
polycarbonate,폴리카보네이트
mexican-american,멕시코계 미국인
earpieces,이어폰
hounslow,하운슬로우
dreier,드라이어
non-aggression,불가침
regicide,국완 살해
thrasher,탈곡기
mosses,이끼
cheka,체카
stiff-necked,고집 센
aleutians,알류샨 열도
coordinator,조정자
plopping,퐁퐁
doubter,의심하는 사람
moet,모엣
prc,중국
monrovia,몬로비아
iqs,아이큐
laffer,래퍼
muzzles,총구
unanswerable,답변할 수 없는
timmer,타이머
triathlete,트라이애슬론 선수
pentacle,별 모양
hearses,영구차
readjustment,다시 정리함
debo,데보
leatherneck,가죽목수리
karbala,카르발라
spellbinding,매혹적인
nightcrawler,나이트크롤러
disregards,무시하다
campsites,캠핑장
psychokinesis,염력
proofed,검증됨
bustamante,부스타만테
hn,흐느
zant,잔트
kalish,칼리쉬
palming,손바닥으로
lys,리스
purgative,깨끗이 하는
esso,에쏘
neocortex,신피질
konoe,코노에
astigmatism,난시
ill-prepared,준비가 부족한
legge,다리
mandelbaum,만델바움
michaelis,미카엘리스
bilges,빌지
co-author,공저자
lathered,거품이 난
midpoint,중간점
broz,브로즈
violinists,바이올리니스트
ectopic,이소성
patois,사투리
arti,아티
fantasizes,환상을 품다
tuzla,투즐라
yok,요크
broadens,넓힌다
thickets,덤불
parrotfish,앵무새고기
coloratura,콜로라투라
petered,피터드
adar,아다르
swordsmith,도공
baig,바이그
purnell,퍼넬
monogamist,일부일처주의자
daredevils,무모한 사람들
freire,프레이레
eyewash,눈속임
intemperate,절제하지 않은
raconteur,이야기꾼
midfielder,미드필더
vardon,바르돈
bald-faced,대머리
hayfield,건초밭
meyerbeer,마이어비어
fleurs,꽃
unchristian,비기독교적인
prolapsed,탈장
longchamp,롱샴
unanimity,전수
dog-eared,모서리가 접힌
rationalist,합리주의자
dum-dums,덤덤스
babysat,베이비시터
waterskiing,수상스키
skinless,껍질 없는
hubba-hubba,허바허바
masterwork,걸작
seva,세바
gambia,감비아
boudin,부댕
roubaix,루베
scalar,스칼라
discerned,식별된
fash,괴로움
take-charge,주도권을 잡다
irredeemable,되살 수 없는
child-rearing,육아
digression,탈선
horsewhip,말채찍
self-satisfaction,자기만족
gwilym,그윌림
carabiniere,카라비니에르
subcommittee,소위원회
biofeedback,바이오피드백
orthopaedic,정형외과
bourdon,부르동
purposeless,목적 없는
andris,안드리스
maybach,마이바흐
adheres,붙는다
such-and-such,이러이러이
riposte,반격
testator,유언자
glorifies,영광을 돌린다
enforceable,강제력 있는
nationalised,국유화된
dando,단도
melun,멜룬
storerooms,창고
resumption,재개
slims,슬림
ital,이탈리아어
taxi-driver,택시 운전사
kauffman,카우프만
deepwater,심해
dorking,바보짓
subtropical,아열대
schoolkids,학생들
snidely,비꼬듯이
benedek,베네덱
soares,소아레스
lost-and-found,분실물센터
ubs,ubs
tyburn,타이번
glickman,글릭먼
rough-and-tumble,거칠고 험난한
frommer,프롬머
coots,물닭
justifications,정당화
flattop,플랫탑
congregating,모이는
respirators,호흡기
muckle,머클
inf,정보
protractor,길게 끄는 것
marler,말러
vexation,짜증
considine,콘시딘
railgun,레일건
bickle,비클
yugoslavs,유고슬라비아인들
outpatients,외래 환자
christin,크리스틴
recrimination,상호 비난
defoe,디포
purpose-built,목적에 맞게 제작된
paxil,팍실
elbert,엘버트
monotheistic,유일신교
turok,투록
cont,계속
functionally,기능적으로
strome,스트롬
frizz,곱슬머리
boddy,바디
uid,uid
ipcc,ipcc
memorialize,기념하다
holtzman,홀츠만
quintal,퀸틀
silke,실케
institutionalised,제도화된
bukkake,부카케
delved,깊이 파고들었다
banishes,추방하다
ltl,ltl
wolfed,늑대처럼
aerosols,에어로졸
wheelbase,휠베이스
preheat,예열
sufficiency,충분성
humphry,험프리
homunculi,호문쿨루스
specialness,특별함
crespo,크레스포
idioms,관용구
fortieth,제 사십
finagle,속이다
nootka,누트카
spit-up,토하다
meck,메크
rafter,서까래
lifeform,생명체
saif,사이프
foolery,어리석은 짓
strafe,기총소사
dangerfield,위험지대
eidetic,사진
kla,클라
insurances,보험
yakut,야쿠트
commonalities,공통점
bus-stop,버스 정류장
peremptory,단호한
aristos,귀족
bourdain,부르댕
mamet,마멧
ball-breaker,볼 브레이커
takeover,인수
soaping,비누칠
teeter,시소
balbo,발보
ring-a-ding,링어딩
siders,사이드
lantau,란타우
disconcerted,당황한
bulldozing,불도저 작업
appointee,임명자
lunchboxes,도시락
jiangsu,장쑤성
mattel,마텔
zine,진
front-end,프런트엔드
exertions,노력
stovall,스토벌
petits,쁘띠
stilt,죽마
hexes,헥스
allowable,허용 가능한
blusters,허풍
crystallize,결정화하다
tricked-out,화려하게 꾸며진
ramsgate,램스게이트
mikawa,미카와
cooperatives,협동조합
bulgari,불가리
vileness,비열함
springwood,스프링우드
stupefying,정신을 혼미하게 만드는
unhindered,방해받지 않고
philosophic,철학적인
reenactments,재연
solicitude,갈망
exuded,분비되었다
waterski,수상스키
flossy,풀솜 같은
eccentrics,괴짜들
kasdan,카스단
sephora,세포라
fruiting,열매 맺음
rediscovery,재발견
grousing,불평
reassembling,재조립
mfa,엠파
canadiens,캐나다인들
mufflers,머플러
blain,농포
kuda,쿠다
extrapolated,외삽법
hata,하타
destabilise,불안정하게 만들다
fac,팩
edc,edc
maddock,매독
subsidizing,보조금 지급
vasey,꽃병
hetch,헤치
novosibirsk,노보시비르스크
laundries,세탁소
escondido,에스콘디도
bostwick,보스트윅
slopping,경사진
maastricht,마스트리흐트
erodes,침식하다
kanata,카나타
feely,느낌
birthdate,생년월일
cleaved,갈라진
dowries,지참금
bnp,bnp
sadomasochism,사도마조히즘
righty-ho,오른손잡이
peleliu,펠렐리우
serbo-croatian,세르보크로아티아어
chambliss,샹블리스
haw-haw,하하
brookline,개울선
hammurabi,함무라비
call-girl,콜걸
moppet,발바리
recanting,철회하다
penthouses,펜트하우스
rudiments,초보
becalmed,고요함
statuary,조상
smedley,스메들리
bigness,크기
righter,더 오른쪽
blowouts,폭발
nanak,나낙
dewdrop,이슬 방울
rosebushes,장미 덤불
broadmoor,브로드무어
murr,무르
andrus,안드러스
ringlets,곱슬머리
segregate,분리하다
circulars,회람
holberg,홀버그
sare,사레
novena,노베나
hain,하인
midweek,주중
digestible,소화 가능한
pneumonic,폐렴
grumbled,투덜거렸다
metaphoric,은유적인
atten,주의하다
lampard,램파드
legman,레그맨
quilty,퀼티
cross-contamination,교차 오염
preps,준비하다
oration,연설
spiffing,멋진
gentlemens,신사 여러분
absorber,흡수
steeply,가파르게
shutoff,차단
outfoxed,속았다
trudged,터벅터벅 걸어갔다
microorganism,미생물
varley,바를리
abscesses,농양
prats,바보들
killick,킬릭
backlit,백라이트
ecstatically,황홀하게
folger,폴저
hydrocephalus,수두증
dats,날짜
gingko,은행나무
sentience,직각
patterning,패턴화
chandar,찬다르
stomachaches,복통
whip-round,휘핑
lycanthropy,늑대인간병
spatters,흩뿌려진 것들
hole-in-the-wall,벽에 난 구멍
insures,보험을 든다
townships,타운십
mizuho,미즈호
mohs,모스
specters,유령들
sklar,스클라르
quivered,떨렸다
icecreams,아이스크림
colo,콜로
heiner,하이너
attention-seeking,관심을 끌려는
counterclockwise,반시계 방향
accosting,접근하다
novy,노비
flinders,파편
flukes,기생충
reverse-engineer,역설계하다
guzzled,벌컥벌컥 마셨다
hla,흘라
valdivia,발디비아
forearmed,전완
flipside,뒷면
high-heel,하이힐
biel,비엘
gunrunning,무기 밀매
byproducts,부산물
pressurization,가압
manifolds,매니폴드
deni,부인하다
canopies,캐노피
fuad,푸아드
edf,edf
inconspicuously,눈에 띄지 않게
iza,이자
garmin,가민
whistleblowers,내부고발자
seersucker,시어서커
yecch,예치
ferrand,페랑
chroniclers,연대기 작가들
vietminh,베트남
tiberias,티베리아스
four-poster,4주식 침대
sog,소그
tranquilized,진정된
radioman,무선 기사
sheboygan,셰보이건
coconspirator,공범자
tranquillizer,진정제
jeffreys,제프리스
rawness,생 것임
sartorial,사토리얼
tints,색조
honecker,호네커
vosges,보주 지방
self-confessed,스스로 고백한
girish,기리쉬
leftover,나머지
jeered,조롱했다
sixpack,식스팩
ruppert,루퍼트
rastafarian,라스타파리안
digests,요약
emanations,발산
maddened,미쳐버린
sublimated,승화된
trampolines,트램폴린
choristers,합창단원들
conciliation,화해
charest,차레스트
portela,포르텔라
upended,뒤집혔다
hangout,놀다
despatched,발송됨
gallegos,갈레고스
falsification,위조
jack-of-all-trades,만능 재주꾼
hole-in-one,홀인원
sequentially,순차적으로
gobsmacked,깜짝 놀랐다
faenza,파엔자
eckhardt,에크하르트
revolutionizing,혁명을 일으키다
longview,롱뷰
starlit,별빛
anas,아나스
hausfrau,주부
vigilantism,자경주의
toddling,아장아장 걷는
newhall,뉴홀
rearmament,재무장
doggedly,끈질기게
tmg,티그
carin,카린
predestination,예정론
valles,발레스
crinkly,주름진
rojak,로작
garfish,가물치
uvula,현옹수
ecstacy,황홀경
tange,탄게
chugged,벌컥벌컥 마셨다
lviv,르비우
pared,깎아낸
cadenza,카덴차
tir,티르
persecutors,박해자들
glitzy,화려한
festers,곪다
scrimping,아끼다
catalepsy,강직증
stade,스타드
tom-toms,톰톰
basilar,기저
riviere,리비에르
tramples,짓밟다
occupier,거주자
anacondas,아나콘다
obligate,고맙게 여기게 하다
notepaper,메모지
pounces,덮치다
uselessness,무용성
mendocino,멘도시노
reined,고삐를 당긴
markey,마키
sombreros,솜브레로
beter,더 나은
cross-border,국경을 넘어
shimoda,시모다
qs,질문
humouring,기분 좋게 해주는 것
addicting,중독성 있는
adaptor,어댑터
keon,케온
ceti,세티
renegotiating,재협상
pukka,푸카
gema,게마
drive-ins,드라이브인 극장
vom,vom
joppa,조파
damas,다마스
hamar,하마르
co-pay,본인 부담금
hosni,호스니
nicol,니콜
sloman,슬로먼
tannins,탄닌
rapidity,급속
redmayne,레드메인
creatine,크레아틴
startles,깜짝 놀라다
skimping,아끼다
jukeboxes,주크박스
oriel,출창
skein,타래
poisonings,중독
sit-ins,연좌 농성
retractors,리트랙터
macaque,마카크
roller-skate,롤러스케이트
gummed,끈적거리는
jarry,자리
timex,타이맥스
whack-a-mole,두더지 잡기
unsalted,무염
bicuspid,이첨판
drownings,익사
digitize,디지털화하다
out-of-bounds,경계 밖
boulanger,빵집 주인
pittsburg,피츠버그
dissociation,분리
burge,버거
wide-awake,완전히 깨어있는
gladwell,글래드웰
outstayed,체류 기간을 초과했습니다
unorganized,무질서한
individualist,개인주의자
suruga,스루가
tenderest,가장 부드러운
devises,장치하다
panoply,무장
drescher,드레셔
purports,주장하다
pocky,포키
slipshod,허술한
pitch-dark,칠흑같이 어두움
verte,베르테
self-induced,자기유도
breckinridge,브레킨리지
utley,우틀리
gannet,가넷
faecal,대변
ovulate,배란하다
well-timed,적절한 시기
go-carts,고카트
crones,노파들
foxton,폭스턴
hornby,혼비
dangly,매달린
battle-hardened,전투 경험이 풍부한
unt,언트
schroder,슈뢰더
ranchero,란체로
geoengineering,지구공학
supercharge,슈퍼차저
rebounded,반등했다
statuettes,작은 조각상들
paperless,종이 없는
easterners,동부 사람들
horseflesh,말고기
congregants,신도들
spouted,분출하다
sunnis,수니파
chanson,샹송
buck-naked,벌거벗은
dishonoring,불명예스럽게 하다
kunming,쿤밍
carrel,캐럴
chrystal,크리스탈
opm,opm
spr,봄
laurier,로리에
straight-laced,깐깐한
subwoofer,서브우퍼
cambodians,캄보디아인들
fetishism,맹목적 숭배
infesting,감염시키다
ary,ary
guangxi,광시
flits,플리츠
polyamorous,다자연애
kura,쿠라
hammonds,해먼즈
voluminous,넉넉한
unformed,미형성
doubleheader,더블헤더
flimflam,엉터리
sro,스로
dsm,디즘
deadpan,무표정하게
jowl,턱
strew,짚
panetta,파네타
kleptomania,도벽
chimeras,키메라
mystify,신비롭게 하다
chaebol,재벌
selfsame,꼭 같은
anschluss,안슐루스
foresail,앞돛
weepers,울부짖는 사람들
thankyous,감사합니다
potrero,포트레로
uncorrupted,부패하지 않은
alcohol-free,무알코올
badr,바드르
aboriginals,원주민들
gunrunning,무기 밀매
usurers,고리대금업자
perversely,변태적으로
rabia,라비아
extramarital,혼외정사
sweet-and-sour,새콤달콤한
sympathiser,동정자
casillas,카시야스
coops,협동조합
undependable,믿을 수 없는
dafydd,다피드
cova,코바
icbms,ICBMS
openshaw,오픈쇼
applicator,작은 주걱
creditable,신뢰할 수 있는
amniocentesis,양수천자
enforces,강제한다
turney,터니
colorist,컬러리스트
aqaba,아카바
spinnaker,스피네이커
widgets,위젯
kilohertz,킬로헤르츠
sids,시드
annemarie,안네마리
gameplay,게임플레이
endowments,기부금
clicquot,클릭
ftc,ftc
eder,에더
etheridge,에더리지
shriner,슈라이너
ryn,린
all-weather,전천후
existent,존재하는
cager,케이지
infrasound,초저주파
jackdaw,갈까마귀
eggbeater,프로펠러
crosstown,크로스타운
dells,델스
turnstiles,회전식 개찰구
imperialistic,제국주의
restive,불안정한
mci,mci
monoculture,단일 재배
puppeteers,인형극 배우들
peller,펠러
ill-timed,시기가 부적절한
berbers,베르베르족
andries,안드리스
moulton,몰튼
kru,크루
unworkable,실행 불가능
bethe,bethe
half-heartedly,마지못해
chanterelle,꾀꼬리버섯
dodos,도도새
slogged,힘겹게 버텼다
egg-laying,산란
saltiness,짠맛
zero-gravity,무중력
camberwell,캠버웰
previa,전치
clandestinely,은밀하게
abdul-jabbar,압둘 자바르
farnborough,파른버러
headmasters,교장
founds,설립자
wrasse,놀래기
macomber,맥콤버
shirker,기피자
guarana,과라나
letter-writing,편지 쓰기
aubergines,가지
lansdowne,랜스다운
mvc,mvc
hunchbacked,곱사등이
haise,하이세
warrens,워렌스
viewings,관람
ethernet,이더넷
bett,베트
halberd,미늘창
amazonia,아마존
unix,유닉스
senza,센자
brownout,정전
karoline,카롤린
y-fronts,Y자형 앞치마
gift-wrap,선물 포장
covetous,몹시 탐내는
turnout,투표율
fleur-de-lis,플뢰르 드 리스
nuncio,로마 교황 사절
half-century,반세기
rille,릴
reverberations,반향
loya,로야
adipocere,지방분해
menstruate,월경하다
pott,냄비
lavin,라빈
insistently,끈질기게
tainting,오염
biblically,성경적으로
vogt,보그트
ambrosius,암브로시우스
reissue,재발행
andean,안데스산
lulling,자장가
faithfull,충실한
piker,파이커
brzezinski,브르제진스키
mugabe,무가베
shaki,샤키
titular,명목상의
tulloch,툴로크
forested,숲
dafoe,다포
hafez,하페즈
piss-up,술에 취하다
priori,선험적으로
aerobatic,곡예비행
omiya,오미야
what-ifs,만약에
walkthrough,워크스루
andr,앤드르
slipknot,슬립낫
yellowing,황변
shushed,조용히 하세요
hersh,허쉬
drug-addicted,약물 중독자
gleamed,빛났다
