you,Ty
seri,seri
obs,obs
ironside,żelazna strona
lucan,Lukan
ragout,ragout
moreira,moreira
riedel,Riedel
carbuncle,ropień
salamanders,salamandry
merriweather,merriweather
conspires,spiskuje
cootie,wróbel
furthering,dalsze
permissive,dozwalający
cathode,katoda
specification,specyfikacja
masturbator,masturbator
punctuated,przerywany
neglectful,niedbały
axiom,aksjomat
nce,nce
full-page,całostronicowy
oporto,Porto
ever-increasing,stale rosnący
penny-ante,grosz-ante
bewilderment,oszołomienie
intercession,wstawiennictwo
kogan,kogan
sef,siebie
nacelle,gondola
neapolitans,neapolitańczycy
taciturn,małomówny
brokaw,brokaw
parsi,Parsowie
sanctus,sanktuarium
overhauled,odnowiony
spetsnaz,Specnaz
yellowtail,żółtoogon
bling-bling,błyskotki
carbolic,karbolowy
spacesuits,skafandry kosmiczne
layabouts,obiboki
meleager,meleager
frink,frink
cib,cib
strenuously,mozolnie
raskin,raskin
backfield,pole obronne
cradling,krążyna
wenn,kiedy
filmmakers,filmowcy
panhandling,żebractwo
reticence,małomówność
acetaminophen,paracetamol
hubcap,kołpak
snuffles,pociąganie nosem
twitched,drgnął
iblis,iblis
rathole,nora szczura
spearheading,przewodzić
preeminent,wybitny
psp,psp
sweetmeats,łakocie
rendell,Rendell
abit,trochę
must-have,niezbędny
frustrates,frustruje
asclepius,Asklepios
codenamed,o nazwie kodowej
codpiece,ochraniacz
coups,zamachy stanu
lattin,łacina
funneling,lejek
unfasten,odpiąć
aldebaran,aldebaran
swirled,zawirował
giotto,Giotto
schiffer,schiffer
ripening,dojrzewanie
shanker,tchórz
musings,rozważania
insurers,ubezpieczyciele
quasi,prawie
cleves,kliny
yokosuka,Yokosuka
techie,technik
ledoux,ledoux
episcopal,biskupi
fads,mody
aca,aca
meadowlark,skowronek łąkowy
landmass,masa lądowa
cannelloni,cannelloni
dep,zależnośc
auden,Auden
shinn,błyszczeć
quilted,pikowany
minaret,minaret
esper,esper
shuddered,zadrżał
self-denial,samozaparcie
sympathized,współczuł
bedouins,Beduini
sumerians,Sumerowie
mascarpone,mascarpone
bunkie,bunkie
ravenswood,Kruczy Las
discolored,odbarwiony
obscenely,obscenicznie
deads,zmarli
rubinstein,Rubinstein
stagehand,pracownik sceniczny
tisdale,Tisdale
mollusk,mięczak
anaemic,anemiczny
knickerbocker,slipbocker
lactic,mlekowy
refit,remont
pelting,obrzucanie
gb,Wielka Brytania
ridgefield,Ridgefield
partitions,partycje
feld,pole
capillary,kapilarny
novi,nowy
reinhard,Reinhardt
repertory,repertuar
opting,wybierając
supersedes,zastępuje
brower,przeglądarka
prepubescent,przedpokwitaniowy
backstab,cios w plecy
dinks,drinki
starke,Starke
traversed,przebył
anally,analnie
whitehorse,biały koń
codenamed,o nazwie kodowej
capitalized,pisane wielką literą
lubitsch,lubitsch
gyros,żyroskopy
vieux,stary
cebu,Cebu
angelino,anioł
jarrah,jarrah
quattro,quattro
pabst,Pabst
gushes,tryska
waugh,waugh
restricts,ogranicza
arima,arima
montreuil,Montreuil
moshi,moshi
scammer,oszust
toadstool,muchomor
cronin,kronina
shelving,regały
altan,altan
outranks,przewyższa rangą
rosi,róż
gaffe,błąd
denier,deniera
shaughnessy,Shaughnessy
kot,kot
agave,agawa
crabbing,łowienie krabów
beppe,beppe
chickpea,groch włoski
incineration,spopielanie
wass,wass
sauer,kiszony
pint-sized,wielkości kufla
wushu,wushu
self-discovery,odkrycie siebie
sisters-in-law,szwagierki
etruscans,Etruskowie
aubry,Aubry
bytes,bajty
cowgirls,kowbojki
gingham,bawełniany materiał w kratkę
repellant,środek odstraszający
antipathy,niechęć
salespeople,sprzedawcy
cognizant,kompetentny
non-veg,mięsne
randa,Randa
gtr,gtr
armadillos,pancerniki
syncope,omdlenie
mottram,mottram
merest,najmniej
facades,fasady
placido,placido
tern,terno
innes,innes
rodolphe,Rodolphe
unburdened,nieobciążony
woodie,drewno
hemostat,hemostat
dockyard,stocznia
ionized,zjonizowany
internships,staże
bernt,bernt
concurrent,równoległy
criminologist,kryminolog
scruggs,Scruggs
quod,areszt
biographical,biograficzny
comedown,zejście
neutralizes,neutralizuje
grazers,roślinożercy
acclimated,zaaklimatyzował się
nto,do
nozzles,dysze
authored,autorem
aborigine,aborygen
gymnastic,gimnastyczny
dewan,dewan
xs,xs
gussy,gussy
doorsteps,progi
overcoats,płaszcze
albans,Albans
mura,mura
bursitis,zapalenie torebki stawowej
bronzer,bronzer
guestroom,pokój gościnny
blanketed,przykryty
councilors,radni
alpacas,alpaki
herz,serce
minogue,minoga
naturalistic,naturalistyczny
alfaro,Alfaro
brazier,kotlarz
houser,gospodarz
mixtures,mieszanki
anti-inflammatory,przeciwzapalny
banjos,banjo
nosed,nosowy
stendhal,Stendhal
pye,pye
internist,internista
ginkgo,ginkgo
intimacies,intymności
goaded,podjudzany
schmo,szmaciarz
hendry,Hendry
distillation,destylacja
confounding,mylący
bloodthirsty,krwiożerczy
huss,huss
levees,wały przeciwpowodziowe
vesper,nieszpory
dished,wygięty
pluses,plusy
pirating,piractwo
lave,płynąć
afterbirth,łożysko i błony płodowe
worrywart,martwić się
reverting,powracanie
abscond,zbiec
parsifal,Parsifal
presbytery,prezbiterium
stoat,gronostaj
mccloskey,McCloskey
ims,ims
passbook,książeczka bankowa
kerwin,kerwin
bunco,bunco
giv,dawać
gild,gildia
foist,narzucać
earthen,gliniany
directionality,kierunkowość
letta,litera
tonsillitis,zapalenie migdałków
pressurised,pod ciśnieniem
consents,zgody
brownlow,brązowy nisko
fairlie,fairlie
bandleader,lider zespołu
ramachandran,Ramadandrana
compensates,kompensuje
contaminant,zanieczyszczenie
collate,zestawić
schoolroom,klasa
beary,niedźwiedzi
blanch,sparzyć
tottering,chwiejny
hazed,zamglony
federica,Federica
roommate,współlokator
frenchwoman,Francuzka
paiute,paiute
cuca,cuca
self-criticism,samokrytycyzm
glamor,urok
arminius,Arminiusz
dt,dt
altos,alty
butternut,dynia zwyczajna
britannica,Britannica
zoolander,zoolander
phish,phishing
smirnoff,smirnoff
piraeus,Pireus
weeded,odchwaszczony
advertises,reklamuje
corliss,Corliss
culloden,culloden
quarterfinals,ćwierćfinały
endive,endywia
regressing,regresja
souped-up,podrasowany
shrift,spowiedź
goeth,Goeth
wac,wac
whoreson,skurwysyn
hinds,łanie
arcadian,arkadyjski
scrupulously,skrupulatnie
year-long,trwający od roku
humvees,humvee
jemmy,łom
hemorrhages,krwotoki
suckled,ssał
mythologies,mitologie
six-shooter,sześciostrzałowy
drogo,droga
wolly,wilkołak
communicable,zaraźliwy
age-appropriate,odpowiedni do wieku
mallick,mallick
clued,zorientowany
hermanos,hermanos
dickensian,dickensian
headrest,zagłówek
consuls,konsulowie
lunges,wypady
kilburn,Kilburn
energizer,energetyzator
wisps,kosmyki
mountford,Mountford
weissman,Weissman
solomons,Salomonów
halfwits,półgłówki
ricard,Ryszard
reverberating,odbijający się echem
nonnegotiable,nie podlegający negocjacjom
tah,tah
haver,mieć
tatar,Tatar
urs,nasz
infuriates,wkurza
widget,widżet
eas,łatwe
erecting,wznoszenie
antemortem,przedśmiertny
rebooted,ponownie uruchomiony
mcnaughton,McNaughton
laurin,Laurin
fill-in,wypełnić
bad-boy,zły chłopiec
greyson,Greyson
heros,bohaterowie
reebok,reebok
micromanage,mikromanagement
sumer,lato
take-home,do domu
colonist,kolonista
personalize,być uosobieniem
liquidating,likwidacja
friended,zaprzyjaźniony
donnell,Donnell
vander,vander
hulking,niezdarny
bayer,Bayer
nouvelle,nowa
opel,opel
sublevel,podpoziom
licentious,rozpasany
rigatoni,makaron rigatoni
alr,już
aina,Aina
northrup,północny
encode,kodować
monza,monza
recedes,ustępuje
topsail,marsel
presidio,prezydium
greville,Greville
videographer,wideograf
bathurst,Bathurst
knightly,rycerski
marwood,marwood
mable,mable
sparrowhawk,krogulec
basu,basu
gumdrop,żelki
apollonia,Apollonia
molyneux,molyneux
tring,tring
sours,kwaśne
tutto,tutto
kw,kw
bleek,ponury
hieroglyphic,hieroglificzny
tiernan,tiernan
bric-a-brac,bibeloty
ablutions,ablucje
hairier,bardziej owłosiony
alessio,Alessio
soft-spoken,cichy
inborn,wrodzony
bronstein,Bronstein
lose-lose,przegrana-przegrana
curly-haired,kręconych włosów
partaking,uczestniczący
uncircumcised,nieobrzezany
selassie,Selassie
hanker,tęsknić
interspecies,międzygatunkowy
instep,podbicie
satiated,nasycony
vina,wino
cognacs,koniaki
sunburnt,opalony
inviolable,nienaruszalny
cradles,kołyski
maidenhead,dziewictwo
pica,cycero
prichard,prichard
carrick,Carrick
escapism,eskapizm
nda,nie ma
rejuvenating,odmładzający
abductees,porwanych
fy,fy
toole,narzędzie
sneezy,kichający
apoplexy,apopleksja
gorham,gorham
tpa,tpa
normalize,normalizować
srinagar,Śrinagar
creationism,kreacjonizm
coto,coto
diefenbaker,Diefenpiekarz
doppelgangers,sobowtóry
underweight,niedowaga
waddles,chód kaczkowaty
laze,leniuchować
bipedal,dwunożny
misdemeanour,wykroczenie
trapani,trapani
cutouts,wycinanki
flatfooted,płaskostopy
osterman,osterman
attainable,osiągalny
sceptic,sceptyk
crucifying,ukrzyżowanie
franke,franka
utilitarian,utylitarny
sondheim,sondheim
blunted,stępiony
inlay,intarsja
issei,issei
swati,swati
broadsword,pałasz
voiceprint,odcisk głosu
belafonte,Belafonte
intermediaries,pośrednicy
misnomer,błędna nazwa
get-togethers,spotkania towarzyskie
homeschooling,edukacja domowa
saner,rozsądniejszy
jiggles,trzęsie się
houten,Houten
novo,nowy
muchacha,muchacha
counterterrorism,przeciwdziałanie terroryzmowi
brittney,Brittney
keywords,słowa kluczowe
otero,inne
mufti,mufty
honest-to-goodness,szczerze mówiąc
poste,poczta
permeated,przesiąknięty
guttenberg,Guttenberg
rowers,wioślarze
fixings,mocowania
kolkhoz,kołchoz
undersecretary,podsekretarz
tinkers,majsterkowicze
grazes,ociera się
habe,habe
generalized,uogólniony
caning,chłosta
procrastination,kunktatorstwo
rotational,rotacyjny
sheeran,Sheeran
catchphrases,slogany
retardation,opóźnienie
remorseless,bezlitosny
borodin,borodin
creeds,wyznania wiary
bina,bina
genocidal,ludobójczy
niemeyer,Niemeyer
city-states,miasta-państwa
pouncing,rzucenie się
shareef,udział
clintons,Clintonowie
oligarchy,oligarchia
ashur,aszur
adolphus,Adolf
wettest,najmokrzejszy
scrimp,żałować
newtown,nowe miasto
cooperman,Cooperman
tristate,trójstanowy
cricketers,krykieciści
a2,a2
calaveras,kalavery
stilwell,nadal
thumbnail,zwięzły
martineau,martineau
foremen,brygadziści
wispy,delikatny
carnie,karnawał
bridgehead,przyczółek
beaux,wielbiciele
ashanti,Aszanti
harangue,oracja
obata,obata
fisting,pięść
wigan,Wigan
repairmen,fachowcy
kreuger,kreuger
gainst,przeciwny
rou,ru
overstay,przedłużać pobyt
norther,północny
c-span,C-rozpiętość
adra,adra
tetracycline,tetracyklina
blakey,Blakey
masterly,mistrzowski
airbus,Airbus
aaronson,Aaronson
redistribute,redystrybuować
menken,menken
hilarity,wesołość
keough,keough
iki,iki
irreparably,nieodwracalnie
force-feed,wymuszone podawanie
bindi,bindi
skits,skecze
celestina,Celestyna
expiring,wygasający
gish,gish
compendium,kompendium
galoot,niedźwiedź
infantryman,piechur w wojsku
rigo,rigoo
bonilla,bonilla
mycenae,mykeny
stepdaughter,pasierbica
vouching,poręczanie
accelerators,akceleratory
worser,gorszy
whi,biały
flamed,płonący
webcast,transmisja internetowa
major-league,liga główna
geologically,geologicznie
landless,bezrolny
haviland,haviland
breakneck,niebezpieczny
rapa,rapa
unhitch,odczepić
rockabilly,rockabilly
visualized,wizualizowane
sawn,przepiłowany
eastwards,na wschód
dingleberry,dingleberry
aquamarine,akwamaryn
starry-eyed,gwiaździstym okiem
squirrely,wiewiórkowaty
unsuited,nieodpowiedni
fancying,fantazja
squaws,Indianki
blackmore,Blackmore
toland,toland
fujian,Fujian
kandy,Kandy
top-up,doładowanie
second-story,drugie piętro
aromas,aromaty
coda,coda
mesmerize,hipnotyzować
jocasta,Jokasta
beekeeping,pszczelarstwo
greeter,witacz
emptier,bardziej pusty
enclosures,obudowy
nata,nata
textured,teksturowany
lemony,cytrynowy
double-breasted,dwurzędowy
self-satisfied,zadowolony z siebie
somerville,Somerville
emotive,emocjonalny
mondrian,Mondrian
viciousness,złośliwość
tarquin,tarkwinia
freyja,Freja
sida,sida
bayley,Bayley
alphonso,Alfons
gastronomic,gastronomiczny
detachable,odłączany
tough-guy,twardziel
crusted,skorupowy
arbuthnot,arbuthnot
kumquats,kumkwaty
gnashing,zgrzytanie zębami
prefab,domek z prefabrykatów
forgivable,wybaczalny
femmes,kobiety
maro,maro
babak,babak
saa,tato
lett,Łotysz
ghandi,Ghandi
squeaky-clean,nieskazitelnie czysty
shunted,przetoczony
howitzer,haubica
displacing,przemieszczanie
loam,ił
golgotha,Golgota
frappuccino,frappuccino
channelled,kierowany
dethrone,zdetronizować
posit,wysunąć jako postulat
blockaded,zablokowany
shallower,płytszy
nicaraguan,nikaraguańska
self-fulfilling,samospełniające się
jockeying,dżokejowanie
scornful,pogardliwy
mesmerising,hipnotyzujący
abelard,Abelard
cosme,kosmetyk
cun,kutafon
chaperoned,nadzorowany
sedans,sedany
trevelyan,Trevelyan
asshat,dupek
fois,foie
prefontaine,prefontaine
fraudster,oszust
overplayed,przesadzony
emeritus,emerytowany
unionist,unionista
bullfights,walki byków
celadon,seladon
schlepping,ciągnięcie
hankies,chusteczki
humanistic,humanistyczny
cheviot,szewiot
analogous,analogiczny
echigo,echigo
networked,połączony w sieć
trudge,brnąć
yearling,roczniak
drysdale,Drysdale
lotz,lotz
homily,homilia
afonso,Afonso
pullout,wysuwany
tante,ciocia
tenderfoot,nowicjusz
kerfuffle,zamieszanie
great-grandchildren,prawnuki
heeled,na obcasach
nbsp,nbsp
metastasis,przerzut
hiko,hiko
ethylene,etylen
rivington,Rivington
novocaine,nowokaina
gett,gett
enthralling,czarujący
kitch,kitch
tipple,pić
hankey,chusteczka
entangle,zaplątać
budgetary,budżetowy
vertebrate,kręgowiec
anzac,Anzac
lonergan,lonergan
rausch,Rausch
tutti-frutti,tutti-frutti
lillehammer,lillehammer
subtracting,odejmowanie
meis,Meis
transpires,dzieje się
rameses,Ramzes
performance-enhancing,zwiększające wydajność
quasars,kwazary
patronized,patronowany
samo,samo
bathory,Batory
shyly,trwożnie
seductively,uwodzicielsko
adhesions,zrosty
voigt,voigt
rower,wioślarz
suriname,Surinam
calabrese,kalabryjski
ababa,Abeba
chungking,chungking
mouton,mouton
ecologist,ekolog
hour-long,godzinny
journeying,podróżowanie
ashen,popielaty
lollies,lizaki
entomology,entomologia
maidan,majdan
coldhearted,bezduszny
stewardship,zarządzanie
engle,angielski
rabat,rabat
ably,sprawnie
retrofitted,zmodernizowany
shani,Shani
ector,ektor
page-turner,wciągająca lektura
contorted,wykrzywiony
motorways,autostrady
arcing,łuk elektryczny
senhora,pani
caterwauling,wycie
cloven,rozszczepiony
reindeers,renifery
tills,kasy
sens,sens
shipman,statek
conforming,konformistyczny
tabi,tabi
kym,Kym
eavesdropped,podsłuchiwał
poss,możliwość
tuareg,Tuaregowie
strachan,strachan
drawl,cedzenie
week-long,tygodniowy
unforeseeable,nieprzewidywalny
showpiece,eksponat
averell,averell
arielle,Arielle
carbone,węgiel
gauchos,gauchowie
enveloping,otulający
putt-putt,putt-putt
confit,konfitura
double-date,podwójna randka
scribbler,pismak
telemarketer,telemarketer
bunghole,odbyt
noto,noto
distill,destylować
unravels,rozpada się
nonchalance,nonszalancja
cuevas,jaskinie
slivers,drzazgi
layabout,próżniak
jeer,docinek
dullness,szarzyzna
imprinting,nadruk
obscuring,zaciemniający
arrondissement,okręg
cassis,porzeczka czarna
rapacious,drapieżny
nib,stalówka
counteroffer,kontroferta
all-nighters,nocnych czuwań
hatchling,pisklę
focussed,skupiony
litmus,lakmus
dancy,taneczny
faint-hearted,tchórzliwy
norn,norn
nickel-and-dime,pięciocentówka
casas,domy
burnley,Burnley
threadbare,banalny
gilley,Gilley
kashima,kashima
audits,audyty
multicolored,wielobarwny
meanies,złośliwcy
shunning,unikanie
benzodiazepine,benzodiazepina
sehr,bardzo
clansmen,członkowie klanu
alleles,allele
cockburn,oparzenia penisa
hok,hok
eighty-two,osiemdziesiąt dwa
nieman,Nieman
azimuth,azymut
sira,Sira
kasai,kasai
briskly,fertycznie
auvergne,Owernia
inconveniencing,uciążliwe
envying,zazdrość
toblerone,toblerone
leica,leica
bauhaus,Bauhaus
phenom,fenomen
baser,podstawowy
fothergill,fothergill
weathering,zwietrzenie
tura,tura
itineraries,trasy
negress,Murzynka
hieronymus,Hieronim
stopgap,prowizorka
narciso,narcyz
muscle-bound,umięśniony
contends,twierdzi
afeard,przestraszony
papist,papista
jiving,jiving
tko,tko
iwasaki,iwasaki
subzero,poniżej zera
brawny,krzepki
cockfighting,walki kogutów
discards,odrzuca
aerodrome,lotnisko
undercurrent,podkład
solan,solan
seco,seco
dufour,dufour
dogmatic,dogmatyczny
objectified,uprzedmiotowiony
foi,foi
lemuel,Lemuel
alexandrine,aleksandryn
cecelia,Cecylia
asphyxiate,udusić się
dispositions,dyspozycje
goiter,wole
byte,bajt
double-jointed,dwuczęściowy
stickin-the-mud,przyklejanie się do błota
antiviral,środek przeciwwirusowy
mephisto,Mefisto
mom-and-pop,rodzinny
leicestershire,Leicestershire
unflinching,nieugięty
overhand,z góry
corporals,kaprale
monstrosities,potworności
end-stage,stadium końcowe
wracking,niszczenie
bregman,bregman
abhorred,znienawidzony
jawline,linia żuchwy
sagebrush,szałwia
inhalers,inhalatory
adagio,adagio
hootenanny,huczna zabawa
mullin,Mullin
finisher,apreter
manky,manky
farrelly,farrelly
graphically,graficznie
woodpeckers,dzięcioły
parables,przypowieści
bms,BMS
papoose,dziecko indiańskie
mah-jongg,mahjongg
strozzi,strozzi
premiership,premierostwo
lengthened,przedłużony
nardi,nardowy
counterintelligence,kontrwywiad
carload,ładunek wagonowy
dermatitis,zapalenie skóry
martindale,martindale
nutsy,szalony
atc,ATC
braise,udusić
short-circuited,zwarcie
manhandling,znęcanie się
damndest,najgorsza
dif,różnica
gird,przepasywać
dorsett,Dorsett
schoolbooks,podręczniki szkolne
baptizing,chrzczenie
ved,ved
deftly,zręcznie
surfs,surfuje
esperanto,esperanto
creon,Kreon
oxygenated,utleniony
subsurface,podpowierzchniowy
serenading,serenadowanie
esma,esma
pompidou,pompidou
lanyon,lanyon
showoffs,popisy
rspca,RSPCA
transcending,przekraczanie
ile,ile
gutman,Gutman
cockle,kąkol
agro,agro
wetzel,wetzel
haakon,Haakon
cashes,gotówki
tuns,tuny
blurs,rozmycia
cut-rate,obniżona cena
bakewell,Bakewell
whippersnapper,smarkacz
gusty,porywisty
pontoons,pontony
ogi,ogi
cathay,Kataj
breda,Breda
jeweled,klejnotami
behoove,wypadać
immersive,pochłaniający
encrypt,zaszyfrować
camisole,stanik
pili,pilusy
knott,węzeł
herculean,herkulesowy
deactivation,dezaktywacja
wolfowitz,wilkowitz
tonsil,migdałek
rothwell,Rothwell
predate,antydatować
hillard,Hillard
hamel,hamel
fiendishly,diabelnie
indulges,oddaje się
stabilizes,stabilizuje
noddy,noddy
velocities,prędkości
joffre,joffre
force-field,pole siłowe
imps,chochliki
assi,pomoc
hobnob,kumać się
jerk-offs,palantów
calving,cielenie się
inflates,nadmuchuje
palmas,palmy
caffe,kawiarnia
kem,kem
jetting,odrzutowiec
slotted,szczelinowy
meted,mierzony
kombucha,kombucha
mikel,Mikel
conservationists,obrońcy środowiska
perrault,Perrault
konig,królewicz
eldritch,nieziemski
psyching,psychoza
casio,Casio
brod,brod
peritoneum,otrzewna
endocrine,dokrewny
soluble,rozpuszczalny
ploys,podstępy
guilds,gildie
radio-controlled,sterowany radiowo
heterosexuals,heteroseksualiści
sayest,mówi
cowhand,kowboj
moffatt,Moffatt
patroness,patronka
yippie,wesoły
alderson,Alderson
