you,du
antimony,antimon
impermanence,forgængelighed
dimon,dimon
recheck,gentjek
klemens,Klemens
zilla,zilla
g-rated,g-klassificeret
malachite,malakit
detoxification,afgiftning
weak-kneed,svage knæ
palling,palling
armors,rustninger
patters,mønstre
throwdown,nedkastning
rebuilds,genopbygninger
analytics,analyser
inhouse,internt
rabbinical,rabbinsk
trusses,spær
atchison,atchison
baltazar,Baltazar
gpo,gruppepolitik
delmas,delmas
marshalling,rangering
dingdong,dingdong
freeborn,frifødt
erector,opstiller
urbana,urban
muti,muti
naturalism,naturalisme
bosa,bosa
sandoz,sandoz
montagne,bjerg
phenol,fenol
telomeres,telomerer
anti-terror,antiterror
padgett,Padgett
absolving,frikende
highlighter,overstregningstusch
ents,enter
proffered,tilbudt
soundless,lydløs
emasculate,emasculere
corneille,Corneille
lecce,Lecce
cruncher,knuser
precipitating,udfældning
dewhurst,dughurst
industrial-strength,industriel styrke
patiala,patiala
beaned,bønne
xenophobia,fremmedhad
toyland,legetøjsland
teddy-bear,bamse
retakes,omtagninger
coatroom,garderobe
blue-chip,blue-chip
laverty,lavery
multifaceted,mangesidet
shackleford,Shackleford
pavilions,pavilloner
locksmiths,låsesmede
mizrahi,mizrahi
adverb,biord
fold-out,udklappelig
smocks,kitler
dux,dux
cellos,celloer
isolationist,isolationistisk
hometowns,hjembyer
dappled,plettet
repossessing,tilbagetagelse
abdu,abdu
dorman,dvale
ho-hum,ho-hum
ejaculating,ejakulering
cle,cle
grimacing,grimasser
excreted,udskilt
anti-smoking,anti-rygning
lotteries,lotterier
genera,slægter
civic-minded,samfundsbevidst
gasworks,gasværk
geh,geh
chaplains,præster
growler,growler
bettered,forbedret
astroturf,kunstgræs
off-center,ude af centrum
mitcham,Mitcham
decelerating,deceleration
frolics,munterhed
samsonite,samsonit
phosphorescent,fosforescerende
newsom,newsom
dreamworld,drømmeverden
iterations,iterationer
griffon,griffon
pendle,pendle
animating,animering
erroneously,fejlagtigt
timekeeping,tidtagning
unwisely,uklogt
spanish-american,spansk-amerikansk
underdone,undertilberedt
doorkeeper,dørvagt
hieroglyph,hieroglyf
theremin,theremin
heart-lung,hjerte-lunge
databanks,databaser
fatt,fedt
wielder,bruger
silver-tongued,sølvtungede
topcoat,topcoat
voyeuristic,voyeuristisk
enchantments,fortryllelser
oblation,offergave
conspiratorial,konspiratorisk
blow-off,afblæsning
crescendos,crescendoer
wide-ranging,vidtrækkende
halton,halton
aficionados,entusiaster
ethnicities,etniciteter
dropkick,dropkick
brickwork,murværk
afterworld,efterverdenen
malbec,malbec
formalin,formalin
scandinavians,skandinavere
self-government,selvstyre
unneeded,unødvendig
lowbrow,lavpande
bellegarde,bellegarde
quinto,femten
cbd,cbd
spoonfed,skefodret
antitank,antitank
chlorate,klorat
fuck-off,fucking
mortgaging,belåning
scry,skrige
palaeontologist,palæontolog
worrell,Worrell
sexpot,sexpotte
passy,passy
ovations,ovationer
mclain,McLain
isidor,Isidor
dominica,Dominica
grubbs,larver
kaputt,kaputt
gaijin,gaijin
backsliding,tilbagefald
associative,associativ
stowing,stuvning
pre-owned,brugt
overeat,overspise
receivership,konkursbobehandling
politicized,politiseret
coriolanus,coriolanus
experimentally,eksperimentelt
whitish,hvidlig
bedroll,sengerulle
lvov,Lviv
presbyterians,presbyterianere
ophthalmology,oftalmologi
oyo,oyo
blanchett,Blanchett
corralled,indhegnet
treasons,forræderier
unfriend,fjern venner
plutarch,Plutark
incendiaries,brandstifter
fulvia,fulvia
bodybuilders,bodybuildere
yad,yad
horsewhipped,hestepisket
foreshadowing,forvarsel
provocateurs,provokatører
iniquitous,uretfærdig
reavis,Reavis
whities,hvide
lamprey,lampret
re-engage,genindgå
boomerangs,boomeranger
trustworthiness,troværdighed
thon,Thon
mcloughlin,McLoughlin
thems,dem
levey,levey
souse,sovs
umami,umami
kumasi,kumasi
downes,nedture
beckenbauer,beckenbauer
dps,dps
pga,PGA
repulses,frastøder
well-founded,velbegrundet
blustery,blæsende
corrientes,Corrientes
bentleys,Bentleys
udall,udall
fucktard,fucktøs
sweetening,sødning
aquila,vandfugl
shutterbug,lukker
calley,calley
ciu,ciu
confab,konfab
kop,kop
juris,juris
meerut,Meerut
teem,myldrende
irrationality,irrationalitet
shunting,rangering
dragomir,dragomir
cgt,kbt
ajmer,Ajmer
longshoremen,havnearbejdere
automatons,automater
trigg,udløser
myopia,nærsynethed
fraga,fraga
nygaard,Nygård
officiated,officieret
bartoli,Bartoli
detonations,detonationer
howitzers,haubitser
confidants,fortrolige
chasms,kløfter
ough,nok
legumes,bælgfrugter
survivability,overlevelsesevne
grappler,griber
dispenses,dispenserer
withe,med
upland,højland
nrc,NRC
bostock,bostock
supergrass,supergræs
felines,kattedyr
sandlot,sandlod
victoriously,sejrrigt
bohan,Bohan
resurfacing,genbelægning
macgill,macgill
boothby,boothby
roon,værelse
renegotiation,genforhandling
apd,apd
edsel,edsel
buna,bunad
passel,passel
nonstarter,ikke-startende
menaced,truet
blubbing,blubbing
macbride,Macbride
geste,gestus
motorcyclists,motorcyklister
gabardine,gabardin
wedgwood,Wedgwood
gj,gj
nowheres,ingen steder
coiling,oprulning
pashmina,pashmina
credulity,godtroenhed
jahangir,jahangir
scallywags,scallywags
honker,honker
saucepans,gryder
diplodocus,diplodocus
allosaurus,allosaurus
long-sleeved,langærmet
submariners,ubådsfarere
glittered,glitrede
hecklers,hecklere
rusts,ruster
pterodactyls,pterodactyler
deportees,deporterede
incipient,begyndende
weg,vej
steadier,mere stabil
resold,videresolgt
jpeg,jpeg
blunderbuss,klovnebus
insupportable,uudholdelig
in-box,indbakke
mealy-mouthed,melet mund
cotton-picking,bomuldsplukning
antebellum,førkrigstiden
bfg,bedsteforældre
cardin,kardin
baris,baris
brien,Brien
bie,bie
swellest,svulmende
imperatives,imperativer
teaspoonful,teskefuld
endoscopic,endoskopisk
pekinese,pekinesisk
kindnesses,venligheder
cystitis,blærebetændelse
backstabbers,bagmænd
macrame,makrame
fornicated,utugt
mushed,most
tempests,storme
polythene,polyethylen
battery-powered,batteridrevet
verbiage,ordsprog
macumba,macumba
emoticons,emotikoner
tidiness,ryddelighed
bite-size,mundfuld
remarried,gift igen
thaler,thaler
parp,parp
delly,delly
crocked,crocked
lowestoft,Lowestoft
hamelin,Hameln
svoboda,svoboda
chav,chav
cockiness,selvsikkerhed
twanging,twanging
reawaken,genopvågne
lavelle,lavelle
farsighted,fremsynet
infante,spædbarn
sarcophagi,sarkofager
marblehead,marmorhoved
enlists,hverver
cogswell,tandhjulsbrønd
crewmates,besætningsmedlemmer
costars,medstjerner
uncalled-for,uopfordret
fav,favorit
marfan,marfan
todas,alle
ruud,Ruud
newlyweds,nygifte
incomparably,uforligneligt
partway,halvvejs
bantry,bantry
tampere,Tampere
oxygenation,iltning
feeb,feb
keenest,ivrigste
unclassified,uklassificeret
mezzo,mezzo
welk,vel
stockyard,kvæggård
rostrum,talerstol
transfiguration,forvandling
ewald,Ewald
ingot,barre
throckmorton,throckmorton
attributing,tilskrive
gaumont,gaumont
readymade,færdiglavet
metrocard,metrokort
cavil,spydighed
bimini,bimini
explosively,eksplosivt
arum,arum
hurwitz,Hurwitz
sit-up,mavebøjning
maree,maree
chola,chola
miche,miche
immobilised,immobiliseret
bombshells,bomber
exfoliating,eksfolierende
ldf,ldf
cockerels,haner
jama,jama
calc,beregning
magnesia,magnesia
unsexy,usexet
paragliding,paragliding
hookups,tilslutninger
popgun,popgun
lates,sene
ween,mellem
pomposity,pompøsitet
misrepresenting,vildledende fremstilling
suddenness,pludselighed
milkweed,mælkebøtte
monoid,monoid
amandine,amandine
dishrag,opvaskeklud
vcs,vc'er
attlee,Attlee
digged,gravede
overloads,overbelastninger
carps,karper
choko,choko
resurfaces,dukker op igen
moises,moises
beta-blockers,betablokkere
emphasised,understreget
corvettes,korvetter
nikolayev,Nikolajev
milch,mælk
rivero,rivero
second-guessed,tvivlsom
risk-free,risikofri
dysart,dysart
fmri,fmri
binging,overspisning
sipes,lameller
fidelis,fidelis
chokehold,kvælertag
misunderstands,misforstår
ocs,OC'er
sinuous,bugtet
reprobates,fordømte
santorum,santorum
rive,flod
crampons,steigeisen
hardcover,indbundet
tenorio,tenorio
mapleton,Mapleton
ashbury,Ashbury
paton,paton
neurologists,neurologer
ass-kisser,røvkysser
fis,fisk
yenta,yenta
sandbagging,sandposer
tranquillisers,beroligende midler
thermoses,termokander
homburg,Homburg
salivary,spyt
snuffbox,snusdåse
toney,toney
dease,død
numbskulls,numbskulls
basked,solede sig
harems,haremer
sleepily,søvnigt
nussbaum,nussbaum
re-release,genudgivelse
iie,iie
pua,pua
dozier,dozier
sassing,frækhed
moffett,Moffett
motorhead,Motorhead
geithner,Geithner
hauer,hauer
prosecutes,retsforfølger
stigmatized,stigmatiseret
ipa,ipa
howells,Howells
urea,urinstof
sugarless,sukkerfri
rotters,rådnere
incriminates,inkriminerer
rado,rado
pella,pella
kentish,kentish
twitty,twitty
doty,doty
toehold,fodfæste
conjectures,formodninger
chamberlin,Chamberlin
berrigan,berrigan
schick,skikkelse
equidistant,lige langt fra hinanden
supersize,supersize
hardee,hård
unadorned,usmykket
tie-up,sammenbinding
taiping,taiping
pasteurized,pasteuriseret
upper-level,øvre niveau
put-down,nedlægge
slattern,doven
tambourines,tamburiner
prohibitions,forbud
bespectacled,bebrillede
noshing,næse
self-medicate,selvmedicinere
auric,aurisk
khar,khar
dreamgirls,drømmepiger
mcaleer,McAleer
lst,lst
hematomas,hæmatomer
caulking,fugemasse
american-style,amerikansk stil
parkins,parkins
safeguarded,beskyttet
dactyl,daktyl
ludacris,Ludacris
scarlatti,scarlatti
marechal,marechal
avn,avn
playbill,spilleplakat
vampiric,vampyr
streaker,striber
afterschool,efter skoletid
remodelling,ombygning
handsaw,håndsav
syncopation,synkopering
pointedly,efterspurgt
tilled,dyrket
impeller,løbehjul
mothered,moder
franciscans,franciskanere
expensively,dyrt
matin,morgenstund
hedgerows,hække
metallurgical,metallurgisk
pipa,pipa
fakery,forfalskning
refundable,refunderes
pacs,pacs
loe,lø
gielgud,gielgud
breastbone,brystbenet
hmas,hmas
hader,hader
poy,poy
rebrand,rebranding
adjudication,bedømmelse
tharp,tharp
nashua,nashua
watercolours,akvareller
somatic,somatisk
karam,karam
memorization,udenadslære
arks,arke
goulet,goulet
alfresco,udendørs
indolent,doven
kindergartens,børnehaver
rapscallion,rapscallion
disembowelled,udhulede
matchboxes,tændstikæsker
enjoined,påbudt
subscribes,abonnerer
a-b-c,a-b-c
grist,gryn
spellings,stavemåder
cavort,løbe rundt
evangelista,evangelista
polygraphs,polygrafer
hoberman,Hoberman
timi,timi
mpaa,mpaa
uneasily,uroligt
jelinek,Jelinek
pergola,pergolaen
refrigerate,køles ned
purport,formål
repositioned,omplaceret
patagonian,patagonsk
encircles,omkranser
ticker-tape,tickerbånd
harkens,harkens
mark-up,mark-up
igloos,igloer
re-run,genudfør
swallower,sluger
sailfish,sejlfisk
vauban,Vauban
concurs,er enig
rheims,Reims
lyssa,lyssa
adorably,yndigt
indicting,anklage
whisks,piskeris
seraph,serafer
buildin,bygning
fenian,fenisk
unquiet,urolig
carmella,carmella
super-strength,superstyrke
godhead,guddommelighed
reinvigorated,genoplivet
masturbatory,onani
patronised,nedladende
minutely,minutiøst
winterbottom,vinterbund
cubit,alen
hotelier,hotelejer
acrid,skarp
statistician,statistiker
trapezoid,trapezformet
hellion,helvede
sikorsky,Sikorsky
requisitioning,rekvisition
strobel,strobel
benefactress,velgører
octagonal,ottekantet
grudgingly,modvilligt
raver,raver
co-starring,medvirkende
ablution,afvaskning
grassi,græs
futons,futoner
mislabeled,fejlmærket
rudders,ror
contexts,kontekster
xeroxed,kopieret
tight-fisted,stramnævet
rantings,rantings
kassandra,Kassandra
fast-talking,hurtigt talende
interspersed,afbrudt
lotuses,lotusblomster
barmaids,barpiger
ritualized,ritualiseret
chari,chari
long-lived,langlivet
jointed,leddet
shinano,shinano
alu,alu
romanticized,romantiseret
fairytales,eventyr
mcduff,McDuff
nian,nian
triviality,trivialitet
daws,daws
re-form,reform
steadies,stabilisatorer
browbeat,pandebeat
inebriation,beruselse
mostar,Mostar
pitfall,faldgrube
teeing,tee
incinerating,forbrænding
sani,sani
tribunes,tribuner
ceil,loft
hakka,hakka
percolate,perkolere
falun,falun
waxwork,voksarbejde
ionian,ioniske
coinciding,sammenfaldende
antalya,Antalya
rescinding,ophævelse
petrarch,Petrarc
cliffside,klippeside
cautions,forholdsregler
brookhaven,Brookhaven
cornice,gesims
behar,behar
amoebas,amøber
ellipses,ellipser
nihilism,nihilisme
forecastle,bakke
mid-sized,mellemstor
dunghill,gødningsbunke
byam,byam
vallee,dal
monochromatic,monokromatisk
privet,liguster
amd,AMD
revitalizing,revitaliserende
condensing,kondensering
swishy,swishy
preeclampsia,præeklampsi
anaerobic,anaerob
oas,oaser
timberline,trægrænse
fry-up,stegning
riven,splittet
construe,fortolke
moviegoers,biografgængere
tantalize,friste
interdependent,indbyrdes afhængige
polycarbonate,polycarbonat
mexican-american,mexicansk-amerikansk
earpieces,ørepropper
hounslow,Hounslow
dreier,treenighed
non-aggression,ikke-aggression
regicide,kongemord
thrasher,thrasher
mosses,mosser
cheka,tjekka
stiff-necked,stivnakkede
aleutians,aleuter
coordinator,koordinator
plopping,plopping
doubter,tvivler
moet,møde
prc,Kina
monrovia,Monrovia
iqs,IQ'er
laffer,laffel
muzzles,mundkurve
unanswerable,ubesvarelig
timmer,timer
triathlete,triatlet
pentacle,pentakel
hearses,rustvogne
readjustment,omstilling
debo,debo
leatherneck,læderhals
karbala,karbala
spellbinding,fortryllende
nightcrawler,natkryber
disregards,ignorerer
campsites,campingpladser
psychokinesis,psykokinese
proofed,korrekturprøvet
bustamante,bustamante
hn,hn
zant,zant
kalish,kalish
palming,håndfladen
lys,lys
purgative,afføringsmiddel
esso,esso
neocortex,neocortex
konoe,konoe
astigmatism,bygningsfejl
ill-prepared,dårligt forberedt
legge,lægge
mandelbaum,mandelbaum
michaelis,michaelis
bilges,bundløb
co-author,medforfatter
lathered,skummet
midpoint,midtpunktet
broz,broz
violinists,violinister
ectopic,ektopisk
patois,patois
arti,kunstnerisk
fantasizes,fantaserer
tuzla,Tuzla
yok,åg
broadens,udvider
thickets,krat
parrotfish,papegøjefisk
coloratura,koloratur
petered,peteret
adar,adar
swordsmith,sværdsmed
baig,baig
purnell,Purnell
monogamist,monogamist
daredevils,vovehalse
freire,fri
eyewash,øjenskyl
intemperate,umådelig
raconteur,fortæller
midfielder,midtbanespiller
vardon,Vardon
bald-faced,skaldet
hayfield,hømark
meyerbeer,meyerøl
fleurs,blomster
unchristian,ukristen
prolapsed,prolapseret
longchamp,Longchamp
unanimity,enstemmighed
dog-eared,hundeørede
rationalist,rationalist
dum-dums,dum-dums
babysat,babysitter
waterskiing,vandski
skinless,hudløs
hubba-hubba,hubba-hubba
masterwork,mesterværk
seva,seva
gambia,Gambia
boudin,boudin
roubaix,Roubaix
scalar,skalar
discerned,skelnet
fash,mode
take-charge,tage ansvar
irredeemable,uforløselig
child-rearing,børneopdragelse
digression,digression
horsewhip,hestepisk
self-satisfaction,selvtilfredshed
gwilym,gwilym
carabiniere,karabiniere
subcommittee,underudvalg
biofeedback,biofeedback
orthopaedic,ortopædisk
bourdon,bourdon
purposeless,formålsløs
andris,Andris
maybach,maybach
adheres,klæber
such-and-such,sådan og sådan
riposte,svar
testator,testator
glorifies,glorificerer
enforceable,håndhævbar
nationalised,nationaliseret
dando,dando
melun,melun
storerooms,opbevaringsrum
resumption,genoptagelse
slims,slanke
ital,italiensk
taxi-driver,taxachauffør
kauffman,Kauffman
deepwater,dybvand
dorking,dorking
subtropical,subtropisk
schoolkids,skolebørn
snidely,spydigt
benedek,Benedek
soares,Soares
lost-and-found,hittegods
ubs,ubs
tyburn,Tyburn
glickman,glickman
rough-and-tumble,hårdtarbejdende
frommer,frommer
coots,blishøns
justifications,begrundelser
flattop,flad top
congregating,samles
respirators,åndedrætsværn
muckle,meget
inf,inf
protractor,vinkelmåler
marler,marler
vexation,irritation
considine,konsidin
railgun,skinnepistol
bickle,bikkel
yugoslavs,jugoslaver
outpatients,ambulante patienter
christin,Christin
recrimination,beskyldning
defoe,affoe
purpose-built,specialbygget
paxil,Paxil
elbert,Elbert
monotheistic,monoteistisk
turok,turok
cont,fortsættelse
functionally,funktionelt
strome,strome
frizz,krus
boddy,kropslig
uid,uid
ipcc,ipcc
memorialize,mindesmærke
holtzman,holtzman
quintal,quintal
silke,silke
institutionalised,institutionaliseret
bukkake,bukkake
delved,dykkede ned
banishes,forviser
ltl,lille
wolfed,ulvede
aerosols,aerosoler
wheelbase,akselafstand
preheat,forvarmning
sufficiency,tilstrækkelighed
humphry,Humphry
homunculi,homunculi
specialness,specialitet
crespo,crespo
idioms,idiomer
fortieth,fyrretyvende
finagle,finage
nootka,nootka
spit-up,spytte op
meck,meck
rafter,spær
lifeform,livsform
saif,saif
foolery,tåbelighed
strafe,straf
dangerfield,farefelt
eidetic,eidetisk
kla,kla
insurances,forsikringer
yakut,yakut
commonalities,fællestræk
bus-stop,busstoppested
peremptory,peremptorisk
aristos,Aristos
bourdain,bourdain
mamet,mamet
ball-breaker,boldbryder
takeover,overtagelse
soaping,sæbebehandling
teeter,vakle
balbo,balbo
ring-a-ding,ring-a-ding
siders,sider
lantau,lantau
disconcerted,forvirret
bulldozing,bulldozer
appointee,udpeget
lunchboxes,madkasser
jiangsu,Jiangsu
mattel,Mattel
zine,zine
front-end,frontend
exertions,anstrengelser
stovall,stovall
petits,små
stilt,stylte
hexes,hekse
allowable,tilladt
blusters,blæsere
crystallize,krystallisere
tricked-out,narret
ramsgate,Ramsgate
mikawa,Mikawa
cooperatives,kooperativer
bulgari,bulgari
vileness,ondskab
springwood,springwood
stupefying,forbløffende
unhindered,uhindret
philosophic,filosofisk
reenactments,genopførelser
solicitude,omsorg
exuded,udstrålede
waterski,vandski
flossy,tandtråd
eccentrics,excentriske
kasdan,kasdan
sephora,Sephora
fruiting,frugtsætning
rediscovery,genopdagelse
grousing,grousing
reassembling,genmontering
mfa,udenrigsministeriet
canadiens,canadiere
mufflers,lyddæmpere
blain,blain
kuda,kuda
extrapolated,ekstrapoleret
hata,hate
destabilise,destabilisere
fac,ansigt
edc,edc
maddock,maddock
subsidizing,subsidiering
vasey,vasey
hetch,hetch
novosibirsk,Novosibirsk
laundries,vaskerier
escondido,escondido
bostwick,Bostwick
slopping,slattende
maastricht,Maastricht
erodes,eroderer
kanata,kanata
feely,følbar
birthdate,fødselsdato
cleaved,kløvet
dowries,medgift
bnp,bnp
sadomasochism,sadomasochisme
righty-ho,højrehåndet
peleliu,peleliu
serbo-croatian,serbokroatisk
chambliss,chambliss
haw-haw,hav-hav
brookline,Brookline
hammurabi,hammurabi
call-girl,callgirl
moppet,moppe
recanting,tilbagetrækning
penthouses,penthouselejligheder
rudiments,rudimenter
becalmed,beroliget
statuary,statuer
smedley,smedley
bigness,størrelse
righter,højre
blowouts,udblæsninger
nanak,nanak
dewdrop,dugdråbe
rosebushes,rosenbuske
broadmoor,bredmoor
murr,murr
andrus,Andrus
ringlets,krøller
segregate,udskille
circulars,cirkulærer
holberg,Holberg
sare,sare
novena,novene
hain,hain
midweek,midt på ugen
digestible,fordøjelig
pneumonic,lungebetændelse
grumbled,brokkede sig
metaphoric,metaforisk
atten,opmærksom
lampard,Lampard
legman,benmand
quilty,quiltet
cross-contamination,krydskontaminering
