you,Du
quenching,Abschrecken
recoverable,wiederherstellbar
avion,Flugzeug
twigged,begriffen
koblenz,Koblenz
sacredness,Heiligkeit
condones,billigt
joists,Balken
ferrier,Fährmann
funnyman,Komiker
swadeshi,Swadeshi
freehold,Eigentum
kissers,Küsser
lubbers,Schmierer
pung,Pung
tewksbury,Tewksbury
volos,Volos
commends,lobt
mailbag,Leserbriefkasten
bearcat,Bärenkatze
ceri,Ceri
yids,Juden
cottons,Baumwolle
countermanded,aufgehoben
demilitarised,entmilitarisiert
offensives,Offensiven
oncologists,Onkologen
dain,dain
job-hunting,Jobsuche
vancomycin,Vancomycin
squeezer,Presse
jet-set,Jetset
endocrinologist,Endokrinologe
biafra,Biafra
skintight,hauteng
haymarket,Heumarkt
reichenbach,Reichenbach
brion,Brion
ked,ked
parse,parse
unreality,Unwirklichkeit
eckstein,Eckstein
sweatbox,Schwitzkasten
mugshot,Polizeifoto
wisecracking,witzig
four-digit,vierstellig
mastitis,Mastitis
leastwise,zumindest
dater,Date
frugality,Sparsamkeit
exporters,Exporteure
boehner,Boehner
partitioned,aufgeteilt
coelho,Coelho
hedonist,Hedonist
supplant,ersetzen
cumbria,Cumbria
hepworth,Hepworth
ex-lovers,Ex-Liebhaber
lacquered,lackiert
dried-out,ausgetrocknet
squirmy,zappelig
anesthesiology,Anästhesiologie
navarra,Navarra
immobilizer,Wegfahrsperre
unpredictably,unvorhersehbar
commonest,am häufigsten
hight,Höhe
vintner,Winzer
minter,Minter
schorr,schorr
entices,lockt
eom,eom
freeland,Freeland
defiler,Entweiher
get-up-and-go,Aufstehen und loslegen
aro,aro
woodburning,Holzverbrennung
romanticizing,Romantisierung
ramachandra,Ramachandra
moke,Rauch
entreaty,Bitte
workaholics,Arbeitssüchtige
hockley,Hockley
desperadoes,Desperados
bollix,Bollix
willowy,schlank
fisted,gefistet
cpl,Gefreiter
steamboats,Dampfschiffe
rectus,geraden Muskel
leilani,Leilani
beaners,Bohnen
chokey,erstickend
chev,Chevrolet
lovat,Lovat
kaa,kaa
frisby,Frisbee
citrate,Zitrat
sleepyheads,Schlafmützen
climaxed,Höhepunkt
hormel,Hormel
actuator,Aktuator
bequests,Vermächtnisse
self-serve,Selbstbedienung
nudges,Anstupser
ambler,Ambler
waterspout,Wasserhose
intersected,Schnittpunkte
skyway,Himmelsweg
half-truth,Halbwahrheit
minke,Zwerg
afp,AFP
handcrafted,handgefertigt
mousetraps,Mausefallen
clozapine,Clozapin
rumps,Hintern
neos,Neos
gondar,Gondar
stepper,Schrittmotor
semi-formal,halbformell
clean-living,sauberer Lebensstil
lafontaine,Lafontaine
lanced,aufspießt
tweeds,Tweeds
hinchcliffe,Hinchcliffe
glissando,Glissando
in-crowd,Insiderkreis
japheth,Japhet
exemplify,veranschaulichen
superdome,Superdome
tuckers,Tuckers
seismologist,Seismologe
disadvantageous,nachteilig
bests,Besten
novitiate,Noviziat
labradors,Labradore
confucianism,Konfuzianismus
shrewdly,scharfsinnig
elevens,Elfer
transworld,Transwelt
fec,fec
greenroom,Garderobe
whistleblowers,Whistleblower
anti-personnel,Antipersonen
khama,Khama
rabble-rouser,Volksverhetzer
outlawing,Ächtung
younis,Younis
variously,verschieden
fettes,fettes
hellhole,Höllenloch
intercity,Intercity
rohmer,Rohmer
ipc,IPC
spangles,Pailletten
isaacson,Isaacson
reconsideration,erneute Prüfung
ham-fisted,plump
backbiting,Lästern
cleghorn,Cleghorn
gigante,Gigant
monetize,Monetarisierung
lapa,Lapa
uncountable,unzählbar
orland,Orland
roll-on,Roll-on
albacore,Weißer Thunfisch
rivaling,rivalisierend
low-maintenance,wartungsarm
normalizing,Normalisierung
backdated,rückwirkend
implodes,implodiert
excitation,Erregung
bauxite,Bauxit
pepin,Pepin
ket,Ket
differentials,Differentiale
futterman,Futterman
aps,aps
culminates,gipfelt
llewelyn,llewelyn
hannover,Hannover
hankins,Hankins
strip-search,Leibesvisitation
see-saw,Wippe
northbrook,Northbrook
zay,zay
floatation,Schwimmfähigkeit
terranova,Terranova
alexandrov,Alexandrow
troubleshooter,Problemlöser
paga,Paga
raed,raed
ascetics,Asketen
forward-looking,zukunftsorientiert
chalon,Chalon
redcliffe,Redcliffe
bergamot,Bergamotte
sepoys,Sepoys
thralls,Sklaven
lightnings,Blitze
addressee,Adressat
hendra,Hendra
hii,Hallo
levies,Abgaben
cleeve,Cleeve
repetitious,sich wiederholend
clif,Klippe
tib,tib
papilloma,Papillom
outperform,übertreffen
zaitsev,Zaitsev
babydoll,Babypuppe
dungeness,Dungeness
dialectical,dialektisch
canta,Gesang
yardage,Meterzahl
sorter,Sorter
udaipur,Udaipur
lanvin,Lanvin
overhears,belauscht
unclouded,ungetrübt
artless,kunstlos
underwriting,Zeichnung
jape,Scherz
nanterre,Nanterre
popularized,popularisiert
sut,Sut
peptide,Peptid
inshore,Küstennah
nervosa,Nervosa
highballs,Highballs
amati,amati
gusset,Zwickel
spray-painting,Sprühlackierung
diastolic,diastolisch
stupid-looking,dumm aussehend
buoyed,aufgepeitscht
picketed,demonstrierten
snappers,Schnapper
approbation,Billigung
yogis,Yogis
oum,oum
concurred,stimmten zu
melodramas,Melodramen
e-z,e-z
wagged,wedelte
foxtrot,Foxtrott
refile,erneut einreichen
beady-eyed,stechend
free-floating,frei schwebend
sando,sando
flexor,Beuger
spoon-feed,Löffelfütterung
propagandist,Propagandist
life-sustaining,lebenserhaltend
attainment,Erreichung
kaifeng,Kaifeng
biologic,biologisch
dogmas,Dogmen
conferencing,Konferenzen
high-wire,Hochseil
prophetess,Prophetin
foragers,Sammler
bronwen,Bronwen
jaap,jaap
champagnes,Champagner
interrogative,Frage
fluster,Aufregung
glennon,Glennon
endeavouring,Bemühen
crematoria,Krematorien
runing,Laufen
straddles,spreizt
well-received,gut aufgenommen
househusband,Hausmann
cooperated,kooperierten
south-southwest,Süd-Südwest
levant,Levante
lunn,Lunn
hagfish,Schleimaal
clumped,verklumpt
arrant,völlig
overpaying,Überbezahlung
induct,Einführung
unclothed,unbekleidet
serif,Serifen
confortable,komfortabel
remarries,heiratet wieder
koval,Koval
daylong,ganztägig
deleon,Deleon
lumping,Zusammenfassen
mulvaney,Mulvaney
metalworkers,Metallarbeiter
director-general,Generaldirektor
outlier,Ausreißer
bare-ass,nackter Hintern
dugouts,Spielerbänke
storr,Storr
readmitted,wieder aufgenommen
cool-headed,besonnen
symon,Symon
cz,cz
bolos,Bolos
dehydrating,dehydrierend
byword,Inbegriff
elicited,hervorgerufen
militancy,Militanz
saratov,Saratow
ayurveda,Ayurveda
adamo,Adamo
bott,Flasche
cutdown,Reduzierung
hilum,Hilum
preppie,Streber
effigies,Abbilder
sexologist,Sexualforscher
multi-storey,mehrgeschossig
leong,leong
virgen,Jungfrau
sittings,Sitzungen
mottled,gesprenkelt
blusher,Rouge
b-side,B-Seite
saltine,Salzgebäck
squashes,Kürbisse
calles,Anrufe
alouette,Alouette
mildest,mildeste
formatted,formatiert
inte,inte
paediatric,Pädiatrie
maytag,Maytag
non-aligned,nicht ausgerichtet
gos,geht
songstress,Sängerin
plowman,Pflüger
tam-tam,tam-tam
familiarise,sich vertraut machen
garrulous,geschwätzig
pem,pem
crossbreed,Kreuzung
biomechanical,biomechanisch
linesman,Linienrichter
dau,Tochter
unelected,nicht gewählt
aguinaldo,Aguinaldo
kero,Kerosin
serv,serv
ruddock,Ruderfuß
slithers,Schlangen
delighting,entzückend
tensei,tensei
wingtips,Flügelspitzen
algorithmic,algorithmisch
baltasar,Baltasar
tastings,Verkostungen
sower,Sämann
afzal,Afzal
inauthentic,unecht
cosmically,kosmisch
accentuates,betont
dds,dds
franjo,Franjo
failsafes,Ausfallsicherungen
infinitive,Infinitiv
jure,jure
smirks,grinst
nappa,Nappa
overvalued,überbewertet
babied,verhätschelt
fecund,fruchtbar
encamped,lagerte
himeji,himeji
eman,Eman
chin-ups,Klimmzüge
filleting,Filetieren
twenty-third,dreiundzwanzigsten
nonalcoholic,Alkoholfrei
likenesses,Abbildungen
fut,fut
wanky,wanky
air-traffic,Flugverkehr
lazier,fauler
ugg,Ugh
englund,Englund
buddie,Kumpel
shure,sicher
ero,Ero
unearned,unverdient
g6,g6
strangulated,erwürgt
tittie,Titten
jsa,JSA
weitz,weitz
harte,Herz
pasty-faced,blassgesichtig
goos,Gös
coelacanth,Quastenflosser
corollary,logische Folge
corrodes,korrodiert
worksheets,Arbeitsblätter
vot,Abstimmung
rockslide,Felssturz
pleistocene,Pleistozän
ibanez,Ibanez
mullets,Vokuhilas
steels,Stähle
graphene,Graphen
stiffens,versteift
well-chosen,gut gewählt
livings,Lebensgrundlagen
blemished,makellos
bughouse,Insektenhaus
archambault,Archambault
hegemon,Hegemon
matriarchal,matriarchal
chaudhry,Chaudhry
condensate,Kondensat
cooperstown,Cooperstown
weeknights,Wochentage
fibromyalgia,Fibromyalgie
qed,qed
oscilloscope,Oszilloskop
ilie,Ilie
beekeepers,Imker
felicitate,beglückwünschen
swathe,Schwad
beautified,verschönert
egads,Oh Gott!
carbonite,Karbonit
gulden,Gulden
corduroys,Cordhosen
gelignite,Gelignit
gla,gla
karelia,Karelien
nonlinear,nichtlinear
cowhide,Rindsleder
tricolour,Trikolore
tribals,Stammesangehörige
caprices,Launen
ca-ca,ca-ca
godden,godden
newscasts,Nachrichtensendungen
tomasi,Tomasi
barringer,Barringer
crema,Creme
protoplasm,Protoplasma
tsun,Tsun
subliminally,unterschwellig
irl,real
programing,Programmierung
teasers,Teaser
bather,Badende
pomodoro,Pomodoro
lowlifes,Abschaum
exfoliate,Peeling
univ,Universität
archuleta,Archuleta
cit,zit.
anatol,Anatol
nickle,Nickel
inflames,entzündet
pinchers,Zangen
reformist,Reformisten
recombinant,rekombinant
zawahiri,Zawahiri
vice-minister,Vizeminister
rakish,verwegen
shit-scared,panische Angst
kiska,Kiska
re-live,wiedererleben
feder,Feder
stagnated,stagniert
wuzzy,Wuzzy
shoulder-length,schulterlang
shanghainese,Shanghaier
hashed,gehasht
discernable,erkennbar
time-honoured,altehrwürdig
bookmarked,als Lesezeichen gespeichert
dac,DAC
stim,Stimulierung
secondment,Abordnung
eatable,essbar
wain,Wagen
wizarding,Zauberei
whig,Whig
havelock,Havelock
astin,Astin
abstracts,Zusammenfassungen
scotsmen,Schotten
weare,wir
belike,so ähnlich
demeaned,erniedrigt
miyazawa,Miyazawa
two-shot,Zwei-Schuss-Aufnahme
quartering,Vierteln
t-1,t-1
costigan,Costaigan
leavers,Absolventen
piller,Pfeiler
reorganisation,Reorganisation
paderewski,Paderewski
prin,prin
dahomey,Dahomey
pruett,Pruett
barrick,Barrick
prerequisites,Voraussetzungen
chanteuse,Chanteuse
apelike,affenähnlich
allover,überall
croatians,Kroaten
askance,schief
gamesmanship,Spielmanöver
df,df
clothespins,Wäscheklammern
curated,kuratiert
restart,Neustart
self-knowledge,Selbsterkenntnis
ganglion,Ganglion
ashdown,Ashdown
weeper,Weiner
uncommunicative,verschlossen
zellner,Zellner
cowdrey,Kuh
boycotts,Boykotte
blanketing,Decken
dooms,Untergangsszenarien
sme,sme
raitt,Raitt
nicholl,Nicholl
minting,Prägung
seitz,Seitz
over-under,Über/Unter
sapping,Auszehrung
eyedropper,Pipette
shehu,Shehu
goulart,Goulart
typesetting,Satz
blamey,schuldig
iti,es ich
encroached,übergriff
horan,Horan
spiritualists,Spiritualisten
handymen,Handwerker
jaffrey,Jaffrey
haut,Haut
walford,Walford
dtf,dtf
boaster,Prahler
flatley,flach
incase,falls
tolerably,ziemlich
swaddled,eingewickelt
clearheaded,klar denkend
bedecked,geschmückt
osa,osa
celica,Zöliakie
house-sit,Hausbetreuung
pasco,Pasco
journaling,Tagebuch
oersted,Oersted
delong,delong
timecode,Zeitcode
hofman,Hofmann
jovian,jovian
characteristically,charakteristisch
abided,befolgte
hls,hls
kolb,Kolb
outmaneuver,ausmanövrieren
enroute,auf dem Weg
soper,soper
occultist,Okkultist
eloy,Eloy
dyers,Färber
taormina,Taormina
franchisees,Franchisenehmer
corgis,Corgis
yos,yos
longlegs,Langbeine
stanger,Fremder
bbb,bbb
charteris,Charteris
diddled,vergewaltigt
untamable,unzähmbar
cisterns,Zisternen
dinnerware,Geschirr
theatrically,theatralisch
elkin,Elch
phong,Phong
pannonia,Pannonien
daub,beschmieren
puggy,Mops
markel,Marke
ryanair,Ryanair
f-18s,F-18
troika,Troika
plugger,Stecker
flambe,flambiert
maza,Maza
evaluates,bewertet
highborn,Hochgeborene
maltreated,misshandelt
ground-floor,Erdgeschoss
gopalan,Gopalan
absenteeism,Abwesenheit
horsefly,Bremse
delph,Delphi
mcp,mcp
trounce,vernichtend schlagen
mcadoo,Mcadoo
perdu,perdu
pati,Pati
cather,Katharina
spearing,Speere
malton,Malton
arachnids,Spinnentiere
mountain-climbing,Bergsteigen
monteverdi,Monteverdi
callousness,Gefühllosigkeit
agronomist,Agronom
sloper,Schräge
clementi,Clementi
omniscience,Allwissenheit
exhuming,Exhumierung
roundtrip,Rundfahrt
lindholm,Lindholm
ottone,Ottone
moldavian,moldawischen
freest,freisten
marjoram,Majoran
tokai,Tokai
bungo,Bungo
roomier,geräumiger
calabrian,Kalabrien
pettit,klein
jitney,Jitney
hotplate,Kochplatte
mca,mca
magnuson,Magnuson
indiscipline,Disziplinlosigkeit
fashion-forward,modisch
heilbronn,Heilbronn
gasbag,Schwätzer
nonspecific,unspezifisch
bambinos,Kinder
pawtucket,Pawtucket
orbed,orbed
maudsley,Maudsley
schlemmer,Schlemmer
cack,Mist
conmen,Betrüger
midnight,Mitternacht
mangold,Mangold
jewry,Judentum
rials,Rials
pacifying,beschwichtigend
swearing-in,Vereidigung
cyberpunk,Cyberpunk
courant,Courant
dissections,Sektionen
auricular,Ohrmuschel
dispatchers,Disponenten
realigned,neu ausgerichtet
breakages,Brüche
kiwanis,Kiwanis
waterworld,Wasserwelt
consolations,Trost
stressors,Stressoren
rabi,Rabi
kenworthy,Kenworthy
codswallop,Stuss
juba,juba
erotically,erotisch
lorn,verlassen
petes,Petes
weal,Wohl
gestured,gestikulierte
treed,Baum
set-to,set-to
blyth,Blyth
stratagems,Strategien
quantified,quantifiziert
kjetil,Kjetil
fire-eater,Feuerfresser
imparts,vermittelt
mythos,Mythos
phon,Phon
cisse,zisse
corre,Korre
quintessentially,quintessenz
commiserations,Beileidsbekundungen
storm-tossed,sturmgepeitscht
omitting,Auslassen
buttresses,Strebepfeiler
courbet,Courbet
castrato,Kastrat
laplace,Laplace
gola,gola
bosporus,Bosporus
recidivist,Rückfalltäter
singularities,Singularitäten
hoya,Hoya
neutrals,neutrale
mothers-in-law,Schwiegermütter
ugarte,ugarte
lettuces,Salate
preseason,Vorsaison-
borge,borge
lynd,Lynd
breathtaking,atemberaubend
jourdain,Jourdain
coutinho,Coutinho
case-by-case,von Fall zu Fall
sparred,verschont
unrehearsed,ungeprobt
repackage,neu verpacken
montreux,Montreux
townsville,Townsville
smokeless,rauchlos
lightyear,Lichtjahr
adversities,Widrigkeiten
watercolour,Aquarell
archbishops,Erzbischöfe
godman,Gottmann
halles,Hallen
morgenthau,morgenthau
shatterproof,bruchsicher
centroid,Schwerpunkt
damiani,Damiani
milkmen,Milchmänner
hydrofoil,Tragflügelboot
yorks,Yorks
taxicabs,Taxis
lls,lls
kamar,Kamar
incomprehension,Unverständnis
philology,Philologie
childe,Kind
invulnerability,Unverwundbarkeit
blasphemies,Blasphemien
rahn,rahn
matz,Matzen
barnsley,Barnsley
sited,Standort
slavish,sklavisch
cluj,Cluj
metabolized,metabolisiert
arma,Arma
liat,liat
ayoub,ayoub
teems,Teems
tage,Tag
meltzer,Schmelzer
mutinies,Meutereien
toadstools,Pilze
doby,Doby
marquesas,Marquesas
luff,Vorliek
geographer,Geograph
capel,Capel
fid,fid
charwoman,Putzfrau
bruck,Bruck
winnetka,Winnetka
reassurances,Zusicherungen
scrapheap,Schrottplatz
backbones,Rückgrate
irradiate,bestrahlen
idiotically,idiotisch
non-stick,Antihaftbeschichtung
siler,Siler
dogger,Hunde
neer,neer
grinded,gemahlen
gullibility,Leichtgläubigkeit
proportionally,proportional
half-sisters,Halbschwestern
nanoseconds,Nanosekunden
hellenic,hellenisch
ojo,ojo
grieg,Grieg
dudgeon,Empörung
crum,Krümel
batson,Batson
micronesia,Mikronesien
flippy,Flippy
obfuscate,verschleiern
egrets,Reiher
admonition,Ermahnung
correa,Correa
medias,Medien
deodorants,Deodorants
fantail,Fächerschwanz
cinematheque,Cinematheque
dampeners,Dämpfer
molehills,Maulwurfshügel
off-the-cuff,aus dem Stegreif
lackadaisical,lustlos
mpm,MPM
skullcap,Schädelkappe
giga,Giga
astrophysicists,Astrophysiker
ecm,ECM
ura,ura
debasing,erniedrigend
schemers,Betrüger
adalberto,adalberto
kunlun,kunlun
hofmann,Hofmann
schiaparelli,Schiaparelli
gripper,Greifer
gentlefolk,feine Leute
pote,Topf
cajoling,Schmeichelei
newsagents,Zeitungshändler
plagiarize,plagiieren
dione,Dione
cumberbatch,Cumberbatch
rovaniemi,Rovaniemi
harwell,Harwell
bevel,Fase
reworking,Überarbeitung
moonraker,Moonraker
co-opt,kooptieren
encase,umhüllen
ctv,ctv
sabotages,Sabotageakte
maccabees,Makkabäer
pantsuits,Hosenanzüge
weensy,Weensy
guderian,Guderian
purportedly,angeblich
self-consciousness,Selbstbewusstsein
leggett,Leggett
shellacking,Schellackierung
scanty,spärlich
dirt-poor,bettelarm
zillions,Billionen
existences,Existenzen
artsy-fartsy,künstlerisch-frustrierend
mudge,Schlamm
steeled,stählern
impaling,Aufspießen
snowdrops,Schneeglöckchen
mouthwatering,zum Anbeißen
luckless,Pechvogel
counterintuitive,kontraintuitiv
artigas,artigas
ajaccio,Ajaccio
reburied,wieder begraben
publicizing,Veröffentlichung
bedraggled,zerzaust
alighted,ausgestiegen
rudin,Rudin
bulli,Bulli
eron,Eron
crash-test,Crashtest
busker,Straßenmusiker
notched,gekerbt
yisrael,Israel
ards,Akutes Lungenversagen
fils,Fils
alc,Alkohol
onofrio,Onofrio
bechamel,Béchamel
longue,lange
estimable,schätzbar
burwell,Burwell
datebook,Terminkalender
clow,Clown
remagen,Remagen
dioramas,Dioramen
blasco,Blasco
legato,Legato
morehead,mehr Kopf
lawnmowers,Rasenmäher
oglala,oglala
vectoring,Vektorisierung
seawall,Deich
cartoonish,cartoonhaft
knitwear,Strickwaren
unexamined,ungeprüft
radiations,Strahlungen
belgrave,Belgrave
jellyroll,Biskuitrolle
rosettes,Rosetten
out-of-the-box,sofort einsatzbereit
fractals,Fraktale
leonore,Leonore
promptness,Schnelligkeit
phy,Phy
gss,gss
deccan,Dekkan
blonder,blonder
bookend,Buchstütze
spe,spe
paunchy,dickbäuchig
amyloidosis,Amyloidose
multi-talented,vielseitig begabt
momi,Momi
cowman,Kuhhirte
indexes,Indizes
excision,Exzision
tex-mex,Tex-Mex
winstead,Winstead
paid-up,bezahlt
foret,Wald
carls,Carls
erudition,Gelehrsamkeit
cubbyhole,Nische
depressingly,deprimierend
guri,guri
brunhild,Brunhild
grom,Grom
scrunchy,Haargummi
dumbed,verdummt
multitask,Multitasking
fictionalized,fiktionalisiert
nucleic,Nukleinsäure
serio,ernst
reeder,Rohrblatt
millionairess,Millionärin
lethally,tödlich
tallying,Zählung
on-time,pünktlich
laibach,Laibach
niblick,Niblick
perking,Auflockern
bian,bian
childbearing,Kinderwunsch
lohman,Lohman
glom,glom
thematically,thematisch
lights-out,Licht aus
agi,agi
unlatched,entriegelt
gourmand,Gourmand
diffusing,Diffusion
impersonates,gibt sich als
eldred,Eldred
scintilla,Scintilla
how-do-you-do,Wie geht es dir
sadomasochistic,sadomasochistisch
randomized,randomisiert
worl,Welt
jet-black,tiefschwarz
whets,Wetzstoffe
balustrade,Balustrade
eoin,Eoin
kiting,Drachensteigen
charmless,ohne Charme
rapp,Rap
philatelist,Philatelist
surd,surd
trannie,Transfrau
parisienne,Pariserin
locked-in,eingesperrt
counteracts,wirkt entgegen
sequestration,Sequestrierung
swifts,Mauersegler
typists,Schreibkräfte
bibby,Bibby
mcfarlane,McFarlane
endocrinology,Endokrinologie
apostol,Apostel
streicher,Streicher
reseal,wiederverschließen
edgewater,Edgewater
astros,Astros
xtc,xtc
verbum,Verbum
recreations,Freizeitaktivitäten
elmont,Elmont
permed,Dauerwelle
dinghies,Beiboote
carlsberg,Carlsberg
otherside,Andere Seite
kiosks,Kioske
pervaded,durchdrang
civilizing,zivilisieren
krewe,Krewe
re-emerge,wieder auftauchen
jaywalk,Überqueren der Straße bei Rot
grabowski,Grabowski
crt,crt
reexamination,erneute Untersuchung
mimeograph,Mimeograph
synchronizing,Synchronisierung
ceilidh,Ceilidh
postmistress,Postmeisterin
thwaite,Thwaite
untruths,Unwahrheiten
mendeleev,Mendelejew
loggia,Loggia
divots,Divots
naugahyde,Kunstleder
keratin,Keratin
saragossa,Saragossa
pronghorn,Gabelbock
streptomycin,Streptomycin
anthropologically,anthropologisch
deprogram,Deprogrammierung
doled,ausgeteilt
flossed,Zahnseide benutzt
tarty,tarty
ronde,Ronde
aerated,belüftet
technics,Techniken
somalis,Somalis
recuperated,erholt
lip-syncing,Lippensynchronisation
pagodas,Pagoden
reuter,Reuters
asceticism,Askese
hurry-up,Beeil dich
tempering,Härten
l-shaped,l-förmig
unbuckled,ungeschnallt
bilked,betrogen
silicates,Silikate
weta,Weta
catlike,katzenartig
mugwort,Beifuß
inexact,ungenau
mannerheim,Mannerheim
pooh-pooh,Puh-Puh
renda,renda
microorganisms,Mikroorganismen
forays,Streifzüge
stevedore,Stauer
laxity,Laxheit
hamamatsu,Hamamatsu
permutation,Permutation
ratchets,Ratschen
sequitur,sequitur
equivalents,Äquivalente
jessen,Jessen
gallico,Gallico
murrah,Murrah
quenches,Löschmittel
multivariate,multivariat
nabi,nabi
grappled,gepackt
ferndale,Ferndale
olmec,Olmeken
provincetown,Provinzstadt
isola,Isolation
hazeltine,Hazeltine
spinney,Gehölz
pralines,Pralinen
ecce,ecce
peddles,Pedale
dunstable,Dunstable
mccarron,McCarron
mitigated,gemildert
quavers,Achtelnoten
pugilistic,boxerisch
handstands,Handstände
ows,augt
mellifluous,wohlklingend
haiphong,Haiphong
gellhorn,Gellhorn
cio,cio
ornamentation,Ornamentik
marinos,Marines
unselfishly,selbstlos
stoll,Stoll
sideshows,Nebenschauplätze
