you,אַתָה
bare-knuckle,חשוף פרקים
prefects,מדריכים
nerva,עצב
repayments,תשלומים
berkshires,ברקשיירס
falsehoods,שקרים
autos,מכוניות
tikal,טיקאל
pyke,פייק
slumbering,ישן
acharya,אצ'ריה
filigree,פִילִיגרָן
blunts,קהות
audios,קבצי אודיו
oban,אובן
seemly,נָאֶה
piccata,פיקאטה
blaspheming,חילול הקודש
perot,פרוט
microfiche,מיקרופיש
overexcited,נרגש יתר על המידה
elderberry,סמבוק
ignominy,חֶרפָּה
horticultural,גננות
pretension,יומרה
mtr,מטר
saami,סאמי
epidermal,אפידרמלי
bullen,בולן
rads,ראדס
patricio,פטריסיו
heedless,מְזַלזֵל
housecoat,חלוק בית
dunstan,דנסטן
gorton,גורטון
bachmann,באכמן
colonizing,קולוניזציה
ruy,רוי
prizefighter,לוחם פרסים
cut-up,חתך
saturate,לְהַרְווֹת
symonds,סימונדס
lavigne,לאבין
primavera,פרימוורה
nex,הבא
slaughterhouses,בתי מטבחיים
allude,לִרְמוֹז
smokestack,אֲרוּבָּה
muc,בוץ
nonsmoker,לא מעשן
raeburn,רייבורן
humus,חומוס
humbleness,הַכנָעָה
well-lit,מואר היטב
off-the-record,לא לציטוט
puebla,פואבלה
alessi,אלסי
guitarists,גיטריסטים
abreu,אבראו
self-harm,פגיעה עצמית
encoder,קוֹדַאִי
envisaged,צפוי
arp,arp
shamelessness,חוסר בושה
lesbianism,לסביות
angelos,אנג'לוס
debase,לְהַשְׁפִּיל
isl,האי
weiwei,weiwei
quadrupled,פי ארבעה
irby,אירבי
unmasking,הסרת המסכה
gainsborough,גיינסבורו
roomed,חדר
discarding,השלכה
elfin,אלפי
directories,ספריות
ih,אה
tranquilize,להרגיע
convivial,חברותי
nearsighted,קְצַר רְאִיָה
siebert,סיברט
galilei,גלילי
deconstruct,לפרק
outflow,יציאה
prynne,פרין
pruned,גזום
portage,פורטג'
posthaste,חיפזון
cassava,קסאווה
gondolas,גונדולות
showcases,תצוגות ראווה
militaristic,מיליטריסטי
hominid,הומינידים
bullheaded,ראש שור
ringling,רינגלינג
roundabouts,כיכרות
lior,ליאור
rra,ררה
rockville,רוקוויל
screensaver,שומר מסך
clumsily,בצורה מגושמת
narcos,נרקוס
specificity,ספֵּצִיפִיוּת
sterner,קפדנית יותר
constriction,הֲצָרָה
refrained,נמנע
birnbaum,בירנבאום
drakes,דרקים
hartland,הרטלנד
fogies,ערפילי
tuc,טוק
bola,בולה
anke,אנקה
dunks,הטבעות
czerny,צ'רני
ahmedabad,אחמדאבאד
layup,לייאפ
argentinians,ארגנטינאים
hito,היטו
morden,מורדן
ias,ias
refuted,מוּפרָך
rosemont,רוזמונט
farooq,פארוק
wingfield,שדה כנף
lyricist,תַמלִילָן
alford,אלפורד
altamira,אלטמירה
mohicans,מוהיקנים
monolithic,מוֹנוֹלִיטִי
preemie,פג
acclimate,לְאַקלֵם
venerate,לְהַעֲרִיץ
insuring,ביטוח
egotism,אַהֲבָה עַצְמִית
rappelling,סנפלינג
aways,משם
bootstraps,אתחול
defensible,ניתן להגנה
caetano,קאטאנו
ould,היה צריך
sriracha,סרירצ'ה
rammstein,רמשטיין
conservancy,שימור
castello,קסטלו
mikaela,מיקאלה
devil-may-care,לא אכפת לי
emoticon,אמוטיקון
gordan,גורדן
knowhow,יֶדַע
breastfed,יונקים
numbs,קהה
hanford,הנפורד
galindo,גאלינדו
toscanini,טוסקניני
dst,שעון קיץ
underbrush,סבך
paps,פאפס
bruja,ברוחה
oliveira,אוליביירה
bollard,עמוד
tributaries,יובלים
souther,דרומי
birthstone,אֶבֶן הַמַזָל
boomed,בום
herniated,פריצה
sparkplug,מצת
jarred,צורם
tattling,קשקשים
myerson,מאירסון
junkers,גרוטאות
risque,סיכון
larval,זַחלִי
morpho,מורפו
lakeview,נוף לאגם
tinged,גוון
exporter,יְצוּאָן
giraud,ז'ירו
maneuverable,ניתן לתמרון
skybox,סקייבוקס
perpetrating,מבצע
andro,אנדרו
albuterol,אלביטרול
lasik,לייזר
transponders,משיבים
dullard,מְטוּמטָם
mciver,מק'יבר
meru,מרו
biters,נושכים
bypasses,מעקפים
detract,לִגרוֹעַ
sanitize,לחטא
embalmer,חונט
collapsible,מִתקַפֵּל
longford,לונגפורד
reiser,רייזר
chippewa,צ'יפווה
auster,אוסטר
feets,רגליים
idiosyncrasies,ייחודיות
succinctly,בתמציתיות
ovid,אובידיוס
buffing,צִחצוּחַ
skyward,לשמיים
perilously,באופן מסוכן
yugi,יוגי
terrorise,לְהַשְׁלִיט טֶרוֹר
fleecing,פליז
inflammable,דָלִיק
kinross,קינרוס
airsick,מחלת אוויר
brax,בראקס
subdermal,תת-עורית
ws,ws
recidivism,הִשָׁנוּת
peevish,עַצבָּנִי
dts,dts
davin,דאווין
riverfront,גדת הנהר
warfarin,וורפרין
throwers,זורקים
gladden,לְשַׂמֵחַ
foshan,פושאן
gaultier,גולטייה
colchester,קולצ'סטר
tik,טיק
tael,טאל
testers,בודקים
roberson,רוברסון
capon,קפון
edification,הַבהָרָה
supernovae,סופרנובות
schizoid,סכִיזוֹפרֶנִי
cornfields,שדות תירס
shiksa,שיקסה
generalization,הַכלָלָה
nostrum,נוסטרום
workout,אִמוּן
firebomb,פִּצְצַת תַבעֵרָה
concave,קָעוּר
flattens,משטח
prudhomme,פרודהום
impaler,משפד
retrain,הסבה מקצועית
v-2,v-2
dissenters,מתנגדים
resonator,מָהוֹד
guesser,מנחש
outrages,שערוריות
hebdo,הבדו
boudreaux,בודרו
freakshow,פריקשואו
tootsies,טוטיז
simulators,סימולטורים
downstate,למטה המדינה
cisneros,סיסנרוס
elsinore,אלסינור
godolphin,גודולפין
dribbled,כדרר
mcdonnell,מקדונל
indefatigable,בלתי נלאה
grimaces,העוויות פנים
fogey,פוגי
watered-down,מדולל
longshoreman,עובד ים
mw,חודשי
famines,רעב
great-grandpa,סבא רבא
coordinate,לְתַאֵם
arching,קשתות
cavour,קאבור
censured,מוּקָע
suffragettes,סופרג'יסטיות
beauvais,בובה
kickers,קיקרים
throttling,מצערת
newland,ניולנד
tented,אוהל
first-timers,בפעם הראשונה
third-generation,דור שלישי
inquisitors,חוקרי החקירה
tie-in,קשירה
disengaging,התנתקות
yara,יארה
acquiesce,להסכים
smelter,מפעל התכה
sportswriter,כתב ספורט
christiansen,כריסטיאנסן
hackensack,האקנסאק
hokey-pokey,הוקי-פוקי
sub-saharan,תת-סהרה
belo,בלו
romping,השתוללות
proportionate,פרופורציונלי
cordite,קורדיט
ferragamo,פראגאמו
astounds,מדהים
livermore,ליברמור
hulu,הולו
sailboats,סירות מפרש
brachial,זרוע
supremo,סופרמו
devalue,פיחות
waxer,שעווה
sebastiano,סבסטיאנו
muezzin,מואזין
sunbeams,קרני השמש
afoul,בבעיה
asquith,אסקוויט
tristram,טריסטראם
truitt,טרויט
shouldst,צריך
pampa,פמפה
macready,מקריידי
hillock,תְלוּלִית
civilize,לְתַרְבֵּת
collude,לקנוניה
accompanist,מלווה
schnook,שנוק
boheme,בוהמי
leman,למן
egoism,אָנוֹכִיוּת
halve,לִבתוֹר
zowie,זואי
fencer,סַיָף
dois,דויס
mele,מיל
guttersnipe,מרזבים
intimidates,מפחיד
rarefied,דליל
yaa,יאא
red-faced,אדום פנים
parachutist,צַנחָן
outsides,חיצוניים
writs,צווים
gunslingers,אקדוחנים
welby,וולבי
hb,חֲצִי פֶּנסיוֹן
coptic,קופטית
callo,קאלו
wailers,מקוננים
flav,טעם
common-law,המשפט המקובל
amani,אמאני
precludes,מונע
kamo,קאמו
dilantin,דילנטין
purported,לכאורה
action-packed,מלא אקשן
bil,ביל
unseasonably,באופן לא רגיל
impious,כּוֹפֵר
seven-day,שבעה ימים
unrewarded,לא מתוגמל
rooter,רוטר
knacker,קנקר
deadhead,מִתפַּלֵחַ
muncher,לועס
bantu,בנטו
tatu,טאטו
hissed,לחש
kennington,קנינגטון
nikolaus,ניקולאוס
kenai,קנאי
about-face,להפוך את הפנים
countertops,משטחי עבודה
transact,לנהל עסקה
life-affirming,מחזק חיים
sparkled,נצץ
gingrich,ג'ינג'ריץ'
suitability,הַתאָמָה
castoff,דחייה
herve,הרווה
stomachache,כאב בטן
deconstructed,מפורק
antidotes,תרופות נוגדות
scarper,צלייה
squib,סקיב
wrap-up,סיכום
cel,סל
rothschilds,רוטשילדים
galling,מַרגִיז
governesses,אומנות
quechua,קצ'ואה
evacuations,פינויים
vaporised,אידוי
4-h,4 שעות
hadassah,הדסה
debunk,לַחשׂוֹף
luchino,לוצ'ינו
policewomen,שוטרות
aldermen,חברי מועצה
harrier,זרון
wetherby,וות'רבי
spitball,כדור רוק
cubbies,קוביות
adorning,קישוט
parkland,פארקלנד
polyethylene,פוליאתילן
seabrook,סיברוק
redirecting,ניתוב מחדש
undeterred,בלתי נרתע
articulation,מִפרוּק
winemaker,יינן
searle,סרל
oceanographic,אוקיינוגרפיה
masaya,מסאיה
luh,לו
thalers,טאלר
dwarfed,גמד
overdosing,מנת יתר
quitman,פרשמן
trant,טרנט
vers,פסוקים
reprint,הֶדפֵּס
antifascist,אנטי-פשיסט
oeuvre,יצירה
infomercials,פרסומות מידע
filch,לִסְחוֹב
shula,שולה
gearshift,ידית הילוכים
fiber-optic,סיבים אופטיים
undernourished,תת תזונה
loge,לוגה
grassing,דשא
defensively,מבחינה הגנתית
has-beens,עבר
panacea,תְרוּפָה לָכוֹל
disjointed,קָטוּעַ
dicing,חיתוך
cranmer,קרנמר
unoriginal,לֹא מְקוֹרִי
feedings,האכלות
mair,מאיר
hoodwink,מתחמק
reliefs,תבליטים
industrialization,תיעוש
fundamentalism,פונדמנטליזם
wetbacks,רטובים
puente,פואנטה
kann,קאן
azim,אזים
gcses,GCES
lily-livered,שושן-כבד
space-age,עידן החלל
muscling,שרירים
milagros,מילאגרוס
whitelaw,לייט חוק
litten,ליטנן
wedderburn,וודרבורן
slideshow,שקופיות
brut,ברוט
donegan,דונגן
besiege,לָצוּר
oth,אחרים
miter,מִצנֶפֶת
outmatched,ניצחון
debi,דבי
dermis,עוֹר
disruptors,משבשים
collages,קולאז'ים
mabry,מאברי
ploughs,מחרשות
slithered,התגלגל
fizzes,תוסס
penzance,פנזנס
lightens,מבהיר
muh,אה
hermine,הרמין
coruscant,קורוסקנט
destabilized,לא יציב
nitpick,קטנוני
buisson,בויסון
ramshackle,רָעוּעַ
terek,טרק
amiodarone,אמיודרון
specious,מַטעֶה
pui,פוי
talking-to,מדבר אל
koro,קורו
sla,סלה
upstarts,מתעוררים
gleeful,צוֹהֵל
vigils,משמרות
nightwatchman,שומר הלילה
blankly,באופן ריק
marke,מארק
erring,שׁוֹגֵג
percolator,פרקולטור
necrophiliac,נקרופיליה
traditionalist,מסורתי
powerlessness,חוסר אונים
distrusted,לא אמין
namo,נמו
serbians,סרבים
myna,מיינה
royalists,המלוכנים
bruni,ברוני
inkwell,קֶסֶת
bmws,ב.מ.וו
flatiron,פלטיירון
proclamations,הכרזות
misappropriation,שימוש לרעה
semolina,סוֹלֶת
megalomania,שִׁגָעוֹן הַגַדלוּת
tuxes,טוקסידו
shawls,צעיפים
narrowest,הצר ביותר
sandbagged,שק חול
afters,אפטרס
roughneck,פִּרחָח
eam,איים
hocking,הוקינג
cablegram,מִברָק
armagnac,ארמניאק
girders,קורות
nonbeliever,לא מאמין
sf,ספרות ממלכתית
classless,לְלֹא מַעֲמָדוֹת
gruyere,גרוייר
willems,וילמס
newsprint,נייר עיתון
affirmations,הצהרות
reverberate,לְהַדהֵד
yokota,יוקוטה
headbands,סרטי ראש
mandingo,מנדינגו
tailbone,עצם הזנב
insecticides,קוטלי חרקים
biggy,ביגי
ironical,אִירוֹנִי
bowlegged,רגליים עקומות
bumblebees,דבורי בומבוס
quiroga,קירוגה
validating,אימות
lachman,לחמן
barras,בארס
purchaser,קוֹנֶה
succumbs,נכנע
karuna,קרונה
mind-altering,משנה תודעה
darted,זינק
cure-all,תרופה לכל
shaheen,שהין
ginevra,ג'ינברה
hl,הל
utrecht,אוטרכט
putsch,פוטש
italic,נטוי
steelhead,ראש סטילהד
gammon,גמון
blighters,מפלצות
cambrian,קמבריוני
bristle,זִיף
rearguard,מְאַסֵף
dusan,דוסן
fumigation,עִשׁוּן
graz,גראץ
bors,בורס
macky,מאקי
glares,מבטים
stairways,מדרגות
moralistic,מוסרני
khurram,חוראם
cobbles,אבני מרצפת
cretan,כרתים
blotchy,כתמים
tearoom,בית התה
leyte,לייטה
tallman,איש גבוה
epicentre,מוֹקֵד
sica,סיקה
radnor,רדנור
enders,אנדרס
arnhem,ארנהם
vestigial,שְׂרִידִי
tota,טוטה
aniseed,כַּמנוֹן
combating,לחימה
bernanke,ברננקי
bioluminescence,ביולומינסנציה
b-ball,כדור בי
steno,סטנו
fountainhead,ראש המזרקה
latching,נעילה
jg,jg
skylights,חלונות גג
np,np
herbivore,אוכל עשב
gangly,גמלוני
contras,קונטרסים
aftershocks,רעידות משנה
unluckiest,חסר המזל
rigg,ריג
shelburne,שלבורן
ioa,איואה
adelheid,אדלהייט
honeyed,דִבשִׁי
bo-bo,בו-בו
bhatt,בהאט
screenwriters,תסריטאים
cud,גֵרָה
herzl,הרצל
user-friendly,ידידותי למשתמש
mckittrick,מקיטריק
stonework,עבודות אבן
redondo,רדונדו
eddies,מערבולות
awestruck,המום
non-toxic,לא רעיל
zeller,זלר
subspecies,תת-מין
southwark,סאות'וורק
inactivity,חוֹסֶר פְּעִילוּת
groaned,נאנח
pds,פקודות
paperclip,מהדק נייר
quick-witted,מהיר תפיסה
fresheners,מטהרים
larboard,לוח אחורי
constricting,מכווץ
pursuer,רוֹדֵף
morbidity,תַחֲלוּאָה
stivers,סטיברס
squiggle,שרבוט
equaled,השווה
roundtable,שולחן עגול
stockbrokers,סוכני מניות
unlearn,לבטל למידה
machen,מאכן
naima,נעימה
gut-wrenching,קורע לב
wagering,הימורים
actives,פעילים
quisling,קוויזלינג
privateer,אֲנִיַת מִלחָמָה פְּרַטִית
chileans,צ'יליאנים
uxbridge,אוקסברידג'
longitudinal,אֹרכִּי
sorties,גיחות
majeure,עליון
clasps,אבזמים
seta,סטה
uzbek,אוזבקי
grose,גרוס
livres,ליברס
low-risk,בסיכון נמוך
schoolbag,יַלקוּט
masterstroke,מכה מופתית
berra,ברה
misanthrope,מיאנתרופ
polarizing,קיטוב
drapery,וִילוֹנוֹת
whiteley,וייטלי
hi-def,באיכות גבוהה
regolith,רגולית
micawber,מיקובר
lomond,לומונד
doorstop,מעצור לדלת
accost,לָגֶשֶׁת וְלְדַבֵּר
plebe,פלב
millenium,מילניום
fiori,פיורי
deform,לְעַוֵת צוּרָה
averill,אווריל
amu,אמו
sackcloth,שק
watters,ווטרס
accident-prone,מועד לתאונות
marmot,מַרמִיטָה
moola,מולה
suwon,סווון
slumlord,אדון עוני
blenders,בלנדרים
nett,נטו
atoning,כפרה
vade,וייד
caches,מטמונים
palmdale,פאלמדייל
cock-and-bull,תרנגול ושור
jailbirds,ציפורי כלא
aggressions,תוקפנות
straightest,הכי ישר
compartmentalize,לְחַיֵץ
frith,פרית'
ruder,גס יותר
coronel,קורונל
busily,עסוק
moche,מוצ'ה
disinfection,חיטוי
neatest,הכי מסודר
carpooling,נסיעות משותפות
bonking,זין ענק
underscore,לְהַדגִישׁ
blots,כתמים
claudel,קלודל
recyclable,ניתן למחזור
herren,גברים
ewoks,איווקים
arraign,לְהַאֲשִׁים
nordin,נורדין
deflower,להפיג פרחים
trattoria,טרטוריה
fantastico,פנטסטי
idler,בטלן
ater,אטר
straightens,מיישר
normals,נורמליים
sappers,חבלנים
disciplinarian,מִשְׁמַעתִי
autopilot,טייס אוטומטי
djibouti,ג'יבוטי
beamish,קורנת
interoffice,משרד פנימי
waggon,קָרוֹן
baur,באור
centrally,באופן מרכזי
gc,GC
billets,בילטים
pdf,קובץ PDF
winsome,מַקסִים
crn,קרן
lamentations,קינות
taos,טאוס
poverty-stricken,מוכת עוני
prewar,שֶׁלִפנֵי הַמִלחָמָה
breakups,פרידות
mirages,מיראז'ים
ivories,שנהבים
fuelling,תדלוק
newsmen,אנשי עיתונאות
communes,קומונות
reinaldo,ריינלדו
emanate,לִנְבּוּעַ
