you,ти
clumping,грудкування
farmlands,сільськогосподарські угіддя
nonlethal,нелетальний
spig,ковбаска
naturalists,натуралісти
larger-than-life,неймовірний
incubators,інкубатори
trion,Тріон
buckinghamshire,Бакінгемшир
curmudgeon,буркотня
refurbish,відремонтувати
miasma,міазма
jims,Джимс
yemeni,єменський
sadden,засмучувати
outplayed,переграний
kowtowing,поклоніння
renderings,рендеринги
eighty-four,вісімдесят чотири
twickenham,Твікенем
shutout,нульовий результат
wll,вілл
fulltime,повний робочий день
godmothers,хрещені матері
lifelines,рятувальні круги
portents,передвістя
shouldered,плечима
kesselring,Кессельрінг
oke,оке
abruzzo,Абруццо
ennio,Енніо
stolz,Штольц
corruptible,тлінний
taliesin,таліесін
saskatoon,Саскатун
leghorn,леггорн
disquiet,неспокій
logistically,логістично
zirconia,цирконій
olivares,оливкові
minden,Мінден
habituated,звиклий
thermo,термо
manville,Манвілл
blockades,блокади
applewhite,яблуково-білий
cumulus,купчасті хмари
succor,допомога
habanero,хабанеро
psilocybin,псилоцибін
malinowski,Малиновський
vice-chancellor,віце-канцлер
full-term,повний термін
amaral,амарал
expropriation,експропріація
undertone,підтекст
sniffy,нюхливий
lacing,шнурівка
diaspora,діаспора
shallowly,поверхнево
signings,підписання
carnitas,карнітас
gordian,гордієвий
calvo,Кальво
transposed,транспоновано
lerma,лерма
baits,приманки
thematic,тематичний
differentiation,диференціація
relearn,перевчитися
techies,технарі
darshan,даршан
apprise,повідомити
thieve,крадіжка
jerrold,Джеррольд
nonentity,нікчемність
confirmations,підтвердження
raptures,захоплення
ridgeline,лінія хребта
mayoress,мерка
reattached,знову прикріплений
reay,Рей
sacker,мішень
lautner,Лотнер
mcardle,Маккардл
bullheaded,впертий
basheer,башир
liesl,Лісл
staggeringly,приголомшливо
noland,безземельна
subtracted,віднімається
peale,Піл
metrics,показники
hellraiser,підбурювач пекла
socials,соціальні мережі
scurried,поспішав
kiva,ківа
wurst,ковбаса
polynesians,полінезійці
must-see,обов'язково до перегляду
mennonite,меноніт
high-resolution,висока роздільна здатність
sheathe,вкласти в піхви
linemen,лінійники
drive-bys,проїжджаючих мимо автомобілів
slosh,хлюпання
diesels,дизелі
exasperation,роздратування
britishers,британці
fourty,сорок
bergeron,бергерон
tsi,ци
umbrage,образа
skydive,стрибок з парашутом
crosley,Крослі
baling,пресування
poetical,поетичний
arend,орендувати
gudgeon,піскар
phobos,Фобос
triptych,триптих
embalm,бальзамувати
cockeyed,кривоокий
doublet,дублет
howrah,хаура
bernadotte,Бернадотт
culkin,Калкін
revamped,оновлений
guillotines,гільйотини
alignments,вирівнювання
molluscs,молюски
seigneur,сеньйор
mitty,міті
metalhead,металхед
persevering,наполегливий
icefall,льодопад
resettled,переселений
choux,заварний крем
afrika,Африка
kobi,кобі
varnished,лакований
blindingly,сліпуче
notables,видатні особи
banisters,перила
luminosity,світність
howlett,Хоулетт
dershowitz,Дершовіц
hoaxes,містифікації
kellaway,Келлавей
mussed,скуйовджений
cts,ктс
you-all,ви всі
obits,некрологи
moocher,шантажник
locum,заступник
kampala,Кампала
pugilist,боксер
bayview,затока
keto,кето
roadworks,дорожні роботи
vreeland,Вріленд
deep-dish,глибока миска
pata,пата
antibes,Антиб
imitators,імітатори
providential,провидіння
caxton,Какстон
valladolid,вальядолід
frontera,фронтера
furtively,потайки
longingly,тужно
galilean,галілеянський
saleslady,продавчиня
undertakings,зобов'язання
oxbridge,Оксбридж
agape,агапе
battleax,бойова сокира
try-out,випробування
leavings,залишки
speeder,спідер
equating,прирівнювання
isuzu,Ісузу
harmlessly,нешкідливо
thu,чт
asturias,Астурія
intranet,інтрамережа
pugs,мопси
scalloped,фестончастий
synchronise,синхронізувати
bankruptcies,банкрутства
flashdance,флешданс
gstrings,gstrings
moldings,молдинги
treves,дерева
flare-up,спалах
recoveries,відновлення
ncos,сержантів
cms,CMS
reaffirmed,підтверджено
ungenerous,нещедрий
affirms,стверджує
rhinelander,райнеландець
toffees,іриски
closeup,крупним планом
reiss,Рейсс
uninjured,неушкоджений
subtler,тонкіший
bedsores,пролежні
thoth,Тот
scissorhands,руки-ножиці
unkindness,недоброзичливість
boohoo,буху
padrone,падроне
kempe,кемпе
riptide,ривчаста течія
pahrump,пахрампа
whiners,скиглії
beachy,пляжний
newsboy,рознощик газет
finkle,фінкль
schadenfreude,злорадство
tilton,Тілтон
kindler,розпалювача
pfennig,пфеніг
keels,кілі
michaelmas,Майклмас
zebulon,Зевулон
linares,Лінарес
realists,реалісти
scalise,масштабувати
mendelson,Мендельсон
ext,довн.
homeopathy,гомеопатія
bradycardic,брадикардичний
ripens,дозріває
hake,хек
inquires,запитує
adamantly,непохитно
bunkmate,сусід по спальному місцю
moebius,Мебіус
taya,Тая
bowser,Баузер
dormer,мансардне вікно
fidelio,Фіделіо
unreservedly,беззастережно
