you,tu
impalement,empalamento
jawbreaker,quebra-queixo
bastia,bastia
derma,derma
wholehearted,de todo o coração
alen,alen
korma,korma
rumford,rumford
teapots,bules de chá
self-destructing,autodestrutivo
cim,cim
baillie,bailio
konda,konda
ackland,ackland
filipina,filipina
heraclitus,Heráclito
joslin,joslin
ohn,João
spitballs,bolinhas de cuspo
vaporizing,vaporização
headings,títulos
firebase,Base de fogo
shooed,espantado
hensley,Hensley
unbending,inflexível
sturdier,mais resistente
crystallization,cristalização
linguists,linguistas
chabot,chabot
fivers,cinco libras
churchmen,homens da igreja
hermaphrodites,hermafroditas
sequoias,sequoias
goalposts,traves
foretaste,antecipação
pomfret,pomfret
colston,Colston
unsheathe,desembainhar
chromatograph,cromatógrafo
noaa,noaa
tika,tika
jaramillo,Jaramillo
danaher,danaher
conveyer,transportador
troppo,troppo
darley,querido
big-league,liga principal
usgs,USGS
t-bones,ossos em forma de T
add-on,adicionar
parents-in-law,sogros
persepolis,Persépolis
calatrava,Calatrava
landlubbers,marinheiros de água doce
azura,azul
overturns,vira
emplacement,posicionamento
coexistence,coexistência
newscasters,apresentadores de notícias
mycenaean,micênico
mies,mies
defi,desafio
penman,caneta
gasser,gasser
exclusives,exclusivos
tsarist,czarista
lampshades,abajures
underclass,subclasse
well-worn,bem gasto
beloveds,amados
samuelson,Samuelson
half-open,semiaberto
self-management,autogestão
psat,psat
bacteriological,bacteriológica
fens,pântanos
strangelove,amor estranho
printout,impressão
sponsorships,patrocínios
southwestern,sudoeste
inaugurating,inaugurando
dort,dort
matins,matinas
snubbing,esnobando
gracy,graça
flirtations,flertes
diverticulitis,diverticulite
angering,irritando
froman,de um
mantilla,mantilha
jiggers,jiggers
torrez,torrez
fantasised,fantasiado
shiniest,mais brilhante
tethers,amarras
atomizer,atomizador
mccully,McCully
deified,divinizados
duvalier,duvalier
blandford,blandford
eyewitnesses,testemunhas oculares
wenner,Wenner
telephonic,telefónico
brundage,brundage
yojimbo,yojimbo
halleck,halleck
throstle,tordo
unlit,sem luz
ungainly,desajeitado
tty,tty
fulsome,farto
spann,abrangência
lawlor,advogado
prearranged,pré-arranjado
vitoria,vitória
lochs,lagos
bundling,agrupamento
gatewood,Gatewood
tst,tst
cineplex,complexo de cinemas
karaman,Karaman
wiggin,Wiggin
chattels,bens móveis
cruikshank,cruikshank
shafting,eixo
wurlitzer,Wurlitzer
melander,melander
moisturiser,hidratante
emblazoned,estampado
palimony,pensão de alimentos para ex-companheiros
wiccans,wiccanos
majorettes,majoretes
way-out,saída
flexes,flexões
moller,moller
morticians,agentes funerários
mademoiselles,senhoritas
chafes,assaduras
teixeira,teixeira
pentobarbital,pentobarbital
resized,redimensionado
catatonia,catatonia
beazley,beazley
calvino,calvino
weightlifter,levantador de peso
chalices,cálices
reprinted,reimpresso
oxides,óxidos
pema,pema
macartney,Macartney
comrade-in-arms,camarada de armas
galvanic,galvânico
waistcoats,coletes
nonsmoker,não fumador
philae,fila
ofi,de mim
anti-japanese,anti-japonês
unhappier,mais infeliz
asaf,asaf
shaper,modelador
bassey,Bassey
isu,isu
spinosaurus,espinossauro
doorframe,batente da porta
marjory,Marjory
monopolized,monopolizado
taverna,taverna
instigators,instigadores
fibbed,mentiu
quadrille,quadrilha
danielson,Danielson
chuka,chuka
jumping-off,salto
maxims,máximas
playlists,listas de reprodução
mess-up,bagunça
wagoner,carroceiro
bamberg,Bamberg
bridewell,noiva
kossuth,kossuth
baseboard,rodapé
maupassant,maupassant
misappropriated,desviado
quanta,quanta
hardliners,linha-dura
citric,cítrico
ega,ega
newyork,Nova Iorque
resultant,resultante
buffeting,agitação
updraft,corrente ascendente
vetoes,vetos
prisms,prismas
adjudicate,julgar
jacquet,jaqueta
persecutor,perseguidor
fomenting,fomentando
grasse,Grasse
irradiation,irradiação
pelayo,pelayo
prioress,prioresa
eindhoven,Eindhoven
charybdis,Caríbdis
two-ply,duas camadas
dogsbody,corpo de cão
unswerving,inabalável
shoah,Holocausto
montmorency,Montmorency
lmp,lmp
gorse,tojo
optimized,otimizado
dunford,Dunford
fifths,quintos
daw,daw
softies,bichinhos de peluche
kristie,Kristie
wriggled,se contorceu
spritzers,borrifadores
fretted,trastes
preeminent,preeminente
honorifics,honoríficos
wouter,Wouter
tolerances,tolerâncias
redhead,ruiva
riaa,riaa
hadfield,Hadfield
relishes,aprecia
heian,heian
ill-treated,maltratados
hotmail,hotmail
sexualized,sexualizado
numberless,inúmeros
ohl,ohl
ruc,ruc
premiering,estreia
gurkhas,Gurkhas
coalesced,coalesceram
tethys,Tétis
privatize,privatizar
emetic,emético
cen,cen
knossos,Cnossos
horizonte,horizonte
pref,pref
prophylactics,profiláticos
vocalize,vocalizar
coring,perfuração
macrae,macrae
arezzo,arezzo
zechariah,Zacarias
tabu,tabu
yakima,yakima
millen,milênio
spring-cleaning,limpeza de primavera
uncorked,destampado
oram,oram
epithets,epítetos
albee,albee
pooka,pooka
antipsychotics,antipsicóticos
duchesse,duquesa
philosophize,filosofar
plateaus,planaltos
snowboarders,praticantes de snowboard
self-interested,interesse próprio
indexing,indexação
faubourg,favela
rolland,rolar e
tow-truck,guincho
whiteout,branco total
aerodynamically,aerodinamicamente
crocks,potes
air-to-air,ar-ar
roundtree,árvore redonda
ultimo,último
takasaki,Takasaki
filbert,avelã
panadol,panadol
scads,muitos
vini,vinho
ciabatta,ciabatta
davila,Dávila
katanga,katanga
jeu,jogo
orwellian,orwelliano
blase,blasé
fatalist,fatalista
appetising,apetitoso
tyrese,pneus
roasters,torrefadores
summerlin,verão
cte,cte
holidaymakers,turistas
fairweather,bom tempo
pizzicato,pizzicato
frankfort,Frankfurt
jackboots,Botas de cano alto
molino,moinho
rope-a-dope,rope-a-dope
patsies,bodes expiatórios
impermanent,impermanente
peppercorns,grãos de pimenta
chitose,quitose
scharf,sharf
chasseur,caçador
koss,koss
bazan,bazan
decisiveness,capacidade de decisão
afghanis,afegãos
foot-and-mouth,febre aftosa
retails,varejo
honoree,homenageado
medico,médico
cornflowers,centáureas
toey,toey
intransigence,intransigência
ambrosio,ambrósio
subnormal,subnormal
immy,immy
unsupportive,não solidário
quesada,quesada
fended,defendido
demonized,demonizado
marron,marrom
paramilitaries,paramilitares
hamon,hamon
shippen,navio
regensburg,Regensburg
gas-station,posto de abastecimento de combustível
compressors,compressores
encyclopedic,enciclopédico
sheathed,revestido
canute,Canuto
penton,pentão
paiva,paiva
duffers,idiotas
susskind,susskind
chantel,Chantel
stenson,Stenson
costal,costal
collett,Collett
elevenses,onze da manhã
interviewee,entrevistado
fixations,fixações
sivan,sivan
subservience,subserviência
overanxious,ansioso demais
chilblains,frieiras
propranolol,propranolol
sika,sika
capybara,capivara
brightman,homem brilhante
bonanno,Bonanno
chat-up,paquera
nunchaku,nunchaku
misconstrue,interpretar mal
hominy,hominy
bete,bete
pontefract,pontefract
ejects,ejeta
whelks,búzios
wisenheimer,wisenheimer
acoustical,acústico
frascati,frascati
seismologists,sismólogos
shiga,shiga
luhrmann,Luhrmann
leet,leet
profligate,pródigo
abidjan,Abidjan
foregoing,acima
automata,autômatos
wet-nurse,ama de leite
thickheaded,cabeça dura
theroux,Theroux
convulsive,convulsivo
aristides,aristides
carlsson,Carlsson
modernisation,modernização
carmelites,carmelitas
personages,personagens
midvale,midvale
galliano,Galliano
sewerage,esgoto
contended,argumentou
meissner,Meissner
furtado,furtado
incubated,incubado
pedagogue,pedagogo
psb,psb
clinician,clínico
extravagantly,extravagantemente
silurian,siluriano
turndown,recusar
dakotas,dakotas
gsc,gsc
chorley,Chorley
westgate,portão oeste
drongo,drongo
glorification,glorificação
goosed,ganso
groundswell,onda crescente
high-intensity,alta intensidade
nau,nau
odourless,inodoro
quays,cais
flaxseed,linhaça
pivoting,pivotando
proximate,próximo
amyloid,amilóide
perms,permanentes
ringgit,ringgit
barberini,barberini
mullan,mullan
helpfully,útilmente
flakey,escamoso
tritium,trítio
ecker,ecker
shortchanged,enganado
anti-doping,antidoping
geodesic,geodésico
inhabitable,habitável
formic,fórmico
capitalizing,capitalizando
targa,targa
smudging,borrar
undiluted,não diluído
carbons,carbonos
perl,perl
ahmadinejad,ahmadinejad
consequent,conseqüente
decamp,descampar
scarabs,escaravelhos
spitalfields,campos de espiões
crappiest,pior
mid-thirties,meados dos trinta
blown-up,explodido
barka,barka
posited,postulado
skinful,pele cheia
syme,sime
baldheaded,careca
unspoilt,intocado
militarized,militarizado
inebriate,embriagado
pankhurst,Pankhurst
bhadra,Bhadra
chronicling,crônica
zamindar,zamindar
antoninus,antonino
unclip,desencaixe
destin,destino
counterrevolutionary,contrarrevolucionário
maurer,maurer
dube,dube
tunbridge,Tunbridge
natascha,natascha
tapers,afunilamentos
royer,Royer
bearnaise,béarnaise
kosygin,kosygin
twitters,Twitters
pacers,paceiros
certitude,certeza
muna,muna
biopsies,biópsias
swisher,swisher
montespan,montespan
buckaroos,vaqueiros
pilchards,sardinhas
constituencies,círculos eleitorais
peignoir,roupão
framingham,Framingham
rationalise,racionalizar
satie,saciedade
methylene,metileno
takeoffs,decolagens
aad,aad
banff,Banff
rotund,rotundo
fraying,desfiando
mixologist,mixologista
gsp,gsp
ingratiating,insinuante
deniable,negável
dld,dld
ampersand,e comercial
masjid,mesquita
treviso,Treviso
humungous,enorme
distinctively,distintamente
no-neck,sem pescoço
bakken,Bakken
aspirant,aspirante
implores,implora
dabbing,dab
navels,umbigos
frustratingly,frustrantemente
mathematic,matemática
susceptibility,suscetibilidade
gok,gok
derosa,derosa
flaunts,ostenta
futurama,futurama
preempted,antecipado
seldon,seldon
padova,Pádua
zig-zag,ziguezague
rohr,rohr
modifier,modificador
buffeted,sacudido
airboat,aerobarco
surmount,superar
pinnacles,pináculos
imperishable,imperecível
foetuses,fetos
anticlimax,anticlímax
lippe,lábios
derp,derp
pardee,pardee
draftees,recrutas
expropriated,expropriado
thumbscrews,parafusos de aperto manual
boychik,garoto
pullen,pullen
know-nothing,não-sabe-nada
lateef,lateef
imm,im
bord,borda
thales,Tales
canavan,canavan
epithet,epíteto
bopped,bateu
multidimensional,multidimensional
lucre,lucro
subbasement,subsolo
cassowary,casuar
goal-oriented,orientado para objetivos
exorcists,exorcistas
dusts,poeira
shirked,esquivou-se
escargots,escargots
liveliness,vivacidade
baroni,barão
blandings,misturas
megara,megara
otranto,otranto
setters,levantadores
giger,Giger
ocampo,ocampo
faeries,fadas
cours,curso
cto,cto
crystallised,cristalizado
lip-read,leitura labial
starstruck,deslumbrado
slicks,slicks
innovating,inovar
ropey,corda
evangelicals,evangélicos
epidemiologist,epidemiologista
barreled,barril
decapitating,decapitando
interdepartmental,interdepartamental
yount,jovem
itu,itu
kathi,kathi
lue,lue
tapia,tapia
creationist,criacionista
ete,ete
snakey,serpentina
inexpressible,inexprimível
volleys,voleios
lassoed,laço
fitful,intermitente
hijacks,sequestros
aimer,mira
illusive,ilusório
claimants,requerentes
cubitt,cubito
propositioning,proposição
detaching,desprendimento
cuckooing,cuco
illya,illya
fogle,fogle
transmigration,transmigração
rattrap,ratoeira
pps,pps
rtl,rtl
gallium,gálio
shillelagh,shillelagh
fryers,fritadeiras
gens,gens
endeared,querido
diskette,disquete
tobago,Tobago
interagency,interinstitucional
defaulting,inadimplência
bisexuals,bissexuais
riffles,riffles
attorney-at-law,advogado
ofsted,Ofsted
femurs,fêmures
brahim,brahim
tova,tova
al-anon,al-anon
cragg,penhasco
sfo,sfo
tck,tck
pierogi,pierogi
egerton,egerton
poa,poa
plebes,plebeus
totalling,totalizando
sunfish,peixe-lua
spellers,soletradores
cromartie,Cromartie
eighths,oitavos
gourmets,gourmets
secord,segundo
koreas,Coreias
uproarious,barulhento
gender-neutral,neutro em termos de género
tattooer,tatuador
wagonload,vagão carregado
stanzas,estrofes
anti-rejection,anti-rejeição
machinists,maquinistas
pavlovian,pavloviano
relaunch,relançamento
sinusitis,sinusite
classifications,classificações
crispus,crispus
substations,subestações
strappy,tiras
toed,dedos
verruca,verruga
commercialized,comercializado
hang-gliding,ASA delta
dalliances,casos amorosos
yokes,jugos
sali,sali
presupposes,pressupõe
contretemps,contratempo
collegium,colégio
overage,excesso
phosgene,fosgénio
mik,mik
octopi,polvos
gigawatts,gigawatts
pendergrass,capim-pender
turlock,Turlock
sth,algo
coun,vereador
eleanora,eleanora
waifs,órfãos
dahlgren,dahlgren
resettle,reassentar
zhejiang,Zhejiang
rationalized,racionalizado
scarcer,mais escasso
frill,babado
kronen,coroa
coburg,Coburgo
hhs,hhs
tabard,tabardo
quick-tempered,temperamento explosivo
infinitesimally,infinitesimalmente
gillman,homem-peixe
diagnostician,diagnosticador
maywood,Maywood
barracudas,barracudas
serenades,serenatas
bookkeeping,contabilidade
brandywine,brandywine
trocadero,trocadero
sulley,Sulley
fiddlers,violinistas
hypersensitivity,hipersensibilidade
reflexive,reflexivo
beaus,belos
alleviated,aliviado
vaporise,vaporizar
m-theory,teoria m
torpor,torpor
uncontaminated,não contaminado
high-roller,apostador de alto nível
jell,geleia
loafs,pães
capistrano,capistrano
chlorinated,clorado
greensboro,Greensboro
hyder,Hyder
retentive,retentivo
ihe,ihe
trashman,lixeiro
briefer,mais breve
receptionists,recepcionistas
counterattacks,contra-ataques
kaia,kaia
mataram,mataram
ejections,ejeções
all-rounder,versátil
fitzherbert,Fitzherbert
skag,skag
willits,willits
alleviating,aliviando
quieting,tranquilizando
snow-capped,cobertos de neve
handily,facilmente
mf,mf
duvets,edredons
postgraduate,pós-graduação
quadruplets,quadrigêmeos
wuchang,wuchang
jackpots,jackpots
fif,quinto
originator,criador
natron,natron
germantown,Germantown
dampier,mais húmido
oil-based,à base de óleo
day-glo,fluorescente
suetonius,Suetónio
pandy,pandy
plunders,pilhagens
summerland,terra de verão
lorax,lorax
reentering,reentrando
barreto,barreto
eyeline,linha dos olhos
mass-produce,produzir em massa
cosell,cosell
segmented,segmentado
brand-name,marca
knowlton,conhecimento
a-way,ausente
klezmer,klezmer
captivates,cativa
all-father,pai de todos
rowntree,árvore de andorinha
sorokin,sorokin
opioids,opioides
reunites,reúne
thiers,deles
perceptible,perceptível
daoud,daoud
crosstalk,diafonia
ruefully,com pesar
hallett,Hallett
welter,moagem
deletes,apaga
unexpressed,não expresso
relapsing,recaída
recapturing,recapturando
unerring,infalível
lifespan,vida útil
crewmembers,tripulantes
microlight,microluz
kibbles,ração
apprehensions,apreensões
animas,animas
drek,drek
chinstrap,tira de queixo
bandanas,bandanas
tue,ter
kirkby,Kirkby
toit,para isso
sleighing,trenó
rothko,Rothko
top-rated,mais bem avaliado
comprehended,compreendido
livre,livre
bindle,fardo
languor,langor
high-fashion,alta moda
muscovite,moscovita
picot,picot
ungovernable,ingovernável
meyerson,Meyerson
quenching,resfriamento
recoverable,recuperável
avion,avião
twigged,percebeu
koblenz,Koblenz
sacredness,sacralidade
condones,condona
joists,vigas
ferrier,ferrier
funnyman,homem engraçado
swadeshi,swadeshi
freehold,propriedade plena
kissers,beijoqueiros
lubbers,marinheiros
pung,Pung
tewksbury,tewksbury
volos,volos
commends,elogios
mailbag,mala de correio
bearcat,gato-urso
ceri,ceri
yids,yids
cottons,algodões
countermanded,anulado
demilitarised,desmilitarizado
offensives,ofensivas
oncologists,oncologistas
dain,dain
job-hunting,procura de emprego
vancomycin,vancomicina
squeezer,espremedor
jet-set,jet-set
endocrinologist,endocrinologista
biafra,Biafra
skintight,justo ao corpo
haymarket,mercado de feno
reichenbach,Reichenbach
brion,Brion
ked,Ked
parse,analisar
unreality,irrealidade
eckstein,eckstein
sweatbox,caixa de suor
mugshot,foto de ficha policial
wisecracking,piadista
four-digit,quatro dígitos
mastitis,mastite
leastwise,ao menos
dater,namorador
frugality,frugalidade
exporters,exportadores
boehner,Boehner
partitioned,particionado
coelho,coelho
hedonist,hedonista
supplant,suplantar
cumbria,Cumbria
hepworth,Hepworth
ex-lovers,ex-amantes
lacquered,laqueado
dried-out,ressecado
squirmy,inquieto
anesthesiology,anestesiologia
navarra,navarra
immobilizer,imobilizador
unpredictably,imprevisivelmente
commonest,mais comum
hight,altura
vintner,viticultor
minter,cunhador
schorr,Schorr
entices,seduz
eom,fim
freeland,terra livre
defiler,profanador
get-up-and-go,energia e disposição
aro,aro
woodburning,queima de madeira
romanticizing,romantizar
ramachandra,Ramachandra
moke,moke
entreaty,súplica
workaholics,viciados em trabalho
hockley,hockley
desperadoes,bandidos
bollix,bollix
willowy,esguia
fisted,punho
cpl,cpl
steamboats,barcos a vapor
rectus,reto
leilani,leilani
beaners,feijões
chokey,estrangulado
chev,chev
lovat,lovat
kaa,kaa
frisby,frisby
citrate,citrato
sleepyheads,dorminhocos
climaxed,ápice
hormel,Hormel
actuator,atuador
bequests,legados
self-serve,autoatendimento
nudges,cutucadas
ambler,andarilho
waterspout,tromba de água
intersected,interseccionados
skyway,passarela
half-truth,meia-verdade
minke,minke
afp,afp
handcrafted,feito à mão
mousetraps,ratoeiras
clozapine,clozapina
rumps,traseiros
neos,neos
gondar,gondar
stepper,stepper
semi-formal,semi-formal
clean-living,vida saudável
lafontaine,lafontaine
lanced,lança
tweeds,tecidos de tweed
hinchcliffe,Hinchcliffe
