you,あなた
forsakes,見捨てる
mathurin,マチュラン
unaffordable,手が届かない
tipoff,密告
sooey,スーイ
thuggee,サギー教団
beslan,ベスラン
hoists,ホイスト
semiotics,記号論
countrywide,全国
coif,フード
revamping,刷新
scuffles,小競り合い
veronal,ベロナール
leadoff,リードオフ
bragger,自慢屋
modulating,変調する
dutra,ドゥトラ
resemblances,類似点
digressing,話が逸れる
frivolously,軽率に
awm,awm
time-wasting,時間の無駄
bishopric,司教区
queerest,最も奇妙な
naumann,ナウマン
tape-recorder,テープレコーダー
alm,施し
prideaux,プライドー
padrino,パドリーノ
mencius,孟子
schiele,シーレ
redrawn,描き直し
dsd,dsd
lindeman,リンデマン
interviewers,面接官
reconditioning,再生
allocations,配分
fancy-schmancy,おしゃれで素敵
enthusiasms,熱意
trapdoors,落とし戸
reale,リアル
logarithms,対数
gesualdo,ゲズアルド
surinamese,スリナム人
britisher,イギリス人
blintz,ブリンツ
otherworld,異世界
blass,ブラス
repealing,廃止する
underpinned,支えられた
formulaic,定型的な
archmage,大魔導師
offloaded,オフロード
teck,テック
sloughing,脱皮
holton,ホルトン
unita,ユニタ
iquitos,イキトス
balti,バルティ
chug-a-lug,ガガラグ
runnings,ランニング
quade,クワッド
neurofibromatosis,神経線維腫症
marginalised,疎外された
rearranges,再配置
quinones,キノン
netscape,ネットスケープ
clairvoyants,透視能力者
carbines,カービン銃
dyna,ダイナ
dsv,dsv
connived,共謀した
unbelief,不信
besser,より良い
half-speed,半分の速度
apennines,アペニン山脈
magnetize,磁化する
apelike,類人猿のような
corsini,コルシーニ
rms,rms
troyes,トロワ
frags,断片
welkin,ウェルキン
viz,視覚的に
fogy,霧深い
pineville,パインビル
qui-gon,クワイ＝ガン
retinitis,網膜炎
elephantine,象のような
juxtaposed,並置された
co-opting,取り込む
carpools,カープール
deuced,デュース
taung,タウング
gaa,ガー
weh,えー
buttoned-up,ボタンを留めた
morphia,モルフィア
romford,ロムフォード
tsh,tsh
overlaid,重ね合わせ
garba,ガルバ
rutabagas,ルタバガ
soundings,音響探査
bethink,考える
hydrocortisone,ヒドロコルチゾン
peelings,皮むき
garnishes,付け合わせ
shofar,ショファール
analyser,アナライザ
sandhill,砂丘
gestating,妊娠している
chads,チャド
soundtracks,サウンドトラック
montenegrin,モンテネグロ
pipkin,ピプキン
cash-strapped,資金難
abdelkader,アブデルカデル
limburg,リンブルフ
bialy,ビアリ
wasser,水
pseudomonas,シュードモナス
escape-proof,脱出不可能
ragusa,ラグーサ
multiple-choice,複数選択
vaillant,ヴァイヤン
untarnished,汚れのない
unctuous,油っぽい
flinches,ひるむ
leafed,葉のついた
chocked,窒息した
trevithick,トレヴィシック
otherworldly,この世のものとは思えない
ulbricht,ウルブリヒト
cunha,クーニャ
lambing,子羊の出産
atocha,アトーチャ
dreamily,夢見るように
purplish,紫がかった
deloused,シラミ駆除済み
magnetised,磁化された
superpowered,超能力
lade,積載
funnelled,漏斗
olay,オレイ
snuffs,嗅ぎタバコ
kula,クラ
ju-ju,ジュジュ
catbird,ネコマネドリ
knavish,悪党
fatales,ファタール
zagged,ジグザグ
carpooled,相乗り
stylised,様式化された
discoloured,変色した
coverlet,ベッドカバー
ferber,フェルバー
bathhouse,浴場
poseurs,ポーズをとる人
phoenicia,フェニキア
guffaw,大笑い
esthetic,美的
hasenpfeffer,ハゼンフェファー
alans,アランズ
thuggery,暴力行為
felt-tip,フェルトペン
avoir,持つ
hexagram,六芒星
all-pro,オールプロ
lulz,笑
curbing,抑制
trackless,トラックレス
discontinuing,中止する
cadaveric,死体
benchmarks,ベンチマーク
doxycycline,ドキシサイクリン
accordions,アコーディオン
helpmate,ヘルプメイト
menno,メノ
roseville,ローズビル
scours,洗浄する
chortle,クスクス笑う
hemolytic,溶血性
revie,レビュー
azur,アズール
albers,アルバース
evesham,エブシャム
cannabinoid,カンナビノイド
housebound,自宅療養中
debunking,反論する
godmother,名付け親
primp,身だしなみを整える
big-picture,全体像
euphemistically,婉曲的に
reboots,再起動
hawing,ホーイング
pugliese,プーリア人
whalley,ウォーリー
ratbag,悪党
perching,止まり木
wontons,ワンタン
re-set,リセット
embolden,勇気づける
zacatecas,サカテカス
white-eye,ホワイトアイ
avenges,復讐する
bahn,バーン
bog-standard,ごく普通
rosser,ロッサー
comprehends,理解する
fiancees,婚約者
masterclass,マスタークラス
snowsuit,スノースーツ
schmaltzy,シュマルツィー
undecideds,未決定者
ambassadorship,大使職
ferd,フェルド
manoeuvrable,操縦可能
googles,グーグル
baume,ボーメ
kiang,キアン
borgnine,ボルグニン
guatemalans,グアテマラ人
wholemeal,全粒粉
washcloths,タオル
frisian,フリジア語
recalibration,再校正
ewen,ユーエン
evildoers,悪人
two-party,二党制
causalities,死因
cut-and-dry,切り捨てる
mailers,郵送物
allover,いたるところ
ostler,馬丁
borderlands,国境地帯
skinners,スキナーズ
battened,格子状の
haight-ashbury,ヘイト・アシュベリー
psychoanalyzed,精神分析
standley,スタンリー
tobogganing,そり滑り
foppish,気取った
houseplant,観葉植物
ladykiller,色男
acland,アックランド
trotta,トロッタ
gargan,ガルガン
mesosphere,中間圏
great-grandchild,ひ孫
jigging,ジギング
willys,ウィリス
oneliner,一言
undreamed,夢にも思わなかった
sobolev,ソボレフ
utsunomiya,宇都宮
salade,サラダ
massif,山塊
north-northeast,北北東
saguaro,サワロ
saxophonist,サックス奏者
contort,ねじる
dislocations,転位
hadad,ハダド
guildhall,ギルドホール
dessau,デッサウ
barings,ベアリングス
melodically,メロディー的に
treeless,木のない
landen,ランデン
popham,ポパム
freesia,フリージア
wien,ウィーン
gey,ゲイ
bhattacharya,バッタチャリヤ
railcar,鉄道車両
evil-minded,悪意のある
dropkick,ドロップキック
nare,鼻
flacks,広報担当者
confiscates,没収する
malacca,マラッカ
orth,北
yazoo,ヤズー
gridlocked,交通渋滞
bunglers,不器用な人たち
decongestant,鼻づまり解消薬
talavera,タラベラ
byblos,ビブロス
overtax,過剰課税
nissen,日鮮
vanadium,バナジウム
bessemer,ベッセマー
ditties,小唄
cuoco,クオコ
wadded,詰め物
retell,語り直す
bayfield,ベイフィールド
fuel-injected,燃料噴射式
lariat,ラリアット
unalienable,譲渡不可能な
biondi,ビオンディ
taunton,トーントン
ekman,エクマン
papering,紙張り
off-kilter,バランスが崩れた
spencers,スペンサーズ
refuting,反論する
lubricates,潤滑する
insufferably,耐え難いほど
aventine,アヴェンティーネ
abatement,軽減
llano,リャノ
unga,ウンガ
well-rehearsed,十分にリハーサルされた
pooches,ワンちゃん
numa,沼
hostage-taking,人質事件
kaunas,カウナス
injunctive,差止命令
schuman,シューマン
lovelock,ラブロック
unshackle,手枷を外す
jl,jl
confections,菓子
tvb,TVB
gira,ギラ
low-energy,低エネルギー
trippers,旅行者
handbooks,ハンドブック
annihilates,殲滅する
faff,面倒なこと
instants,瞬間
wl,wl
electroconvulsive,電気けいれん
eni,エニ
ennobles,高貴な
realizations,実現
nir,ニル
barehanded,素手で
doolan,ドーラン
paedophilia,小児性愛
trailblazing,先駆的な
recurs,再帰
bayshore,湾岸
blackheath,ブラックヒース
cozumel,コスメル
esl,ESL
implantable,埋め込み型
soft-shell,ソフトシェル
putters,パター
moderns,現代人
freefalling,自由落下
re-take,再撮影
scalpers,ダフ屋
treeline,樹木限界線
fricke,フリッケ
controversially,物議を醸す
bravura,ブラヴーラ
wharves,埠頭
amboise,アンボワーズ
loka,ロカ
shortchange,お釣り不足
hydrogenated,水素添加
filer,ファイラー
gehenna,ゲヘナ
dispossess,奪い取る
pie-eyed,目がくらんだ
aquifers,帯水層
ipl,IPL
lanolin,ラノリン
neurogenic,神経原性
depravation,剥奪
aherne,アハーン
civ,市民
thain,セイン
endymion,エンディミオン
panch,パンチ
gorgeously,ゴージャスに
lari,ラリ
licata,リカタ
rinses,すすぎ
run-on,ランオン
ret,退役
one-note,単調
ministered,奉仕した
dunderheads,バカども
abstains,控える
pushup,腕立て伏せ
bicyclist,自転車乗り
lisieux,リジュー
quelling,鎮圧
nightshift,夜勤
dulling,鈍くなる
sonorous,響き渡る
iola,イオラ
bolland,ボランド
well-ordered,整然とした
carmo,カルモ
kotter,コッター
conceives,妊娠する
afc,AFC
inched,少しずつ
vlc,VLC
youngs,若者たち
chowderhead,とんちき
ammonite,アンモナイト
thre,3
ostracised,追放された
finessing,巧みな
asocial,非社交的
carbonized,炭化
mazzola,マッツォーラ
keighley,キースリー
byway,脇道
aarons,アーロンズ
u-shaped,U字型
denison,デニソン
ravers,レイバー
dedham,デダム
heteros,ヘテロ
doit,やってみよう
avulsion,剥離
blood-sugar,血糖値
snookered,スヌーカー
hotlines,ホットライン
clip-clop,カチカチという音
goose-stepping,ガチョウ足行進
courgettes,ズッキーニ
toxicological,毒性学的
unasked,頼まれもしないのに
intuit,インテュイット
cmv,cmv
stakeholders,利害関係者
mts,メートル
nna,ンナ
hasler,ハスラー
tames,飼いならす
whiffy,臭い
waterborne,水系
japonica,ジャポニカ
dysfunctions,機能不全
bigg,ビッグ
kumara,クマラ
hibbard,ヒバード
multicoloured,多色
frigidity,冷感
piccalilli,ピカリリ
co-respondent,共同被告人
slimmed,スリムになった
seismology,地震学
venda,ベンダ
gamed,ゲームした
warplanes,戦闘機
autoclave,オートクレーブ
bouzouki,ブズーキ
huggable,抱きしめたくなる
timepieces,時計
turncoats,裏切り者
clodhoppers,田舎者
lobectomy,肺葉切除術
purposed,目的
garrotted,絞殺
coniston,コニストン
pohl,ポール
runcorn,ランコーン
kalb,カルブ
bureaucracies,官僚機構
murmurings,ささやき声
peake,ピーク
symbology,象徴学
mcmichael,マクマイケル
humourless,ユーモアがない
outpace,追い越す
djerba,ジェルバ
shor,ショート
procter,プロクター
succulents,多肉植物
plumed,羽毛のある
mandelbrot,マンデルブロ
animatronics,アニマトロニクス
creepily,不気味に
ifc,ifc
rathole,ネズミの巣穴
zeiss,ツァイス
ackermann,アッカーマン
unpainted,未塗装
lully,ルリ
gallow,絞首台
deadheads,デッドヘッズ
ppp,ppp
marveling,驚嘆する
telstar,テルスター
classe,クラス
cream-colored,クリーム色の
polley,ポリー
litterbug,ゴミのポイ捨てをする人
retried,再試行
viol,ヴィオラ
rebukes,叱責する
relativism,相対主義
isar,イサル
alter-ego,もう一つの人格
abingdon,アビンドン
chateaux,シャトー
whiling,しながら
wycombe,ウィコム
scoots,スクーター
pollutant,汚染物質
mcdaniels,マクダニエルズ
freitag,金曜
auctioneers,競売人
bci,bci
loewen,ローウェン
clerked,事務員
fairbank,フェアバンク
steadiness,安定性
guarneri,グアルネリ
anthropoid,類人猿
npo,npo
starkers,裸の人たち
anatomic,解剖学的
norbu,ノルブ
hermon,ヘルモン
weather-beaten,風雨にさらされた
abase,卑下
stocker,ストッカー
self-hypnosis,自己催眠
paxson,パクソン
causa,原因
hutcheson,ハッチソン
brookie,ブルッキー
hesiod,ヘシオドス
holdover,保留
mrd,mrd
naseby,ネイズビー
jilting,裏切り
ladakh,ラダック
bifurcated,二股に分かれた
thighbone,大腿骨
coking,コークス化
mildewed,うどんこ病
labyrinthine,迷路のような
overexposure,露出曝露
asphyxiating,窒息させる
bogarde,ボガード
mineo,ミネオ
adverbs,副詞
dysphoria,性別違和感
malaysians,マレーシア人
tafe,TAFE
beggarly,物乞いのような
militarists,軍国主義者
tonsillectomy,扁桃腺摘出術
eider,アイダーダック
yurts,ユルト
prating,おしゃべり
tromping,踏みつける
orel,オレル
foursquare,フォースクエア
baccy,タバコ
corot,コロー
roentgens,レントゲン
bigmouthed,おしゃべりな
cobbs,コブス
multifaceted,多面
ganesan,ガネサン
minto,ミント
missal,ミサ典書
satins,サテン
handier,より便利
homeworks,宿題
trouts,マス
formalized,形式化された
blowpipe,吹き矢
flagellation,鞭打ち
bandaid,バンドエイド
chambered,チャンバー
phenyl,フェニル
jaina,ジャイナ
mechanistic,メカニズム
reclassifying,再分類
axminster,アクスミンスター
rule-out,除外
weizmann,ワイツマン
unscrambled,解読
woodblock,木版画
beckford,ベックフォード
beeches,ブナ
fishpond,養魚池
embargoed,禁輸措置
teeter-totter,シーソー
hauntingly,心に残るほどに
kahane,カハネ
uncoupled,分離
rendezvoused,待ち合わせ
omb,オンブ
decommission,廃止措置
rauch,ラウフ
refitting,改装
bimonthly,隔月
overshadows,影を落とす
parlayed,パーレイ
kaftan,カフタン
inadequately,不十分に
boaters,ボート乗り
party-pooper,パーティーを台無しにする人
interferometer,干渉計
wending,曲がりくねって
subsystems,サブシステム
sartain,サーテイン
motherwell,マザーウェル
replicants,レプリカント
eer,えー
eery,不気味な
fulmer,フルマー
hult,ハルト
tg,tg
akil,アキル
portend,前兆となる
hopped-up,興奮した
hypothesized,仮説
derails,脱線する
babington,バビントン
metaphysically,形而上学的に
beauticians,美容師
collegial,同僚的
stonemasons,石工
retype,再入力
stipple,点描
burgas,ブルガス
outnumbering,数で勝る
skims,スキム
post-dated,日付が後になっている
symington,シミントン
parliamentarian,国会議員
over-the-shoulder,肩越し
curdles,凝固する
modems,モデム
cabinetmaker,家具職人
forgone,放棄された
walloon,ワロン
crosswinds,横風
solihull,ソリハル
flusher,フラッシャー
adulteration,混入
chinchillas,チンチラ
