you,أنت
fasteners,أدوات التثبيت
simenon,سيمينون
gynaecology,طب النساء
plazas,الساحات
dongguan,دونغقوان
pythias,بيثياس
hrh,hrh
brakeman,مكابح
falsies,الكذب
demeans,يهين
bad-mannered,سيء الأخلاق
damiana,داميانا
thiamine,الثيامين
shand,شاند
right-winger,يميني
easiness,سهولة
howes,هاوز
moralize,الوعظ الأخلاقي
long-eared,ذو آذان طويلة
singeing,حرق
dropouts,متسرب من المدرسة
lucina,لوسينا
yj,yj
nystrom,نيستروم
topham,توبهام
rills,جداول
friel,فريل
one-nighter,ليلة واحدة
speirs,الرماح
lathan,لاثان
federalist,الفيدراليين
matera,ماتيرا
fluttery,رفرفة
ai-ling,منظمة العفو الدولية لينغ
millstones,أحجار الرحى
ionescu,أيونيسكو
exasperate,مُثير للغضب
marsalis,مارساليس
otitis,التهاب الأذن
farthingale,فارثينجال
adders,الأفاعي
couched,مُكبَّل
damnably,بشكل ملعون
oarsmen,المجذفين
pmi,مدير المشروع
singaporean,سنغافوري
bringers,الجالبون
technocrats,التكنوقراط
jailing,السجن
salto,سالتو
meshed,شبكة
kra,كرا
foxed,أبقع ملطخ ببقع
mangano,مانجانو
unworthiness,عدم الاستحقاق
bagh,باغ
wanamaker,واناميكر
edp,edp
ilias,إلياس
roro,رورو
solvable,قابل للحل
blackfish,سمكة سوداء
quonset,كوانسيت
hatchbacks,سيارات هاتشباك
experimenters,المجربون
flip-flopping,التقلب
handicapping,التقييم المعاق
desirability,الرغبة
carteret,كارترت
worthily,بجدارة
sagittal,سهمي
ceremonious,احتفالي
self-possessed,متزن
bahman,بهمان
chid,طفل
domesday,يوم القيامة
non-functional,غير وظيفي
flunkey,فاشل
snowdrop,زهرة الثلج
sickroom,غرفة المريض
outgoings,المصروفات
ocher,أكسيد الرصاص
rationalizations,التبريرات
sell-off,عمليات بيع مكثفة
silverberg,سيلفربيرغ
cushioning,التوسيد
gnp,الناتج القومي الإجمالي
humanitarians,الإنسانيون
ogg,ogg
tempter,مُغوي
alberts,ألبرتس
capsicum,الفلفل الحلو
stepping-stone,حجر الأساس
hoban,هوبان
made-to-order,مصنوع حسب الطلب
cpm,عدد الدقائق لكل ألف
microseconds,ميكروثانية
materializes,يتجسد
shamrocks,نبات النفل
wolford,وولفورد
jacobus,يعقوب
fazes,مراحل
inu,إنو
powerhouses,مراكز القوة
feted,احتفى به
jewishness,اليهودية
justicia,العدالة
nhk,هيئة الإذاعة والتلفزيون اليابانية (إن إتش كيه)
mossman,موسمان
nominally,اسميًا
zigzags,متعرجة
mechelen,ميشيلين
msf,أطباء بلا حدود
reentered,عاد إلى الدخول
railwayman,عامل سكة حديد
beanies,قبعات صوفية
deathwatch,مراقبو الموت
yorke,يورك
spg,spg
divvied,تم تقسيمها
stevia,ستيفيا
agadir,أغادير
trai,قطار
corea,كوريا
lowrie,لوري
moonshiner,تاجر خمور غير مرخص
rosy-cheeked,خدود وردية
kenworth,كينوورث
clampdown,حملة قمع
languorous,كسول
crackled,طقطقة
phlebitis,التهاب الوريد
osteoarthritis,هشاشة العظام
muniz,مونيز
rubino,روبينو
scheduler,جدولة
timestamp,الطابع الزمني
callosum,الجسم الثفني
bedridden,طريح الفراش
cfr,انظر
hot-button,موضوع ساخن
pharm,صيدلاني
sarnia,سارنيا
bole,بول
exothermic,طارد للحرارة
south-southeast,جنوب-جنوب شرق
mammograms,تصوير الثدي بالأشعة السينية
forfend,تجنب
maputo,مابوتو
galena,غالينا
westie,ويست هايلاند وايت تيرير
myelin,المايلين
pollsters,استطلاعات الرأي
changs,التغييرات
manhater,كاره الرجال
beechwood,خشب الزان
osh,أوش
pepperdine,بيبرداين
holidaymakers,المصطافين
pantoja,بانتوخا
penitents,التائبون
ayden,أيدن
ritch,ريتش
sharp-eyed,حاد البصر
naphthalene,النفثالين
tinsmith,صانع الصفائح المعدنية
sadi,سادي
resp,استجابة
rectifier,مقوم التيار
giller,جيلر
plebeians,العامة
dressing-gown,رداء حمام
backstreets,الأزقة الخلفية
rhythmical,إيقاعي
oddness,غرابة
fingerless,بدون أصابع
nitpicking,التدقيق في التفاصيل
phage,العاثية
premenstrual,ما قبل الحيض
pre-set,مُسبق الضبط
legerdemain,خفة اليد
krafft,كرافت
ejaculator,القذف
neman,نيمان
devastates,يدمر
ebro,إيبرو
ampule,أمبولة
retool,إعادة التجهيز
chamberlains,الخدم
unenviable,لا يُحسد عليه
mey,مي
noisiest,الأكثر ضجيجاً
yachtsman,بحار
pan-hellenic,عموم الهيلينية
adroit,بارع
bucktoothed,أسنان بارزة
vice-presidential,نائب الرئيس
zabaglione,زابايون
prate,كلام
counteracting,مواجهة
lengthens,يطول
fla,فلوريدا
auteuil,أوتوي
millikan,ميليكان
herbaceous,عشبي
dprk,dprk
embalmers,محنّطي الجثث
issuance,إصدار
franchisee,صاحب الامتياز
equivocation,التباس
auto-rickshaw,عربة الريكاشة
carbonation,الكربنة
widdy,واسع
expansionist,توسعي
aif,أيف
oun,عون
rocket-powered,يعمل بالصواريخ
colonialists,المستعمرون
gowdy,جودي
geophysicist,عالم جيوفيزيائي
bombe,بومب
midmorning,منتصف الصباح
reaffirms,يؤكد
poh,بوه
toiletry,مستلزمات النظافة الشخصية
cutoffs,المواعيد النهائية
wive,الزوجة
allemande,أليماندي
kuh,كوه
hyp,ضجة
deeps,أعماق
andong,أندونغ
limbering,تمارين الإحماء
loftier,أعلى
espadrilles,إسبادريل
oxcart,عربة ثور
grandaddy,الجد
hmos,hmos
mog,موغ
loudness,بريق
warangal,وارانغال
hellbent,مصمم على ذلك
touts,سماسرة
appalachians,جبال الأبلاش
twining,التوأمة
undervalue,التقليل من شأن القيمة
ansar,أنصار
farrington,فارينغتون
destructiveness,التدمير
knesset,الكنيست
genuflect,انحنِ
grebe,الغطاس
nema,نيما
indiscrete,غير متحفظ
chuck-a-luck,تشاك-أ-لاك
groundlings,الرعاع
hore,هور
soldiered,جندي
estee,إستي
undershirts,قمصان داخلية
yarmulkes,القلنسوات اليهودية
mula,مولا
suny,صني
fanzine,مجلة هواة
stickier,أكثر لزوجة
playfair,بلاي فير
cash-and-carry,الدفع النقدي والاستلام
phalange,السلامية
drubbing,الضرب
emptor,المشتري
punchbowl,وعاء البونش
etu,إيتو
anglos,الأنجلو
straight-out,بكل صراحة
thigpen,thigpen
carn,كارن
stinginess,البخل
navigates,التنقل
vukovar,فوكوفار
hypertrophy,تضخم
changsha,تشانغشا
abraded,متآكل
ennoble,عظم
hudgens,هادجنز
gifu,جيفو
re-test,إعادة الاختبار
cowpokes,رعاة البقر
evisceration,استئصال الأحشاء
desantis,دي سانتيس
boac,بواك
dx,التشخيص
foyt,فويت
pskov,بسكوف
malodorous,كريه الرائحة
pushkar,بوشكار
kims,كيمز
borderland,منطقة حدودية
plautus,بلاوتوس
brickle,بريكل
sete,مجموعة
yerevan,يريفان
donnybrook,دونيبروك
pattison,باتيسون
rosier,أكثر وردية
parabellum,بارابيلوم
headdresses,أغطية الرأس
deflation,الانكماش
sported,رياضي
prize-giving,توزيع الجوائز
ball-busting,تحطيم الكرات
entitlements,الاستحقاقات
shonen,شونين
dogfighting,قتال الكلاب
boilermakers,صانعي الغلايات
fuel-efficient,موفر للوقود
sintra,سينترا
blumenthal,بلومنتال
initialized,الحرف الأول K
watermarks,العلامات المائية
peeples,الناس
leven,ليفن
expedience,الخبرة
archiving,الأرشفة
telegrapher,عامل التلغراف
dockworkers,عمال الموانئ
vocalization,غناء
paducah,بادوكا
libidinous,شبق
wale,والي
anguilla,أنغيلا
materializing,تجسيد
spreaders,الناشرين
beatlemania,هوس البيتلز
remainders,الباقي
ascertaining,التأكد
pentagrams,النجمة الخماسية
caucuses,التجمعات الحزبية
sango,سانغو
arpeggio,أربيجيو
scheffer,شيفر
palaeontologists,علماء الحفريات
breanna,بريانا
colossally,ضخم
cmb,cmb
exotics,الحيوانات الغريبة
lesueur,lesueur
lumsden,لومسدن
cladding,الكسوة
bramley,براملي
gastroenterologist,أخصائي أمراض الجهاز الهضمي
serums,الأمصال
earth-shaking,هزت الأرض
wap,واب
fertilisers,الأسمدة
coste,كوست
nabors,نابورز
berton,بيرتون
re-use,إعادة الاستخدام
pupillary,حدقة العين
csl,سي إس إل
mult,متعدد
ten-point,عشر نقاط
recharges,إعادة الشحن
adjusters,مُعدِّلو الخسائر
impairs,يُضعف
beany,مال
edmondson,إدموندسون
ribeira,ريبيرا
deutscher,ألماني
meigs,ميجز
newbold,نيوبولد
capstan,بكرة
moga,موغا
doral,دورال
conveyancing,نقل الملكية
all-expense,جميع المصاريف
festooned,مزينة
rechargeable,قابلة لإعادة الشحن
destino,الوجهة
hurr,هور
imbecility,بلاهة
lenten,الصوم الكبير
reimann,ريمان
herning,هيرنينغ
widmer,ويدمر
kenilworth,كينيلورث
sonderkommando,سونديركوماندو
fusilier,رامي بنادق
inimical,عدائي
jalopies,سيارات خردة
dull-witted,بليد العقل
callback,أتصل مرة أخرى
guanajuato,غواناخواتو
grossness,خشونة
piedras,بيدراس
chiding,توبيخ
double-barreled,بندقية مزدوجة الماسورة
profundity,عمق
carrefour,كارفور
limpets,بلح البحر
pha,pha
trembler,يرتجف
skinniest,أنحف
partings,الفراق
plunderers,اللصوص
velodrome,مضمار الدراجات
reevaluation,إعادة التقييم
ill-will,سوء النية
keelhaul,كيلهول
enea,إينيا
postnatal,بعد الولادة
chairlift,مصعد كرسي
a-fib,الرجفان الأذيني
mockingbirds,طيور المحاكاة
bellew,بيلو
logbooks,سجلات العمل
persecutes,يضطهد
hoag,هوغ
camshaft,عمود الحدبات
slipway,دعامة
pocketbooks,حقائب اليد
unsporting,غير رياضي
sella,سيلا
borek,بوريك
redemptive,فدائي
morison,موريسون
goodby,وداعا
licensee,المرخص له
ansley,أنسلي
pepperidge,بيبريدج
pugnacious,عدواني
kiss-off,وداع
vandalising,تخريب
kraal,كرال
burnished,مصقول
reawakening,إعادة الصحوة
lahood,لا هود
bootblack,ملمع أحذية
dratted,اللعنة
perspex,البرسبكس
perseid,البرشاويات
flournoy,فلورنوي
morts,الموتى
stonecutter,قاطع الحجارة
insulates,يعزل
interviewees,الأشخاص الذين أجريت معهم المقابلات
boyden,بويدن
gianluigi,جيانلويجي
off-the-wall,خارج عن المألوف
shive,شيف
chrono,كرونو
avellino,أفيلينو
heightening,زيادة
irreverence,عدم الاحترام
korps,فيلق
grammer,قواعد اللغة
wakefulness,اليقظة
transits,العبور
air-condition,مكيف الهواء
recusing,التنحي
unbalance,عدم التوازن
myocarditis,التهاب عضل القلب
lockets,القلائد
free-thinking,التفكير الحر
jackhammers,المطارق الهوائية
dovecote,برج الحمام
hopwood,خشب الجنجل
giang,جيانغ
lingonberry,توت العليق
andresen,أندرسن
free-throw,رمية حرة
karis,كاريس
almond-shaped,على شكل لوزة
snake-like,يشبه الثعبان
ahs,آه
mid-june,منتصف يونيو
manstein,مانشتاين
murs,مورس
immunoglobulin,الغلوبولين المناعي
marcellin,مارسيلين
chickering,تشيكرينغ
aau,aau
patera,باتيرا
leb,ليب
sayles,سايلز
hase,هاسي
fissile,الانشطاري
roundness,استدارة
antifungal,مضاد للفطريات
denatured,تم تغيير طبيعتها
hirsute,أهلب
stringers,أعمدة الشد
corpulent,سمين
recommit,إعادة الالتزام
soothsayers,العرافون
merchantman,تاجر
unacknowledged,غير معترف به
seabass,سمك باس البحر
dwarfish,قزم
brutalizing,وحشية
extortionate,ابتزاز
reichert,رايشرت
exultant,مبتهج
abbotts,رؤساء الأديرة
magistracy,القضاء
hade,هادي
floodlight,مصباح
timelessness,الخلود
godunov,غودونوف
freedmen,المحررون
conditionally,بشروط
nepean,نيبيان
namibian,ناميبي
shortwave,الموجات القصيرة
tryon,ترايون
offhand,بشكل عفوي
preternatural,خارق للطبيعة
short-circuiting,قصر الدائرة
svp,svp
shirkers,المتهربون
fea,فيا
guider,دليل
furth,فورث
speedsters,المتسابقون السريعون
pleasantville,بليزانتفيل
nebs,نيبز
cost-benefit,تحليل التكلفة والعائد
parliamentarians,البرلمانيين
firestarter,مشعل النار
slickest,الأكثر أناقة
marxist-leninist,ماركسي لينيني
safford,سافورد
houle,هول
addi,أدي
rums,أنواع الروم
adda,أدا
oratorio,أوراتوريو
subcontracting,التعاقد من الباطن
three-wheeled,ثلاث عجلات
eteocles,إيتيوكليس
herat,هرات
first-years,طلاب السنة الأولى
blow-dried,مجفف الشعر
assessors,المُقيّمون
